Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.30 | 0.16867 | 0.84768 | 0.01721 | 0.63253 | 1.61102 | 26.7927 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.02306 | 
 2 -> | 1994.36 | 0.01508 | 0.81407 | 0.01508 | 0.33166 | 0.74372 | 4.58843 | 
 3 -> | 2012.91 | 0.17889 | 0.83012 | 0.01673 | 0.84556 | 1.99228 | 17.9156 | 
 4 -> | 1990.75 | 0.06917 | 0.83004 | 0.00791 | 0.53755 | 1.32806 | 11.6671 | 
 5 -> | 1980.90 | 0.05437 | 0.82920 | 0.00414 | 0.48582 | 1.43558 | 39.0131 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.05 | 0.16398 | 0.84274 | 0.01882 | 0.72984 | 2.11425 | 17.1824 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 1996.48 | 0.26349 | 0.87937 | 0.00952 | 0.20317 | 0.27302 | 7.27483 | 
 3 -> | 2012.31 | 0.16985 | 0.83352 | 0.01462 | 0.70641 | 1.88976 | 20.5312 | 
 4 -> | 1992.68 | 0.07631 | 0.84940 | 0.02610 | 0.42570 | 0.93373 | 11.5012 | 
 5 -> | 1981.89 | 0.05255 | 0.82272 | 0.00743 | 0.51911 | 1.38429 | 43.5104 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.69 | 0.16881 | 0.83441 | 0.02733 | 1.18971 | 3.36656 | 14.3682 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 1998.23 | 0.18868 | 0.83648 | 0.00629 | 0.17610 | 0.28302 | 3.67290 | 
 3 -> | 2012.29 | 0.16399 | 0.83486 | 0.01261 | 0.47133 | 1.51032 | 20.1432 | 
 4 -> | 1994.52 | 0.15077 | 0.87385 | 0.02769 | 0.26462 | 0.73538 | 15.0150 | 
 5 -> | 1982.47 | 0.06515 | 0.82182 | 0.01530 | 0.57651 | 1.50592 | 46.8006 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.68 | 0.19023 | 0.78920 | 0.02571 | 2.29563 | 7.51157 | 8.98799 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2000.17 | 0.11186 | 0.86102 | 0.02034 | 0.15254 | 0.15932 | 6.81608 | 
 3 -> | 2012.38 | 0.16014 | 0.83756 | 0.01613 | 0.30645 | 0.86751 | 20.0555 | 
 4 -> | 1995.87 | 0.14992 | 0.86985 | 0.03624 | 0.28666 | 0.63921 | 14.0250 | 
 5 -> | 1983.10 | 0.06731 | 0.81973 | 0.01429 | 0.49331 | 1.05947 | 50.1155 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.28 | 0.20000 | 0.83846 | 0.00769 | 9.31538 | 32.8308 | 3.00439 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.87821 | 
 3 -> | 2011.65 | 0.18220 | 0.84398 | 0.02094 | 0.25026 | 0.43037 | 22.0707 | 
 4 -> | 1998.74 | 0.16461 | 0.84658 | 0.03471 | 0.24524 | 0.32363 | 20.6379 | 
 5 -> | 1984.00 | 0.07746 | 0.81393 | 0.01558 | 0.34357 | 0.77672 | 53.4088 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.29 | 0.11236 | 0.83146 | 0.03371 | 12.5506 | 44.5618 | 2.05733 | 
 1 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.00000 | 
 3 -> | 2015.00 | 0.00000 | 0.00000 | 0.00000 | 8.00000 | 15.0000 | 0.02312 | 
 4 -> | 2010.63 | 0.26316 | 0.94737 | 0.00000 | 4.47368 | 11.2632 | 0.43920 | 
 5 -> | 1993.52 | 0.11928 | 0.82073 | 0.02846 | 0.30638 | 0.60730 | 97.4804 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1993.96 | 0.10145 | 0.88406 | 0.01449 | 14.8261 | 56.1304 | 1.59538 | 
 1 -> | 1983.00 | 0.00000 | 0.00000 | 0.00000 | 2.00000 | 25.0000 | 0.02312 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.00000 | 
 3 -> | 2010.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 34.0000 | 0.02312 | 
 4 -> | 2011.50 | 0.41667 | 0.75000 | 0.08333 | 7.58333 | 28.9167 | 0.27746 | 
 5 -> | 1993.83 | 0.12400 | 0.81919 | 0.03017 | 0.34135 | 0.70910 | 98.0809 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.42 | 0.08333 | 0.70833 | 0.00000 | 34.3750 | 103.417 | 0.55504 | 
 1 -> | 1977.88 | 0.00000 | 1.00000 | 0.00000 | 1.62500 | 36.1250 | 0.18501 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.00000 | 
 3 -> | 2010.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1996.32 | 0.00000 | 0.81818 | 0.00000 | 3.90909 | 34.2273 | 0.50879 | 
 5 -> | 1994.07 | 0.13115 | 0.81803 | 0.03185 | 0.39578 | 0.86862 | 98.7512 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.70 | 0.20000 | 0.80000 | 0.00000 | 31.0000 | 124.200 | 0.23132 | 
 1 -> | 1977.88 | 0.00000 | 1.00000 | 0.00000 | 1.62500 | 36.1250 | 0.00000 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.00000 | 
 3 -> | 2010.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1991.58 | 0.16667 | 0.91667 | 0.00000 | 36.0000 | 53.0000 | 0.27759 | 
 5 -> | 1994.48 | 0.14090 | 0.80772 | 0.03720 | 0.39572 | 1.18252 | 99.4911 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1998.00 | 0.33333 | 0.88889 | 0.00000 | 24.6667 | 96.3333 | 0.20824 | 
 1 -> | 1977.88 | 0.00000 | 1.00000 | 0.00000 | 1.62500 | 36.1250 | 0.00000 | 
 2 -> | 2002.84 | 0.15789 | 0.73684 | 0.05263 | 0.71053 | 1.60526 | 0.00000 | 
 3 -> | 2010.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1991.58 | 0.16667 | 0.91667 | 0.00000 | 36.0000 | 53.0000 | 0.00000 | 
 5 -> | 1994.25 | 0.14027 | 0.79736 | 0.03918 | 0.50661 | 1.30675 | 99.7918 | 
