Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.68 | 0.11197 | 0.90784 | 0.05441 | 1.61253 | 2.84401 | 38.3947 | 
 1 -> | 2007.07 | 0.15513 | 0.98091 | 0.47255 | 23.9857 | 81.5107 | 1.20243 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 0.25000 | 1.50000 | 17.2500 | 0.01148 | 
 3 -> | 2005.02 | 0.11090 | 0.96459 | 0.09413 | 2.32898 | 7.57036 | 3.07926 | 
 4 -> | 2009.76 | 0.10121 | 0.87471 | 0.02978 | 1.12175 | 0.57474 | 25.1507 | 
 5 -> | 1994.65 | 0.10601 | 0.92719 | 0.00821 | 2.39600 | 2.93040 | 32.1615 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.41 | 0.12125 | 0.89533 | 0.02176 | 1.06000 | 1.31506 | 29.9455 | 
 1 -> | 2007.07 | 0.15513 | 0.98091 | 0.47255 | 23.9857 | 81.5107 | 0.00000 | 
 2 -> | 2012.18 | 0.07143 | 1.00000 | 0.17857 | 2.60714 | 16.3571 | 0.08037 | 
 3 -> | 2009.65 | 0.13005 | 0.98223 | 0.34976 | 10.0137 | 28.5985 | 3.55339 | 
 4 -> | 2011.62 | 0.09818 | 0.88260 | 0.04973 | 1.18961 | 1.41401 | 36.1338 | 
 5 -> | 1992.70 | 0.10917 | 0.92987 | 0.01763 | 3.13789 | 5.35548 | 30.2870 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.73 | 0.11828 | 0.89172 | 0.01649 | 1.00011 | 1.01649 | 26.1108 | 
 1 -> | 2007.07 | 0.15513 | 0.98091 | 0.47255 | 23.9857 | 81.5107 | 0.00000 | 
 2 -> | 2009.88 | 0.13265 | 0.95238 | 0.08844 | 2.47279 | 11.9796 | 0.84386 | 
 3 -> | 2009.50 | 0.13084 | 1.00000 | 0.19159 | 6.76636 | 24.8879 | 0.61424 | 
 4 -> | 2011.92 | 0.10666 | 0.88028 | 0.05606 | 1.37658 | 1.87178 | 41.5241 | 
 5 -> | 1992.98 | 0.11729 | 0.93314 | 0.04123 | 3.56965 | 6.77322 | 30.9070 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.53 | 0.12775 | 0.88852 | 0.01705 | 0.95054 | 0.83064 | 25.5913 | 
 1 -> | 2007.07 | 0.15513 | 0.98091 | 0.47255 | 23.9857 | 81.5107 | 0.00000 | 
 2 -> | 2009.33 | 0.12589 | 0.91449 | 0.04038 | 2.16152 | 8.88836 | 1.20838 | 
 3 -> | 2009.83 | 0.08889 | 1.00000 | 0.15556 | 4.83111 | 18.9200 | 0.64581 | 
 4 -> | 2012.02 | 0.10557 | 0.87543 | 0.05346 | 1.29082 | 1.65658 | 40.4851 | 
 5 -> | 1993.39 | 0.11564 | 0.92679 | 0.05128 | 3.74403 | 7.25669 | 32.0695 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
