Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.04 | 0.05556 | 0.88889 | 0.00000 | 0.25000 | 1.44444 | 39.5604 | 
 1 -> | 1978.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.36630 | 
 2 -> | 2005.54 | 0.07692 | 0.76923 | 0.00000 | 0.15385 | 0.53846 | 4.76190 | 
 3 -> | 1993.56 | 0.22222 | 0.94444 | 0.00000 | 0.25000 | 0.58333 | 13.1868 | 
 4 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.36630 | 
 5 -> | 1991.76 | 0.05263 | 0.92982 | 0.00000 | 0.18421 | 0.77193 | 41.7582 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.16 | 0.08621 | 0.94828 | 0.00000 | 0.24138 | 1.58621 | 21.8045 | 
 1 -> | 1978.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2010.09 | 0.00000 | 0.80000 | 0.00000 | 0.14286 | 0.77143 | 13.1579 | 
 3 -> | 2000.10 | 0.19048 | 0.90476 | 0.00000 | 0.47619 | 0.80952 | 7.89474 | 
 4 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1991.62 | 0.10526 | 0.91447 | 0.00000 | 0.16447 | 1.11842 | 57.1429 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.28 | 0.00000 | 0.94444 | 0.00000 | 0.38889 | 1.30556 | 13.5849 | 
 1 -> | 1978.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2010.87 | 0.03333 | 0.90000 | 0.00000 | 0.20000 | 0.40000 | 11.3208 | 
 3 -> | 2001.93 | 0.57143 | 1.00000 | 0.00000 | 0.00000 | 0.78571 | 5.28302 | 
 4 -> | 2004.00 | 0.66667 | 1.00000 | 0.00000 | 0.33333 | 0.33333 | 1.13208 | 
 5 -> | 1991.73 | 0.09890 | 0.91758 | 0.00000 | 0.27473 | 1.07143 | 68.6792 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.53 | 0.00000 | 0.93750 | 0.06250 | 0.28125 | 1.09375 | 12.1212 | 
 1 -> | 1978.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2015.29 | 0.00000 | 0.85714 | 0.14286 | 0.00000 | 1.57143 | 2.65152 | 
 3 -> | 2004.78 | 0.11111 | 0.94444 | 0.00000 | 0.27778 | 0.66667 | 6.81818 | 
 4 -> | 2010.31 | 0.13793 | 0.93103 | 0.03448 | 0.20690 | 0.72414 | 10.9848 | 
 5 -> | 1992.86 | 0.15730 | 0.89888 | 0.00000 | 0.28090 | 1.05056 | 67.4242 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.50 | 0.00000 | 0.87500 | 0.09375 | 0.21875 | 2.03125 | 12.1673 | 
 1 -> | 1978.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
