Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.47 | 0.04441 | 0.90812 | 0.00306 | 0.23124 | 0.27259 | 8.78278 | 
 1 -> | 1988.25 | 0.00000 | 1.00000 | 0.00000 | 1.25000 | 0.00000 | 0.10760 | 
 2 -> | 1990.07 | 0.04564 | 0.93084 | 0.00830 | 0.38313 | 0.18119 | 9.72428 | 
 3 -> | 1990.20 | 0.04505 | 0.93694 | 0.00601 | 3.67267 | 0.80180 | 4.47882 | 
 4 -> | 1983.18 | 0.05328 | 0.91842 | 0.00155 | 2.26067 | 1.32390 | 60.8339 | 
 5 -> | 1996.89 | 0.08033 | 0.86192 | 0.00921 | 11.7105 | 2.54895 | 16.0726 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1995.09 | 0.06652 | 0.88841 | 0.01609 | 0.26717 | 0.56438 | 12.5471 | 
 1 -> | 1989.12 | 0.08527 | 0.95349 | 0.00775 | 0.06202 | 0.06202 | 1.73667 | 
 2 -> | 1989.48 | 0.05648 | 0.94060 | 0.00974 | 0.16845 | 0.32327 | 13.8261 | 
 3 -> | 1989.87 | 0.05617 | 0.92552 | 0.01221 | 2.13553 | 0.97558 | 11.0258 | 
 4 -> | 1982.13 | 0.06464 | 0.91737 | 0.00253 | 1.48229 | 0.94463 | 47.8998 | 
 5 -> | 1992.52 | 0.06957 | 0.88370 | 0.00935 | 20.7809 | 5.22741 | 12.9645 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1999.86 | 0.08005 | 0.84107 | 0.02088 | 1.17749 | 0.58817 | 11.6063 | 
 1 -> | 1992.00 | 0.00000 | 0.91667 | 0.08333 | 0.25000 | 0.08333 | 0.16157 | 
 2 -> | 1991.66 | 0.03788 | 0.81818 | 0.00000 | 0.00000 | 0.09091 | 1.77730 | 
 3 -> | 1990.33 | 0.05739 | 0.92888 | 0.01185 | 1.21085 | 0.76045 | 21.5834 | 
 4 -> | 1983.11 | 0.06367 | 0.91863 | 0.00688 | 1.26352 | 0.77335 | 54.7731 | 
 5 -> | 1986.56 | 0.06133 | 0.93067 | 0.00400 | 28.2480 | 5.36800 | 10.0983 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.07 | 0.10776 | 0.86063 | 0.03592 | 1.92816 | 1.02874 | 9.37248 | 
 1 -> | 1997.00 | 0.25000 | 0.75000 | 0.00000 | 0.00000 | 0.00000 | 0.05386 | 
 2 -> | 1995.65 | 0.00000 | 0.76471 | 0.05882 | 0.05882 | 0.00000 | 0.22893 | 
 3 -> | 1993.28 | 0.02434 | 0.83367 | 0.01014 | 1.71805 | 0.76268 | 6.63884 | 
 4 -> | 1985.03 | 0.05851 | 0.91902 | 0.01052 | 1.29397 | 0.78452 | 75.4915 | 
 5 -> | 1985.01 | 0.05902 | 0.88197 | 0.00820 | 28.7148 | 6.01803 | 8.21438 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.94 | 0.10386 | 0.85024 | 0.04831 | 2.30918 | 1.07246 | 5.57576 | 
 1 -> | 2000.50 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.02694 | 
 2 -> | 1998.92 | 0.15385 | 0.92308 | 0.15385 | 0.00000 | 0.15385 | 0.17508 | 
 3 -> | 1995.57 | 0.08785 | 0.82804 | 0.01869 | 1.68598 | 0.82430 | 7.20539 | 
 4 -> | 1985.51 | 0.05782 | 0.91283 | 0.01107 | 1.28295 | 0.85466 | 76.6330 | 
 5 -> | 1983.24 | 0.05318 | 0.89105 | 0.01427 | 24.8275 | 5.43061 | 10.3838 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.91 | 0.09222 | 0.82709 | 0.04323 | 2.81556 | 1.12968 | 4.67403 | 
 1 -> | 2003.15 | 0.15385 | 1.00000 | 0.00000 | 0.00000 | 0.07692 | 0.17511 | 
 2 -> | 2001.57 | 0.19608 | 0.82353 | 0.09804 | 0.35294 | 0.25490 | 0.68696 | 
 3 -> | 1996.99 | 0.09348 | 0.87252 | 0.01133 | 1.29462 | 0.72805 | 4.75485 | 
 4 -> | 1987.84 | 0.06145 | 0.90584 | 0.01569 | 0.89279 | 0.72458 | 60.9375 | 
 5 -> | 1980.88 | 0.05618 | 0.88764 | 0.00936 | 10.5356 | 2.86236 | 28.7716 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.64 | 0.07435 | 0.76952 | 0.02974 | 4.30855 | 1.12639 | 3.62387 | 
 1 -> | 2009.11 | 0.22222 | 0.88889 | 0.00000 | 0.44444 | 0.00000 | 0.12124 | 
 2 -> | 2003.53 | 0.04688 | 0.92188 | 0.04688 | 1.15625 | 0.59375 | 0.86219 | 
 3 -> | 2000.72 | 0.15541 | 0.93919 | 0.05405 | 2.25676 | 0.74324 | 1.99380 | 
 4 -> | 1995.68 | 0.07890 | 0.81468 | 0.01284 | 1.10459 | 0.73211 | 7.34204 | 
 5 -> | 1985.23 | 0.06512 | 0.89480 | 0.01816 | 4.11068 | 1.53006 | 86.0569 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.41 | 0.11468 | 0.73394 | 0.05046 | 7.99083 | 1.65138 | 2.93721 | 
 1 -> | 2010.25 | 0.06250 | 0.43750 | 0.06250 | 1.50000 | 0.06250 | 0.21558 | 
 2 -> | 2006.45 | 0.05172 | 0.87931 | 0.01724 | 0.37931 | 0.41379 | 0.78146 | 
