Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.05 | 0.10755 | 0.90411 | 0.05124 | 1.19017 | 2.75744 | 37.4146 | 
 1 -> | 2003.31 | 0.10598 | 0.91177 | 0.03517 | 2.62588 | 3.92851 | 62.5854 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.78 | 0.11056 | 0.89710 | 0.05149 | 1.52199 | 2.48916 | 37.0723 | 
 1 -> | 2002.79 | 0.10787 | 0.91083 | 0.03818 | 2.54187 | 4.21356 | 62.9277 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.64 | 0.10998 | 0.88953 | 0.05320 | 1.53123 | 2.12416 | 40.8955 | 
 1 -> | 2001.51 | 0.11184 | 0.91744 | 0.03807 | 2.57746 | 5.08664 | 59.1045 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.16 | 0.11513 | 0.88572 | 0.05743 | 1.41646 | 1.73820 | 53.8749 | 
 1 -> | 1998.06 | 0.11083 | 0.92570 | 0.03248 | 2.78955 | 5.86932 | 46.1251 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.69 | 0.11340 | 0.89055 | 0.06115 | 1.53730 | 1.80240 | 65.4822 | 
 1 -> | 1994.20 | 0.11957 | 0.92333 | 0.02386 | 3.04332 | 7.00906 | 34.5178 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.32 | 0.11677 | 0.89006 | 0.06068 | 1.61254 | 1.96370 | 68.8720 | 
 1 -> | 1992.85 | 0.12015 | 0.91489 | 0.02158 | 2.95445 | 7.00811 | 31.1280 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.19 | 0.11746 | 0.88946 | 0.06108 | 1.63165 | 2.05568 | 70.1062 | 
 1 -> | 1992.26 | 0.11848 | 0.91474 | 0.02237 | 2.90158 | 6.74950 | 29.8938 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.14 | 0.11966 | 0.88636 | 0.06141 | 1.61925 | 2.17782 | 70.6200 | 
 1 -> | 1992.02 | 0.12290 | 0.90934 | 0.02325 | 2.71073 | 6.03195 | 29.3800 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.13 | 0.12327 | 0.88261 | 0.06429 | 1.66371 | 2.32908 | 70.8065 | 
 1 -> | 1991.89 | 0.12457 | 0.90630 | 0.02409 | 2.68980 | 5.76541 | 29.1935 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.16 | 0.12427 | 0.88124 | 0.06203 | 1.66253 | 2.41733 | 71.3002 | 
 1 -> | 1991.68 | 0.12631 | 0.90199 | 0.03040 | 2.61596 | 5.54705 | 28.6998 | 
