Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1978.98 | 0.08112 | 0.88456 | 0.00312 | 0.03120 | 0.08424 | 4.35196 | 
 1 -> | 1975.23 | 0.06993 | 0.89510 | 0.00000 | 0.02448 | 0.10490 | 1.94175 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00679 | 
 3 -> | 1979.35 | 0.06722 | 0.87554 | 0.00347 | 0.70729 | 1.88291 | 15.6562 | 
 4 -> | 1980.07 | 0.05701 | 0.86154 | 0.00181 | 0.82986 | 2.59638 | 7.50221 | 
 5 -> | 1999.05 | 0.16112 | 0.82839 | 0.01039 | 0.57709 | 1.75284 | 70.5411 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1981.72 | 0.09214 | 0.85637 | 0.00542 | 0.04336 | 0.07182 | 5.01291 | 
 1 -> | 1975.43 | 0.09524 | 0.83333 | 0.00000 | 0.04762 | 0.14286 | 0.28529 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 1981.14 | 0.08856 | 0.85141 | 0.00475 | 0.42704 | 0.77177 | 22.8569 | 
 4 -> | 1979.98 | 0.07780 | 0.86938 | 0.00500 | 0.66096 | 1.58387 | 9.51637 | 
 5 -> | 2000.69 | 0.15595 | 0.82825 | 0.01515 | 0.66652 | 2.26537 | 62.3285 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1984.99 | 0.12264 | 0.84367 | 0.00943 | 0.04582 | 0.16307 | 5.04042 | 
 1 -> | 1976.09 | 0.06667 | 0.89524 | 0.00000 | 0.01905 | 0.11429 | 0.71327 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 1982.64 | 0.10777 | 0.84121 | 0.00772 | 0.37656 | 0.80363 | 27.2943 | 
 4 -> | 1980.50 | 0.10390 | 0.86305 | 0.00708 | 0.75797 | 1.43329 | 11.5074 | 
 5 -> | 2001.96 | 0.15878 | 0.83472 | 0.02365 | 0.77873 | 2.38054 | 55.4446 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.74 | 0.13810 | 0.83880 | 0.01236 | 0.14831 | 0.39011 | 12.6427 | 
 1 -> | 1979.48 | 0.06618 | 0.88971 | 0.01471 | 0.03676 | 0.02941 | 0.92391 | 
 2 -> | 1994.00 | 0.12903 | 0.76344 | 0.01075 | 0.00000 | 0.00000 | 0.63179 | 
 3 -> | 1981.38 | 0.10336 | 0.85903 | 0.01263 | 0.46942 | 0.94258 | 23.6617 | 
 4 -> | 1981.31 | 0.10352 | 0.85528 | 0.00804 | 0.47638 | 1.41256 | 13.5190 | 
 5 -> | 2003.55 | 0.16250 | 0.83708 | 0.02878 | 0.78888 | 2.33562 | 48.6209 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.41 | 0.16391 | 0.79893 | 0.01388 | 0.40887 | 0.86923 | 15.1709 | 
 1 -> | 1985.00 | 0.22222 | 1.00000 | 0.16667 | 0.00000 | 0.00000 | 0.12229 | 
 2 -> | 1994.79 | 0.14036 | 0.82193 | 0.01746 | 0.27723 | 0.43296 | 9.72892 | 
 3 -> | 1980.84 | 0.09082 | 0.87813 | 0.01437 | 0.37396 | 0.76599 | 14.6613 | 
 4 -> | 1981.15 | 0.10012 | 0.86336 | 0.01735 | 0.58460 | 1.36366 | 22.3249 | 
 5 -> | 2006.09 | 0.17078 | 0.83995 | 0.03398 | 0.76270 | 2.51037 | 37.9917 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
