Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.61 | 0.11418 | 0.88963 | 0.03711 | 1.79258 | 0.67840 | 16.0507 | 
 1 -> | 2010.10 | 0.12500 | 0.92500 | 0.05000 | 26.9250 | 7.47500 | 0.61087 | 
 2 -> | 1994.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.01527 | 
 3 -> | 2010.75 | 0.06818 | 0.90220 | 0.06612 | 1.68939 | 1.32576 | 22.1747 | 
 4 -> | 2008.59 | 0.09453 | 0.92131 | 0.06958 | 2.02015 | 6.21113 | 31.8265 | 
 5 -> | 1989.66 | 0.04948 | 0.93698 | 0.00260 | 2.29427 | 3.21354 | 29.3219 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.21 | 0.09462 | 0.88745 | 0.04205 | 1.33890 | 0.91218 | 24.7210 | 
 1 -> | 2013.20 | 0.10000 | 0.80000 | 0.00000 | 31.0000 | 0.30000 | 0.15288 | 
 2 -> | 1994.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2012.49 | 0.10230 | 0.89353 | 0.05428 | 1.59916 | 0.61795 | 14.6461 | 
 4 -> | 2007.40 | 0.08559 | 0.92743 | 0.07758 | 2.61512 | 5.53303 | 30.5458 | 
 5 -> | 1989.89 | 0.05312 | 0.92237 | 0.00766 | 2.61747 | 4.68488 | 29.9343 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.02 | 0.10127 | 0.90506 | 0.04917 | 1.29844 | 1.07205 | 31.4067 | 
 1 -> | 2012.50 | 0.00000 | 1.00000 | 0.00000 | 18.0000 | 0.00000 | 0.03058 | 
 2 -> | 1994.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2014.65 | 0.08230 | 0.86831 | 0.04938 | 0.90947 | 0.23045 | 3.71560 | 
 4 -> | 2008.89 | 0.09858 | 0.90986 | 0.06927 | 2.60213 | 4.42762 | 34.4343 | 
 5 -> | 1990.44 | 0.05933 | 0.90950 | 0.01508 | 2.57919 | 5.52388 | 30.4128 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.55 | 0.09610 | 0.90705 | 0.06105 | 1.39189 | 1.55416 | 38.8286 | 
 1 -> | 2013.54 | 0.10811 | 0.86486 | 0.08108 | 14.4865 | 3.70270 | 0.56584 | 
 2 -> | 1994.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2015.10 | 0.16667 | 0.83333 | 0.06250 | 0.29167 | 0.04167 | 0.73406 | 
 4 -> | 2010.55 | 0.09644 | 0.89273 | 0.05467 | 2.67045 | 3.97576 | 29.6529 | 
 5 -> | 1990.49 | 0.06326 | 0.91549 | 0.01822 | 2.56073 | 6.32591 | 30.2187 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.11 | 0.10401 | 0.89718 | 0.06034 | 1.36880 | 1.98769 | 38.5286 | 
 1 -> | 2010.85 | 0.11200 | 0.89600 | 0.04800 | 13.4160 | 7.92000 | 1.91190 | 
 2 -> | 1994.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.81 | 0.10270 | 0.88108 | 0.07027 | 0.56216 | 0.38378 | 2.82961 | 
 4 -> | 2010.81 | 0.09447 | 0.87961 | 0.06452 | 2.20161 | 3.46717 | 26.5525 | 
 5 -> | 1990.48 | 0.06690 | 0.92195 | 0.02433 | 2.95945 | 6.77141 | 30.1774 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.36 | 0.10678 | 0.89658 | 0.07119 | 1.37759 | 1.77393 | 31.8036 | 
 1 -> | 2010.67 | 0.07727 | 0.92273 | 0.08636 | 10.5364 | 15.9455 | 3.36546 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.01530 | 
 3 -> | 2014.23 | 0.10394 | 0.84588 | 0.03047 | 1.01792 | 0.60753 | 8.53603 | 
 4 -> | 2010.64 | 0.11635 | 0.89618 | 0.06384 | 2.30131 | 3.23210 | 25.6387 | 
 5 -> | 1990.78 | 0.08038 | 0.92861 | 0.02996 | 2.89666 | 7.59361 | 30.6410 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.89 | 0.10903 | 0.90516 | 0.08194 | 1.47097 | 1.62258 | 23.7148 | 
 1 -> | 2010.18 | 0.11050 | 0.86188 | 0.06077 | 7.90055 | 17.1823 | 2.76928 | 
 2 -> | 2005.28 | 0.11881 | 0.91089 | 0.09901 | 0.39604 | 0.22772 | 1.54529 | 
 3 -> | 2014.04 | 0.12355 | 0.86213 | 0.03850 | 1.33214 | 1.24351 | 17.0900 | 
 4 -> | 2010.56 | 0.11720 | 0.90446 | 0.06178 | 2.04713 | 2.77962 | 24.0208 | 
 5 -> | 1990.93 | 0.08428 | 0.93307 | 0.03272 | 2.89737 | 7.57957 | 30.8599 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.78 | 0.10599 | 0.92268 | 0.09383 | 1.41616 | 1.60035 | 17.6129 | 
 1 -> | 2007.91 | 0.07143 | 0.85714 | 0.05357 | 8.45536 | 16.5000 | 1.71385 | 
 2 -> | 2005.64 | 0.08621 | 0.91379 | 0.05747 | 0.49425 | 0.50575 | 2.66259 | 
 3 -> | 2013.57 | 0.12668 | 0.85791 | 0.04021 | 1.74799 | 2.14276 | 22.8309 | 
 4 -> | 2010.41 | 0.12098 | 0.89125 | 0.06564 | 2.29601 | 2.52188 | 23.7796 | 
 5 -> | 1990.90 | 0.08821 | 0.93519 | 0.03411 | 2.61111 | 6.74366 | 31.4002 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.38 | 0.13292 | 0.90229 | 0.08363 | 1.35475 | 1.59683 | 17.3860 | 
 1 -> | 2005.59 | 0.06250 | 0.96875 | 0.14063 | 7.76563 | 14.3438 | 0.97949 | 
 2 -> | 2005.77 | 0.08609 | 0.92715 | 0.06623 | 0.44371 | 0.30464 | 2.31099 | 
 3 -> | 2013.24 | 0.12292 | 0.85275 | 0.03841 | 1.81754 | 3.00512 | 23.9057 | 
 4 -> | 2010.58 | 0.12715 | 0.88698 | 0.06511 | 2.06880 | 2.68612 | 24.9158 | 
 5 -> | 1990.84 | 0.09734 | 0.92875 | 0.03011 | 2.70045 | 6.50176 | 30.5020 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.22 | 0.12857 | 0.90095 | 0.08952 | 1.28857 | 1.41524 | 16.0722 | 
 1 -> | 2005.85 | 0.20755 | 0.92453 | 0.09434 | 6.69811 | 12.5660 | 0.81127 | 
 2 -> | 2005.81 | 0.12102 | 0.92357 | 0.07643 | 0.49045 | 0.64968 | 2.40318 | 
 3 -> | 2013.00 | 0.14295 | 0.85087 | 0.05260 | 1.96163 | 3.04270 | 24.7360 | 
 4 -> | 2010.55 | 0.13122 | 0.87058 | 0.05572 | 1.97244 | 2.61953 | 25.5472 | 
 5 -> | 1990.75 | 0.10815 | 0.92203 | 0.03672 | 2.43763 | 6.93813 | 30.4301 | 
