Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 1.58730 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 1.58730 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 1.58730 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 1.58730 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 1.58730 | 
 5 -> | 1996.21 | 0.00000 | 0.81034 | 0.01724 | 10.1034 | 6.75862 | 92.0635 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 0.00000 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 0.00000 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1999.16 | 0.00000 | 0.75000 | 0.01786 | 3.87500 | 3.57143 | 100.000 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 0.00000 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 0.00000 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1997.51 | 0.00000 | 0.80000 | 0.00000 | 4.00000 | 3.12727 | 100.000 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 0.00000 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 0.00000 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1997.11 | 0.00000 | 0.81481 | 0.00000 | 7.35185 | 4.27778 | 100.000 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 0.00000 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 0.00000 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1997.25 | 0.00000 | 0.92453 | 0.00000 | 3.88679 | 2.28302 | 100.000 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1383.00 | 7366.00 | 0.00000 | 
 1 -> | 1999.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 3 -> | 2001.00 | 1.00000 | 1.00000 | 1.00000 | 1382.00 | 7365.00 | 0.00000 | 
