Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1994.27 | 0.10944 | 0.14217 | 0.06599 | 2.94582 | 2.84710 | 31.7223 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.01702 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 1.00000 | 18.0000 | 100.000 | 0.01702 | 
 3 -> | 1993.51 | 0.28889 | 0.26667 | 0.04444 | 2.24444 | 2.06667 | 0.76583 | 
 4 -> | 1993.33 | 0.09903 | 0.10628 | 0.12560 | 13.1957 | 26.6594 | 7.04561 | 
 5 -> | 2011.56 | 0.13743 | 0.16193 | 0.09434 | 3.20304 | 5.14925 | 60.4323 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.80 | 0.20912 | 0.26808 | 0.11680 | 4.02892 | 3.97330 | 15.3152 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 1.00000 | 18.0000 | 100.000 | 0.00000 | 
 3 -> | 1989.80 | 0.25000 | 0.26096 | 0.09430 | 3.88377 | 3.81798 | 7.76831 | 
 4 -> | 1989.26 | 0.23123 | 0.21922 | 0.19520 | 13.8438 | 29.6937 | 5.67291 | 
 5 -> | 2010.64 | 0.22071 | 0.25945 | 0.16738 | 5.43281 | 9.91081 | 71.2436 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.51 | 0.35345 | 0.37787 | 0.21408 | 5.89224 | 6.35920 | 11.8569 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 1.00000 | 18.0000 | 100.000 | 0.00000 | 
 3 -> | 1989.89 | 0.31343 | 0.37811 | 0.20647 | 5.85821 | 5.81592 | 6.84838 | 
 4 -> | 1988.38 | 0.36196 | 0.35583 | 0.27914 | 16.3221 | 23.6104 | 5.55366 | 
 5 -> | 2009.82 | 0.35110 | 0.38641 | 0.26316 | 9.00315 | 16.8608 | 75.7411 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.34 | 0.41577 | 0.49642 | 0.35305 | 7.20072 | 7.09319 | 9.50596 | 
 1 -> | 2005.79 | 0.21429 | 0.57143 | 0.21429 | 2.00000 | 0.85714 | 0.23850 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 1.00000 | 18.0000 | 100.000 | 0.00000 | 
 3 -> | 1990.24 | 0.44706 | 0.40784 | 0.27843 | 6.87059 | 6.04314 | 4.34412 | 
 4 -> | 1988.46 | 0.47561 | 0.44878 | 0.42195 | 18.3561 | 18.6707 | 6.98467 | 
 5 -> | 2009.00 | 0.43859 | 0.46665 | 0.38938 | 13.3771 | 25.6128 | 78.9267 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.76 | 0.50453 | 0.50151 | 0.42296 | 7.69486 | 9.09063 | 5.63884 | 
 1 -> | 2008.78 | 0.43869 | 0.52044 | 0.44142 | 7.50409 | 3.90191 | 6.25213 | 
 2 -> | 2004.00 | 0.00000 | 1.00000 | 1.00000 | 18.0000 | 100.000 | 0.00000 | 
 3 -> | 1998.85 | 0.47581 | 0.49194 | 0.47177 | 7.00806 | 4.81452 | 4.22487 | 
 4 -> | 1988.72 | 0.50591 | 0.50827 | 0.46809 | 21.4137 | 14.9149 | 7.20613 | 
 5 -> | 2007.56 | 0.49678 | 0.49456 | 0.48345 | 19.7432 | 40.2044 | 76.6780 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.18 | 0.50622 | 0.50622 | 0.51867 | 6.67220 | 14.8050 | 4.10562 | 
