Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.53 | 0.16854 | 0.84270 | 0.02247 | 0.04494 | 0.05618 | 2.05211 | 
 1 -> | 2014.71 | 0.05882 | 0.82353 | 0.00000 | 0.35294 | 0.11765 | 0.39198 | 
 2 -> | 2014.35 | 0.14451 | 0.81214 | 0.00578 | 0.17630 | 0.58960 | 7.97786 | 
 3 -> | 2004.00 | 0.25000 | 0.93750 | 0.12500 | 0.00000 | 0.06250 | 0.36892 | 
 4 -> | 1996.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.02306 | 
 5 -> | 1991.20 | 0.09230 | 0.82316 | 0.00853 | 0.61272 | 1.34126 | 89.1861 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.80 | 0.17318 | 0.84916 | 0.02235 | 0.05587 | 0.30168 | 4.13395 | 
 1 -> | 2014.22 | 0.16667 | 0.61111 | 0.05556 | 0.00000 | 0.11111 | 0.41570 | 
 2 -> | 2013.09 | 0.17324 | 0.81647 | 0.01715 | 0.61750 | 1.22470 | 13.4642 | 
 3 -> | 2006.05 | 0.20859 | 0.93865 | 0.03067 | 0.63190 | 1.08589 | 3.76443 | 
 4 -> | 2002.90 | 0.21986 | 0.82270 | 0.05674 | 0.25532 | 0.62411 | 3.25635 | 
 5 -> | 1987.69 | 0.08195 | 0.81731 | 0.01417 | 0.52711 | 1.15373 | 74.9654 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.81 | 0.21121 | 0.84483 | 0.03017 | 0.07328 | 0.12500 | 5.35921 | 
 1 -> | 2015.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 0.02310 | 
 2 -> | 2014.05 | 0.15052 | 0.81031 | 0.02474 | 0.37320 | 0.97938 | 11.2035 | 
 3 -> | 2009.10 | 0.18110 | 0.88976 | 0.01575 | 1.46457 | 3.81890 | 2.93370 | 
 4 -> | 2001.68 | 0.14032 | 0.82419 | 0.03226 | 0.34032 | 0.77903 | 14.3220 | 
 5 -> | 1986.08 | 0.07786 | 0.82263 | 0.01397 | 0.49057 | 1.14595 | 66.1585 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.97 | 0.21595 | 0.87043 | 0.04651 | 0.28239 | 0.23588 | 6.95471 | 
 1 -> | 2013.17 | 0.16667 | 0.66667 | 0.00000 | 0.00000 | 0.00000 | 0.13863 | 
 2 -> | 2014.29 | 0.13508 | 0.83442 | 0.02397 | 0.18954 | 0.33115 | 10.6054 | 
 3 -> | 2011.23 | 0.16346 | 0.79808 | 0.00962 | 1.38462 | 5.28846 | 2.40296 | 
 4 -> | 2001.08 | 0.13456 | 0.81040 | 0.03364 | 0.58104 | 1.20031 | 15.1109 | 
 5 -> | 1985.72 | 0.07810 | 0.81883 | 0.01676 | 0.40763 | 1.04636 | 64.7874 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.35 | 0.23433 | 0.89918 | 0.04905 | 0.31335 | 0.34332 | 8.48163 | 
 1 -> | 2009.67 | 0.22222 | 0.83333 | 0.05556 | 0.00000 | 0.00000 | 0.41599 | 
 2 -> | 2014.15 | 0.13882 | 0.83805 | 0.03085 | 0.22365 | 0.15167 | 8.99006 | 
