Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.39 | 0.07321 | 0.93089 | 0.05680 | 1.98835 | 2.92219 | 100.000 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.50 | 0.08095 | 0.93399 | 0.05681 | 2.06404 | 3.06732 | 100.000 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.50 | 0.08556 | 0.92840 | 0.06290 | 2.01363 | 2.91263 | 100.000 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.30 | 0.08821 | 0.92477 | 0.06176 | 2.30240 | 2.93380 | 100.000 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.31 | 0.08559 | 0.92114 | 0.06177 | 2.23246 | 2.88007 | 100.000 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.42 | 0.08873 | 0.91899 | 0.06063 | 2.14887 | 2.78179 | 100.000 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.32 | 0.09006 | 0.92128 | 0.06771 | 2.15661 | 2.89466 | 100.000 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.14 | 0.09467 | 0.91683 | 0.06607 | 2.08366 | 2.89645 | 100.000 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.03 | 0.10077 | 0.91353 | 0.07924 | 2.11327 | 2.89495 | 100.000 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.82 | 0.10293 | 0.91006 | 0.08632 | 2.17790 | 2.78905 | 100.000 | 
