Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.08 | 0.05846 | 0.89303 | 0.05224 | 0.92786 | 0.57711 | 22.8799 | 
 1 -> | 2014.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 8.00000 | 0.05692 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.02846 | 
 3 -> | 2001.32 | 0.04396 | 0.91393 | 0.04396 | 2.24825 | 3.98966 | 77.0347 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.24 | 0.05999 | 0.88412 | 0.05862 | 1.42604 | 0.72938 | 41.8068 | 
 1 -> | 2012.78 | 0.06107 | 0.80916 | 0.03817 | 3.47328 | 10.2290 | 3.73326 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1997.11 | 0.04605 | 0.93668 | 0.03768 | 2.35740 | 4.43328 | 54.4600 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.45 | 0.05767 | 0.90422 | 0.06076 | 1.36921 | 0.82595 | 55.3592 | 
 1 -> | 2011.99 | 0.06573 | 0.86854 | 0.07042 | 5.29108 | 11.9061 | 6.07184 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1992.64 | 0.04730 | 0.93644 | 0.03252 | 2.36585 | 4.56837 | 38.5690 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.15 | 0.07047 | 0.90373 | 0.06034 | 1.35375 | 0.87379 | 61.9048 | 
 1 -> | 2011.23 | 0.06612 | 0.90496 | 0.08264 | 5.80165 | 14.6446 | 6.90048 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1989.45 | 0.04479 | 0.93327 | 0.02559 | 2.06856 | 4.08592 | 31.1948 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.19 | 0.08428 | 0.89841 | 0.05695 | 1.36173 | 0.95809 | 62.6070 | 
 1 -> | 2010.26 | 0.05837 | 0.92607 | 0.07782 | 5.59922 | 18.8210 | 7.33029 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1988.97 | 0.04839 | 0.93928 | 0.02087 | 1.87476 | 3.01518 | 30.0627 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.15 | 0.08040 | 0.89982 | 0.05712 | 1.41784 | 1.10589 | 64.9358 | 
 1 -> | 2010.49 | 0.09231 | 0.87179 | 0.06667 | 6.42051 | 21.2513 | 5.56348 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1988.93 | 0.04352 | 0.93617 | 0.02901 | 2.01354 | 3.46518 | 29.5007 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.06 | 0.07883 | 0.89678 | 0.06402 | 1.42552 | 1.16638 | 65.5251 | 
 1 -> | 2010.58 | 0.05682 | 0.90341 | 0.07386 | 6.34659 | 21.8977 | 5.02283 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1989.03 | 0.04942 | 0.94477 | 0.03779 | 2.11143 | 3.83430 | 29.4521 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.98 | 0.08430 | 0.89161 | 0.06151 | 1.39785 | 1.22624 | 66.3717 | 
 1 -> | 2010.34 | 0.06471 | 0.91176 | 0.06471 | 7.00000 | 23.7000 | 4.85298 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1989.03 | 0.03968 | 0.92956 | 0.03671 | 2.10913 | 3.59028 | 28.7753 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.99 | 0.07892 | 0.90230 | 0.05631 | 1.42491 | 1.28029 | 66.9332 | 
 1 -> | 2010.30 | 0.11842 | 0.92763 | 0.05263 | 7.02632 | 26.0789 | 4.34038 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1989.10 | 0.03678 | 0.92247 | 0.04076 | 2.02982 | 4.00199 | 28.7264 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.05 | 0.09245 | 0.89440 | 0.06192 | 1.47625 | 1.40925 | 67.3522 | 
 1 -> | 2010.62 | 0.06612 | 0.89256 | 0.04959 | 7.30579 | 26.7273 | 3.45616 | 
 2 -> | 1988.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 3 -> | 1989.12 | 0.04305 | 0.92074 | 0.04110 | 2.09002 | 4.36595 | 29.1917 | 
