Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.69 | 0.09324 | 0.93054 | 0.00559 | 2.64855 | 3.65521 | 24.1290 | 
 1 -> | 2001.30 | 0.19810 | 0.94095 | 0.01619 | 1.91238 | 6.09238 | 3.01326 | 
 2 -> | 2001.64 | 0.00000 | 0.63636 | 0.00000 | 5.18182 | 4.45455 | 0.03157 | 
 3 -> | 2002.51 | 0.17694 | 0.91957 | 0.02413 | 1.15282 | 4.39946 | 1.07042 | 
 4 -> | 2003.28 | 0.13964 | 0.92071 | 0.01183 | 0.56331 | 2.62130 | 2.42496 | 
 5 -> | 2011.35 | 0.10456 | 0.90037 | 0.05385 | 1.94652 | 3.34128 | 69.3308 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.39 | 0.08009 | 0.91740 | 0.00869 | 2.29122 | 1.87618 | 19.4948 | 
 1 -> | 1992.89 | 0.14452 | 0.95571 | 0.00932 | 2.42657 | 11.1049 | 1.23134 | 
 2 -> | 1995.12 | 0.02804 | 0.94626 | 0.03037 | 18.9509 | 11.1799 | 1.22847 | 
 3 -> | 1996.72 | 0.23355 | 0.95888 | 0.05592 | 6.50822 | 28.7632 | 1.74512 | 
 4 -> | 1999.17 | 0.19337 | 0.94376 | 0.02773 | 1.83513 | 3.86364 | 3.72560 | 
 5 -> | 2011.06 | 0.11125 | 0.89911 | 0.05224 | 1.62345 | 2.96682 | 72.5746 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.16 | 0.07152 | 0.90697 | 0.01291 | 1.88152 | 0.90733 | 16.0132 | 
 1 -> | 1988.92 | 0.10408 | 0.96327 | 0.01429 | 1.78776 | 3.40612 | 1.40643 | 
 2 -> | 1989.61 | 0.01835 | 0.96330 | 0.02294 | 26.4220 | 1.88991 | 0.62572 | 
 3 -> | 1985.22 | 0.01685 | 0.97191 | 0.02809 | 10.0562 | 29.2303 | 0.51091 | 
 4 -> | 1996.24 | 0.16865 | 0.94316 | 0.02192 | 3.65639 | 7.74480 | 7.72675 | 
 5 -> | 2010.88 | 0.11338 | 0.89806 | 0.05408 | 1.64533 | 3.21695 | 73.7170 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.30 | 0.06871 | 0.89220 | 0.01933 | 1.61946 | 0.95041 | 13.6596 | 
 1 -> | 1987.99 | 0.12530 | 0.93775 | 0.01617 | 2.12530 | 0.37187 | 3.55052 | 
 2 -> | 1988.37 | 0.00840 | 0.94958 | 0.07563 | 19.8908 | 0.70588 | 0.34156 | 
 3 -> | 1981.33 | 0.00000 | 0.66667 | 0.00000 | 3.00000 | 19.2778 | 0.05166 | 
 4 -> | 1993.13 | 0.12920 | 0.95127 | 0.02805 | 5.19195 | 7.73459 | 7.77555 | 
 5 -> | 2010.74 | 0.11674 | 0.89565 | 0.05766 | 1.69598 | 3.39818 | 74.6211 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.98 | 0.07713 | 0.88522 | 0.02672 | 1.49858 | 1.09838 | 14.1791 | 
 1 -> | 1984.60 | 0.12766 | 0.82447 | 0.00532 | 0.70213 | 0.12766 | 0.53961 | 
 2 -> | 1991.67 | 0.00000 | 0.97794 | 0.08088 | 15.9412 | 0.17647 | 0.39036 | 
 3 -> | 1984.12 | 0.00000 | 0.97170 | 0.00000 | 1.18868 | 13.5660 | 0.30425 | 
 4 -> | 1990.95 | 0.12716 | 0.94255 | 0.02538 | 4.49637 | 4.85248 | 10.2928 | 
 5 -> | 2010.71 | 0.11818 | 0.89314 | 0.06178 | 1.66810 | 3.26611 | 74.2939 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.14 | 0.08818 | 0.88309 | 0.03337 | 1.34674 | 0.93392 | 12.9879 | 
 1 -> | 1982.59 | 0.09873 | 0.85350 | 0.01274 | 0.59554 | 0.26433 | 0.90126 | 
 2 -> | 1992.92 | 0.03814 | 0.98305 | 0.10169 | 13.5042 | 1.02119 | 0.67738 | 
 3 -> | 1983.14 | 0.03077 | 0.95897 | 0.01026 | 1.73077 | 9.81282 | 1.11940 | 
 4 -> | 1990.56 | 0.12751 | 0.93121 | 0.02719 | 4.47471 | 4.65063 | 10.5568 | 
 5 -> | 2010.73 | 0.12383 | 0.89092 | 0.06491 | 1.66187 | 3.24750 | 73.7572 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1993.01 | 0.10049 | 0.88649 | 0.03582 | 1.23098 | 0.91277 | 12.3393 | 
 1 -> | 1985.39 | 0.08043 | 0.82842 | 0.03217 | 0.72922 | 0.24129 | 1.07061 | 
 2 -> | 1993.51 | 0.04101 | 0.91798 | 0.08833 | 12.1640 | 1.41325 | 0.90987 | 
 3 -> | 1981.55 | 0.04048 | 0.89205 | 0.02999 | 1.53373 | 5.59370 | 1.91447 | 
 4 -> | 1990.57 | 0.13886 | 0.91900 | 0.03149 | 4.25215 | 4.65581 | 10.6659 | 
 5 -> | 2010.81 | 0.12490 | 0.88817 | 0.06710 | 1.68894 | 3.27179 | 73.0999 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
