Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.92 | 0.10562 | 0.89700 | 0.04545 | 1.54309 | 2.56739 | 62.5825 | 
 1 -> | 1995.51 | 0.10516 | 0.93127 | 0.03137 | 2.87689 | 4.56071 | 37.4175 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.49 | 0.10396 | 0.89738 | 0.05361 | 1.37849 | 2.05942 | 68.6912 | 
 1 -> | 1992.98 | 0.10992 | 0.93326 | 0.02622 | 3.57041 | 6.53328 | 31.3088 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.27 | 0.10705 | 0.89919 | 0.05200 | 1.29256 | 1.86095 | 69.8737 | 
 1 -> | 1992.53 | 0.10842 | 0.92559 | 0.03249 | 3.62033 | 6.91168 | 30.1263 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.18 | 0.10899 | 0.89224 | 0.05224 | 1.24794 | 1.82039 | 70.1062 | 
 1 -> | 1992.29 | 0.10869 | 0.91512 | 0.03754 | 3.36371 | 6.94815 | 29.8938 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.10 | 0.10850 | 0.89158 | 0.05419 | 1.28015 | 1.82441 | 70.5511 | 
 1 -> | 1992.14 | 0.10653 | 0.91101 | 0.04016 | 3.34688 | 6.81170 | 29.4489 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.11 | 0.11243 | 0.89145 | 0.06052 | 1.31510 | 1.89666 | 70.9960 | 
 1 -> | 1992.11 | 0.10648 | 0.91024 | 0.04750 | 3.29847 | 7.03345 | 29.0040 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.10 | 0.11609 | 0.88851 | 0.06094 | 1.31222 | 1.92599 | 70.4650 | 
 1 -> | 1992.03 | 0.11370 | 0.91069 | 0.05306 | 3.24208 | 6.76569 | 29.5350 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.09 | 0.11703 | 0.88481 | 0.06200 | 1.31438 | 1.92608 | 70.3186 | 
 1 -> | 1991.90 | 0.11595 | 0.90697 | 0.05299 | 3.13306 | 6.34126 | 29.6814 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.08 | 0.11808 | 0.88196 | 0.06732 | 1.34271 | 2.03657 | 70.3932 | 
 1 -> | 1991.70 | 0.11585 | 0.89956 | 0.04789 | 2.98051 | 5.92273 | 29.6068 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.09 | 0.11785 | 0.88228 | 0.07474 | 1.44191 | 2.18883 | 70.3157 | 
 1 -> | 1991.59 | 0.11971 | 0.89567 | 0.04477 | 2.79182 | 6.02417 | 29.6843 | 
