Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1988.51 | 0.05707 | 0.92933 | 0.00406 | 1.98721 | 3.54041 | 14.1324 | 
 1 -> | 2008.60 | 0.10973 | 0.90461 | 0.04536 | 2.13006 | 3.26131 | 85.8676 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.65 | 0.09084 | 0.92288 | 0.00934 | 2.09787 | 3.61741 | 24.8995 | 
 1 -> | 2010.69 | 0.11164 | 0.89788 | 0.05377 | 2.06532 | 3.22068 | 75.1005 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.46 | 0.10063 | 0.91916 | 0.01479 | 2.18338 | 3.75683 | 26.9834 | 
 1 -> | 2010.99 | 0.10901 | 0.89673 | 0.05782 | 2.05236 | 3.06010 | 73.0166 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.96 | 0.10696 | 0.91171 | 0.01748 | 2.34780 | 4.05303 | 28.9007 | 
 1 -> | 2011.18 | 0.11138 | 0.89738 | 0.06060 | 1.98801 | 3.09632 | 71.0993 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.97 | 0.10522 | 0.91007 | 0.02283 | 2.40699 | 5.12279 | 28.9150 | 
 1 -> | 2011.20 | 0.11023 | 0.89066 | 0.06440 | 1.87063 | 2.93568 | 71.0850 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.07 | 0.11194 | 0.91078 | 0.02736 | 2.62832 | 5.79372 | 29.6929 | 
 1 -> | 2011.23 | 0.11696 | 0.88777 | 0.06699 | 1.80588 | 2.64968 | 70.3071 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.00 | 0.11118 | 0.90906 | 0.02992 | 2.72612 | 5.98338 | 29.3542 | 
 1 -> | 2011.14 | 0.11835 | 0.88291 | 0.07159 | 1.72766 | 2.49584 | 70.6458 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.01 | 0.12174 | 0.89929 | 0.03413 | 2.88589 | 6.39513 | 29.3542 | 
 1 -> | 2011.11 | 0.12124 | 0.88096 | 0.07654 | 1.68297 | 2.42717 | 70.6458 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.06 | 0.11978 | 0.89825 | 0.03925 | 2.85563 | 6.72804 | 29.7618 | 
 1 -> | 2011.07 | 0.12374 | 0.87728 | 0.07732 | 1.68207 | 2.29692 | 70.2382 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.00 | 0.12125 | 0.89404 | 0.03946 | 2.74976 | 7.10348 | 30.0402 | 
 1 -> | 2011.04 | 0.12472 | 0.87729 | 0.07968 | 1.68643 | 2.16247 | 69.9598 | 
