Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1995.47 | 0.10784 | 0.93467 | 0.02266 | 2.01108 | 3.83096 | 17.3526 | 
 1 -> | 2008.01 | 0.10672 | 0.90471 | 0.04389 | 2.04997 | 3.20229 | 82.6474 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.18 | 0.10218 | 0.93634 | 0.01860 | 2.18886 | 3.99657 | 25.9271 | 
 1 -> | 2010.60 | 0.11214 | 0.90014 | 0.05309 | 1.99574 | 3.10819 | 74.0729 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.83 | 0.11540 | 0.93252 | 0.01692 | 2.08356 | 3.60059 | 27.1355 | 
 1 -> | 2011.10 | 0.11321 | 0.89699 | 0.05999 | 1.99452 | 3.07177 | 72.8645 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.85 | 0.11921 | 0.93422 | 0.02316 | 1.99104 | 3.28938 | 27.8817 | 
 1 -> | 2011.14 | 0.11689 | 0.89764 | 0.05978 | 2.00020 | 3.18678 | 72.1183 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.80 | 0.11359 | 0.93100 | 0.02441 | 1.96251 | 2.99794 | 27.8703 | 
 1 -> | 2011.15 | 0.11942 | 0.89530 | 0.06419 | 2.03637 | 3.18790 | 72.1297 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.88 | 0.11612 | 0.92572 | 0.02824 | 2.04256 | 3.14723 | 28.0540 | 
 1 -> | 2011.10 | 0.11789 | 0.89280 | 0.06734 | 2.02785 | 3.25888 | 71.9460 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.83 | 0.11696 | 0.92346 | 0.03432 | 1.98579 | 3.13687 | 28.6883 | 
 1 -> | 2011.10 | 0.11898 | 0.88827 | 0.07116 | 2.01300 | 3.22286 | 71.3117 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.85 | 0.12278 | 0.92034 | 0.03673 | 2.04362 | 3.36085 | 28.7543 | 
 1 -> | 2011.16 | 0.11985 | 0.88494 | 0.07594 | 1.99315 | 3.23604 | 71.2457 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.75 | 0.12117 | 0.91799 | 0.03926 | 1.98668 | 3.20080 | 28.8749 | 
 1 -> | 2011.17 | 0.12163 | 0.87950 | 0.08156 | 2.00888 | 3.30355 | 71.1251 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.72 | 0.11931 | 0.91690 | 0.04185 | 1.93381 | 3.30560 | 29.0126 | 
 1 -> | 2011.20 | 0.11980 | 0.87603 | 0.08123 | 1.91315 | 3.21377 | 70.9874 | 
