Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.41 | 0.10586 | 0.87393 | 0.05173 | 1.92086 | 3.54197 | 8.37710 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 2 -> | 2008.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 3 -> | 2013.44 | 0.10829 | 0.87378 | 0.04661 | 1.28582 | 0.18722 | 29.9211 | 
 4 -> | 2010.00 | 0.13235 | 0.91869 | 0.05190 | 1.23702 | 0.00000 | 3.31755 | 
 5 -> | 2000.44 | 0.10643 | 0.92592 | 0.03446 | 2.57222 | 5.17692 | 58.3785 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.31 | 0.11151 | 0.86673 | 0.05003 | 4.02019 | 8.13552 | 12.7935 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2008.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 8.00000 | 0.00574 | 
 3 -> | 2014.71 | 0.11777 | 0.87206 | 0.05082 | 1.03417 | 0.27270 | 16.3787 | 
 4 -> | 2010.27 | 0.10291 | 0.90477 | 0.05976 | 1.02921 | 0.49911 | 32.1316 | 
 5 -> | 1995.87 | 0.11536 | 0.92025 | 0.03027 | 2.90697 | 5.53735 | 38.6905 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.35 | 0.10800 | 0.86718 | 0.05592 | 10.9322 | 23.2646 | 8.21253 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2007.54 | 0.12277 | 0.93802 | 0.06317 | 1.98451 | 18.3135 | 2.40836 | 
 3 -> | 2015.19 | 0.15805 | 0.86018 | 0.03951 | 3.18845 | 3.37690 | 0.94440 | 
 4 -> | 2011.59 | 0.11263 | 0.88772 | 0.06224 | 1.03480 | 0.67953 | 56.1702 | 
 5 -> | 1993.83 | 0.11895 | 0.91548 | 0.02598 | 1.81148 | 2.44653 | 32.2645 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.90 | 0.11278 | 0.88811 | 0.06079 | 22.2511 | 52.6256 | 3.25812 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2007.61 | 0.11478 | 0.89937 | 0.05346 | 2.76258 | 20.5346 | 1.82570 | 
 3 -> | 2012.80 | 0.10638 | 0.88652 | 0.07801 | 7.37589 | 12.2837 | 0.40475 | 
 4 -> | 2013.51 | 0.11221 | 0.87227 | 0.06845 | 4.70289 | 7.25335 | 4.06763 | 
 5 -> | 2005.31 | 0.11655 | 0.89440 | 0.05097 | 1.26562 | 1.17533 | 90.4438 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.68 | 0.11228 | 0.87895 | 0.05263 | 28.0719 | 81.2842 | 1.63629 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.65 | 0.18750 | 0.85000 | 0.03750 | 6.86250 | 36.8500 | 0.22965 | 
 3 -> | 2005.36 | 0.16250 | 0.95000 | 0.05000 | 13.0000 | 30.8250 | 0.22965 | 
 4 -> | 2010.24 | 0.11404 | 0.89474 | 0.07018 | 20.3509 | 25.0263 | 0.32726 | 
 5 -> | 2005.80 | 0.12147 | 0.89021 | 0.05348 | 1.64929 | 1.96593 | 97.5771 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.73 | 0.13667 | 0.89000 | 0.03667 | 38.7033 | 119.160 | 0.86123 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2006.48 | 0.09524 | 0.85714 | 0.00000 | 9.23810 | 60.9524 | 0.06029 | 
 3 -> | 2001.69 | 0.13889 | 0.91667 | 0.11111 | 11.8056 | 57.3889 | 0.10335 | 
 4 -> | 2007.37 | 0.18803 | 0.86325 | 0.04274 | 15.9145 | 47.5214 | 0.33588 | 
 5 -> | 2005.74 | 0.12302 | 0.88667 | 0.05457 | 1.85722 | 2.28056 | 98.6393 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.19 | 0.11458 | 0.92188 | 0.05208 | 54.0885 | 153.151 | 0.55120 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2008.81 | 0.14286 | 0.95238 | 0.04762 | 2.09524 | 100.476 | 0.06029 | 
 3 -> | 2001.69 | 0.13889 | 0.91667 | 0.11111 | 11.8056 | 57.3889 | 0.00000 | 
 4 -> | 2004.37 | 0.09639 | 0.90361 | 0.07229 | 23.3373 | 66.9036 | 0.23828 | 
 5 -> | 2005.72 | 0.12468 | 0.88525 | 0.05762 | 1.91794 | 2.61534 | 99.1502 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.74 | 0.08411 | 0.88785 | 0.03738 | 67.1402 | 191.121 | 0.30719 | 
 1 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2008.44 | 0.00000 | 0.77778 | 0.22222 | 10.0000 | 139.333 | 0.02584 | 
