Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.46 | 0.11357 | 0.90639 | 0.04535 | 1.23210 | 1.59042 | 30.6297 | 
 1 -> | 2012.66 | 0.10923 | 0.89299 | 0.04280 | 5.42583 | 11.8295 | 3.88898 | 
 2 -> | 2003.74 | 0.10121 | 0.91440 | 0.03577 | 2.29722 | 3.83840 | 65.4813 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.47 | 0.10632 | 0.90006 | 0.05120 | 1.07292 | 0.81938 | 31.4513 | 
 1 -> | 2011.93 | 0.11350 | 0.90798 | 0.05010 | 5.93865 | 15.4949 | 2.80728 | 
 2 -> | 2003.51 | 0.10859 | 0.91145 | 0.03851 | 2.41545 | 4.23381 | 65.7414 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.75 | 0.11904 | 0.89940 | 0.05109 | 1.10581 | 0.83348 | 32.5286 | 
 1 -> | 2011.88 | 0.09618 | 0.85639 | 0.06061 | 5.37945 | 14.8709 | 2.17872 | 
 2 -> | 2003.38 | 0.10688 | 0.90754 | 0.03983 | 2.43019 | 4.36595 | 65.2926 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.12 | 0.11431 | 0.89220 | 0.05590 | 1.14330 | 0.79498 | 33.0721 | 
 1 -> | 2012.10 | 0.11985 | 0.90077 | 0.05541 | 5.71134 | 14.0735 | 2.22758 | 
 2 -> | 2003.13 | 0.10781 | 0.90603 | 0.04228 | 2.42615 | 4.34953 | 64.7003 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.83 | 0.12027 | 0.88534 | 0.05960 | 1.11565 | 0.74775 | 34.8242 | 
 1 -> | 2011.83 | 0.11673 | 0.90143 | 0.05966 | 5.94163 | 13.9092 | 2.21329 | 
 2 -> | 2002.56 | 0.11034 | 0.90535 | 0.04227 | 2.51051 | 4.75612 | 62.9625 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.84 | 0.11840 | 0.87673 | 0.06055 | 1.13390 | 0.76218 | 42.4298 | 
 1 -> | 2012.10 | 0.12264 | 0.86523 | 0.07278 | 5.79515 | 13.3922 | 2.13010 | 
 2 -> | 2000.58 | 0.11651 | 0.90721 | 0.04583 | 2.63023 | 5.22235 | 55.4401 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.93 | 0.11774 | 0.87705 | 0.06589 | 1.18393 | 0.91931 | 56.2513 | 
 1 -> | 2012.73 | 0.12086 | 0.87166 | 0.06310 | 5.98075 | 12.7957 | 2.68424 | 
 2 -> | 1996.36 | 0.12199 | 0.91191 | 0.04474 | 3.10060 | 6.47539 | 41.0645 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.43 | 0.12057 | 0.88365 | 0.06930 | 1.15857 | 0.98536 | 62.5517 | 
 1 -> | 2012.60 | 0.11902 | 0.88486 | 0.07762 | 6.74321 | 12.5071 | 4.43845 | 
 2 -> | 1993.53 | 0.12420 | 0.90546 | 0.03949 | 3.27544 | 7.07001 | 33.0099 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.16 | 0.12739 | 0.88008 | 0.07054 | 1.08805 | 0.96007 | 63.7794 | 
 1 -> | 2012.18 | 0.12057 | 0.87943 | 0.06362 | 6.73884 | 12.7347 | 5.59559 | 
 2 -> | 1992.49 | 0.12140 | 0.90363 | 0.03966 | 3.04781 | 7.39271 | 30.6250 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.04 | 0.13027 | 0.87878 | 0.07198 | 1.10448 | 0.96280 | 64.1372 | 
 1 -> | 2012.04 | 0.13133 | 0.87703 | 0.07427 | 6.58879 | 13.1722 | 5.83692 | 
 2 -> | 1992.05 | 0.11914 | 0.90247 | 0.04465 | 2.93364 | 7.42867 | 30.0258 | 
