Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.63 | 0.11111 | 0.94171 | 0.05829 | 1.80237 | 0.30328 | 3.14983 | 
 1 -> | 2009.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00287 | 
 2 -> | 2007.86 | 0.20118 | 0.94083 | 0.01183 | 0.12426 | 0.07692 | 0.48481 | 
 3 -> | 2007.33 | 0.03704 | 0.95062 | 0.04938 | 0.24691 | 0.01235 | 0.23236 | 
 4 -> | 2007.41 | 0.00000 | 1.00000 | 0.05882 | 0.35294 | 0.00000 | 0.04877 | 
 5 -> | 1989.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00287 | 
 6 -> | 1999.50 | 0.50000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00574 | 
 7 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00287 | 
 8 -> | 2012.41 | 0.00000 | 0.86957 | 0.04348 | 22.3913 | 1.63043 | 0.13196 | 
 9 -> | 2009.24 | 0.10345 | 0.89655 | 0.10345 | 0.34483 | 0.00000 | 0.08319 | 
 10 -> | 2012.75 | 0.00000 | 0.75000 | 0.00000 | 28.5000 | 9.50000 | 0.01147 | 
 11 -> | 2011.80 | 0.20000 | 0.80000 | 0.00000 | 0.40000 | 0.00000 | 0.01434 | 
 12 -> | 2008.81 | 0.10572 | 0.93934 | 0.05893 | 1.29463 | 1.67244 | 1.65524 | 
 13 -> | 2002.20 | 0.20000 | 1.00000 | 0.00000 | 0.40000 | 0.00000 | 0.01434 | 
 14 -> | 1989.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 15 -> | 2009.27 | 0.09193 | 0.92519 | 0.05318 | 0.72330 | 0.54890 | 6.36564 | 
 16 -> | 2013.65 | 0.10247 | 0.87857 | 0.04744 | 1.37699 | 2.14049 | 27.9956 | 
 17 -> | 2012.23 | 0.08571 | 0.94286 | 0.12857 | 4.82857 | 34.7429 | 0.20081 | 
 18 -> | 2011.29 | 0.10935 | 0.89991 | 0.04791 | 1.41607 | 2.15787 | 23.5319 | 
 19 -> | 1995.01 | 0.10787 | 0.93262 | 0.02156 | 3.23061 | 5.89945 | 36.0624 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.93 | 0.10957 | 0.92042 | 0.05190 | 2.14418 | 0.35525 | 2.48866 | 
 1 -> | 2009.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 2 -> | 2011.00 | 0.00000 | 0.85714 | 0.00000 | 0.00000 | 0.14286 | 0.02009 | 
 3 -> | 2007.33 | 0.03704 | 0.95062 | 0.04938 | 0.24691 | 0.01235 | 0.00000 | 
 4 -> | 2007.41 | 0.00000 | 1.00000 | 0.05882 | 0.35294 | 0.00000 | 0.00000 | 
 5 -> | 1989.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
