Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.48 | 0.08316 | 0.93347 | 0.01871 | 5.01871 | 25.8295 | 7.36826 | 
 1 -> | 1988.75 | 0.05285 | 0.92918 | 0.00423 | 1.81290 | 0.92072 | 14.4914 | 
 2 -> | 1989.00 | 0.06762 | 0.93648 | 0.01434 | 1.86680 | 0.97131 | 7.47549 | 
 3 -> | 1997.80 | 0.12000 | 0.96000 | 0.08000 | 4.72000 | 3.56000 | 0.38297 | 
 4 -> | 2006.24 | 0.07102 | 0.92325 | 0.06873 | 2.31615 | 3.43643 | 13.3732 | 
 5 -> | 2011.22 | 0.08910 | 0.89610 | 0.05734 | 1.63176 | 1.66003 | 56.9087 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.76 | 0.09225 | 0.92620 | 0.05166 | 8.52768 | 38.2620 | 4.15580 | 
 1 -> | 1987.11 | 0.00000 | 0.88889 | 0.00000 | 4.22222 | 13.8889 | 0.13802 | 
 2 -> | 1979.20 | 0.00000 | 0.80000 | 0.00000 | 2.40000 | 14.8000 | 0.07668 | 
 3 -> | 1987.81 | 0.07692 | 0.93407 | 0.02198 | 3.53846 | 10.2857 | 1.39549 | 
 4 -> | 1984.94 | 0.02510 | 0.94561 | 0.01255 | 2.35146 | 4.33891 | 3.66508 | 
 5 -> | 2005.72 | 0.08517 | 0.90281 | 0.04978 | 1.60328 | 1.57653 | 90.5689 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.45 | 0.06931 | 0.90594 | 0.04455 | 10.0050 | 41.8861 | 3.09816 | 
 1 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 18.0000 | 26.0000 | 0.07669 | 
 2 -> | 1983.00 | 0.00000 | 1.00000 | 0.00000 | 5.00000 | 33.7500 | 0.06135 | 
 3 -> | 1991.80 | 0.00000 | 1.00000 | 0.00000 | 6.40000 | 23.2000 | 0.07669 | 
 4 -> | 1988.07 | 0.06667 | 1.00000 | 0.00000 | 10.6000 | 20.0000 | 0.23006 | 
 5 -> | 2004.52 | 0.08189 | 0.90634 | 0.05184 | 1.59437 | 1.93926 | 96.4571 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.97 | 0.10072 | 0.92806 | 0.09353 | 7.97842 | 45.8345 | 2.13223 | 
 1 -> | 2009.17 | 0.16667 | 1.00000 | 0.00000 | 24.1667 | 27.0000 | 0.18408 | 
 2 -> | 1986.00 | 0.00000 | 0.66667 | 0.00000 | 13.3333 | 52.0000 | 0.04602 | 
 3 -> | 2000.55 | 0.18182 | 1.00000 | 0.00000 | 9.09091 | 30.1818 | 0.16874 | 
 4 -> | 1993.58 | 0.09677 | 0.96774 | 0.06452 | 16.3548 | 27.3871 | 0.47553 | 
 5 -> | 2004.43 | 0.08287 | 0.90732 | 0.04666 | 1.63577 | 2.04144 | 96.9934 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.52 | 0.12658 | 0.83544 | 0.11392 | 6.01266 | 51.4937 | 1.21203 | 
 1 -> | 2012.91 | 0.00000 | 0.90909 | 0.27273 | 22.3636 | 38.8182 | 0.16876 | 
 2 -> | 1992.44 | 0.06250 | 0.93750 | 0.00000 | 6.56250 | 65.8125 | 0.24547 | 
 3 -> | 2009.59 | 0.09091 | 1.00000 | 0.09091 | 6.86364 | 32.6818 | 0.33753 | 
 4 -> | 1998.47 | 0.06897 | 0.89655 | 0.05172 | 15.9483 | 30.8793 | 0.88984 | 
 5 -> | 2004.37 | 0.08670 | 0.90635 | 0.04801 | 1.61039 | 1.99574 | 97.1464 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.19 | 0.09302 | 0.83721 | 0.06977 | 4.48837 | 54.7442 | 0.65981 | 
 1 -> | 2012.00 | 1.00000 | 1.00000 | 0.00000 | 31.0000 | 50.0000 | 0.03069 | 
 2 -> | 1996.44 | 0.12000 | 0.84000 | 0.04000 | 7.40000 | 67.4000 | 0.38361 | 
 3 -> | 2011.63 | 0.15789 | 0.94737 | 0.05263 | 4.89474 | 38.0526 | 0.29155 | 
 4 -> | 2002.24 | 0.12195 | 0.92683 | 0.06098 | 14.1951 | 33.5854 | 1.25825 | 
 5 -> | 2004.20 | 0.09187 | 0.90120 | 0.05342 | 1.60652 | 2.05121 | 97.3761 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.68 | 0.11364 | 0.84091 | 0.02273 | 4.88636 | 54.1818 | 0.67526 | 
 1 -> | 2012.00 | 1.00000 | 1.00000 | 0.00000 | 31.0000 | 50.0000 | 0.00000 | 
 2 -> | 1995.50 | 0.03125 | 0.84375 | 0.03125 | 6.87500 | 66.3438 | 0.49110 | 
 3 -> | 2013.25 | 0.00000 | 0.75000 | 0.00000 | 2.50000 | 50.0000 | 0.06139 | 
 4 -> | 2005.36 | 0.11364 | 0.92045 | 0.09091 | 12.3182 | 36.6250 | 1.35052 | 
 5 -> | 2004.22 | 0.09657 | 0.89461 | 0.05529 | 1.64382 | 2.11846 | 97.4217 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.35 | 0.15000 | 0.80000 | 0.05000 | 6.15000 | 58.1750 | 0.61397 | 
 1 -> | 2012.00 | 1.00000 | 1.00000 | 0.00000 | 31.0000 | 50.0000 | 0.00000 | 
 2 -> | 1992.07 | 0.10714 | 0.82143 | 0.03571 | 6.25000 | 64.1786 | 0.42978 | 
 3 -> | 2011.08 | 0.08333 | 0.75000 | 0.08333 | 2.58333 | 50.8333 | 0.18419 | 
 4 -> | 2006.26 | 0.15476 | 0.89286 | 0.03571 | 14.0119 | 37.1071 | 1.28933 | 
 5 -> | 2004.21 | 0.09290 | 0.88915 | 0.05826 | 1.73941 | 2.08723 | 97.4827 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.79 | 0.12500 | 0.95833 | 0.04167 | 6.58333 | 62.2917 | 0.36844 | 
 1 -> | 2012.00 | 1.00000 | 1.00000 | 0.00000 | 31.0000 | 50.0000 | 0.00000 | 
 2 -> | 1995.36 | 0.00000 | 1.00000 | 0.00000 | 6.63636 | 66.5455 | 0.16887 | 
 3 -> | 2006.25 | 0.08333 | 0.87500 | 0.00000 | 2.16667 | 51.6667 | 0.36844 | 
 4 -> | 2004.09 | 0.07843 | 0.88235 | 0.04902 | 13.5588 | 37.6863 | 1.56586 | 
 5 -> | 2003.98 | 0.09334 | 0.88777 | 0.06092 | 1.76657 | 2.10751 | 97.5284 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.75 | 0.00000 | 0.75000 | 0.00000 | 7.58333 | 66.6667 | 0.18425 | 
 1 -> | 2014.00 | 1.00000 | 1.00000 | 1.00000 | 25.0000 | 66.0000 | 0.01535 | 
 2 -> | 1998.25 | 0.00000 | 0.83333 | 0.00000 | 9.41667 | 77.9167 | 0.18425 | 
