Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1979.29 | 0.08383 | 0.88024 | 0.00399 | 0.49102 | 0.77246 | 6.07420 | 
 1 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.01212 | 
 2 -> | 1988.73 | 0.15385 | 0.76923 | 0.00000 | 0.34615 | 0.76923 | 0.31523 | 
 3 -> | 1998.06 | 0.19678 | 0.83687 | 0.01609 | 2.07901 | 5.74543 | 16.5737 | 
 4 -> | 1993.08 | 0.15736 | 0.86387 | 0.00646 | 0.04661 | 0.79326 | 26.2730 | 
 5 -> | 1993.02 | 0.16030 | 0.86001 | 0.00741 | 0.17176 | 0.95819 | 50.7517 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1979.01 | 0.08004 | 0.90960 | 0.01601 | 0.27024 | 0.79473 | 12.8868 | 
 1 -> | 1976.03 | 0.08115 | 0.92670 | 0.00785 | 0.16492 | 0.87696 | 4.63536 | 
 2 -> | 1984.97 | 0.17131 | 0.92032 | 0.00000 | 0.42629 | 0.68924 | 3.04575 | 
 3 -> | 1980.00 | 0.09524 | 0.90476 | 0.04762 | 36.5238 | 136.857 | 0.25482 | 
 4 -> | 1990.27 | 0.19670 | 0.81726 | 0.00761 | 0.45812 | 1.91497 | 9.56195 | 
 5 -> | 1997.68 | 0.17779 | 0.84295 | 0.01081 | 0.42165 | 1.43333 | 69.6153 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1978.12 | 0.06280 | 0.90580 | 0.01691 | 0.27536 | 1.08454 | 10.0485 | 
 1 -> | 1977.31 | 0.10162 | 0.90133 | 0.01178 | 0.22533 | 0.59499 | 8.24029 | 
 2 -> | 1982.49 | 0.10580 | 0.90614 | 0.01877 | 0.21502 | 0.43857 | 7.11165 | 
 3 -> | 1980.00 | 0.09524 | 0.90476 | 0.04762 | 36.5238 | 136.857 | 0.00000 | 
 4 -> | 1988.05 | 0.19055 | 0.87149 | 0.01477 | 0.78139 | 3.21418 | 8.21602 | 
 5 -> | 1999.42 | 0.19214 | 0.83528 | 0.01188 | 0.41718 | 1.75923 | 66.3835 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1978.40 | 0.07813 | 0.90290 | 0.01451 | 0.23103 | 0.54353 | 10.8751 | 
 1 -> | 1970.67 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.33333 | 0.03641 | 
 2 -> | 1979.10 | 0.10009 | 0.89903 | 0.02037 | 0.18246 | 0.43756 | 13.7031 | 
 3 -> | 1980.00 | 0.09524 | 0.90476 | 0.04762 | 36.5238 | 136.857 | 0.00000 | 
 4 -> | 1986.42 | 0.18356 | 0.88794 | 0.00961 | 0.77268 | 3.58271 | 11.3727 | 
 5 -> | 1999.73 | 0.19928 | 0.83163 | 0.01346 | 0.40861 | 1.74232 | 64.0126 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1978.79 | 0.08525 | 0.89727 | 0.02404 | 0.24699 | 0.47104 | 11.1071 | 
 1 -> | 1971.76 | 0.00000 | 1.00000 | 0.00000 | 0.16000 | 1.00000 | 0.30347 | 
 2 -> | 1977.60 | 0.07240 | 0.88798 | 0.02049 | 0.15027 | 0.25410 | 8.88565 | 
 3 -> | 1980.00 | 0.09524 | 0.90476 | 0.04762 | 36.5238 | 136.857 | 0.00000 | 
 4 -> | 1985.59 | 0.18237 | 0.87867 | 0.01281 | 0.48380 | 1.97965 | 16.1083 | 
 5 -> | 1999.83 | 0.19832 | 0.82688 | 0.01699 | 0.47509 | 2.00554 | 63.5955 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1979.60 | 0.09514 | 0.88108 | 0.02270 | 0.21730 | 0.73405 | 11.2298 | 
 1 -> | 1973.20 | 0.04808 | 0.94231 | 0.00000 | 0.18269 | 0.47115 | 1.26260 | 
 2 -> | 1974.34 | 0.05000 | 0.91000 | 0.00000 | 0.53000 | 0.27000 | 1.21403 | 
 3 -> | 1980.00 | 0.09524 | 0.90476 | 0.04762 | 36.5238 | 136.857 | 0.00000 | 
 4 -> | 1983.21 | 0.13028 | 0.87650 | 0.01615 | 0.29495 | 1.25326 | 23.2973 | 
 5 -> | 1999.95 | 0.19927 | 0.82135 | 0.02024 | 0.45095 | 2.13394 | 62.9962 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.54 | 0.13245 | 0.87049 | 0.02281 | 0.31347 | 1.20971 | 16.5007 | 
 1 -> | 1974.39 | 0.06627 | 0.95783 | 0.01205 | 0.15060 | 0.84337 | 2.01554 | 
 2 -> | 1973.11 | 0.11111 | 0.88889 | 0.00000 | 0.11111 | 0.33333 | 0.10928 | 
 3 -> | 1981.80 | 0.00000 | 1.00000 | 0.00000 | 20.4000 | 97.6000 | 0.06071 | 
 4 -> | 1981.50 | 0.11794 | 0.87896 | 0.01800 | 0.47734 | 1.10118 | 19.5605 | 
 5 -> | 2000.17 | 0.20350 | 0.81852 | 0.02379 | 0.43236 | 2.08376 | 61.7533 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1986.01 | 0.17414 | 0.86430 | 0.02504 | 0.27665 | 1.07164 | 20.8500 | 
 1 -> | 1977.13 | 0.07985 | 0.88593 | 0.04943 | 0.24335 | 1.15970 | 3.19369 | 
 2 -> | 1974.69 | 0.08955 | 0.88060 | 0.01493 | 0.40299 | 0.58955 | 1.62720 | 
 3 -> | 1983.58 | 0.15789 | 0.78947 | 0.00000 | 22.3684 | 107.579 | 0.23072 | 
 4 -> | 1980.30 | 0.11434 | 0.88500 | 0.02644 | 0.34831 | 0.90482 | 18.3728 | 
 5 -> | 2001.03 | 0.20309 | 0.82218 | 0.02419 | 0.41273 | 1.87448 | 55.7256 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.12 | 0.18478 | 0.83905 | 0.02905 | 0.27716 | 1.07263 | 20.9011 | 
 1 -> | 1980.77 | 0.06383 | 0.94326 | 0.01418 | 0.53191 | 3.34752 | 1.71241 | 
 2 -> | 1977.55 | 0.08967 | 0.87538 | 0.02736 | 0.33587 | 1.00912 | 7.99126 | 
 3 -> | 1983.21 | 0.10714 | 0.78571 | 0.00000 | 18.2857 | 98.5000 | 0.34005 | 
 4 -> | 1980.54 | 0.13000 | 0.87750 | 0.03125 | 0.27875 | 1.01625 | 19.4316 | 
 5 -> | 2002.09 | 0.19432 | 0.81816 | 0.02447 | 0.42633 | 1.87004 | 49.6235 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.49 | 0.21158 | 0.83604 | 0.03030 | 0.28680 | 0.71970 | 22.4463 | 
 1 -> | 1984.68 | 0.24161 | 0.93960 | 0.00000 | 0.67114 | 5.70470 | 1.80979 | 
 2 -> | 1979.20 | 0.10259 | 0.88325 | 0.04481 | 0.28302 | 1.11557 | 10.3000 | 
 3 -> | 1985.60 | 0.20000 | 0.88000 | 0.00000 | 18.4400 | 97.7600 | 0.30366 | 
 4 -> | 1980.82 | 0.11749 | 0.88512 | 0.02924 | 0.26527 | 0.97755 | 23.2601 | 
 5 -> | 2003.40 | 0.18735 | 0.80104 | 0.02900 | 0.38573 | 2.14153 | 41.8802 | 
