Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.74 | 0.10002 | 0.90702 | 0.04825 | 2.32495 | 2.79113 | 43.2438 | 
 1 -> | 2008.77 | 0.11624 | 0.90530 | 0.04613 | 2.30596 | 5.66999 | 36.5191 | 
 2 -> | 1992.23 | 0.09743 | 0.92611 | 0.01149 | 1.10013 | 0.54290 | 20.2371 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.18 | 0.10787 | 0.89782 | 0.05497 | 1.61992 | 2.00091 | 44.3309 | 
 1 -> | 2010.82 | 0.10676 | 0.90269 | 0.05328 | 2.68134 | 6.25543 | 28.5550 | 
 2 -> | 1991.71 | 0.10978 | 0.92844 | 0.01387 | 2.14271 | 2.56881 | 27.1141 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.12 | 0.11174 | 0.89428 | 0.05518 | 1.42004 | 1.71018 | 43.7983 | 
 1 -> | 2011.30 | 0.10629 | 0.89910 | 0.06299 | 2.54004 | 5.06350 | 27.7090 | 
 2 -> | 1992.11 | 0.11294 | 0.92625 | 0.01834 | 2.56820 | 4.26053 | 28.4927 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.09 | 0.11477 | 0.89697 | 0.05801 | 1.44483 | 1.74608 | 43.5469 | 
 1 -> | 2011.43 | 0.10803 | 0.89070 | 0.06411 | 2.02137 | 3.34907 | 26.9979 | 
 2 -> | 1992.56 | 0.11344 | 0.92398 | 0.02154 | 2.98314 | 5.75110 | 29.4552 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.05 | 0.11643 | 0.89338 | 0.06312 | 1.60085 | 2.06538 | 43.2955 | 
 1 -> | 2011.48 | 0.11219 | 0.89180 | 0.06202 | 1.55502 | 2.20618 | 26.6628 | 
 2 -> | 1992.82 | 0.11486 | 0.92059 | 0.02398 | 3.14802 | 6.13282 | 30.0416 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.04 | 0.11842 | 0.88674 | 0.06649 | 1.61405 | 2.09116 | 43.3944 | 
 1 -> | 2011.49 | 0.11063 | 0.89351 | 0.06304 | 1.52385 | 2.07546 | 26.3650 | 
 2 -> | 1992.75 | 0.11999 | 0.91741 | 0.02772 | 3.14572 | 6.22518 | 30.2406 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.03 | 0.12213 | 0.88935 | 0.06873 | 1.63467 | 2.08817 | 43.2751 | 
 1 -> | 2011.48 | 0.11360 | 0.88097 | 0.06740 | 1.52788 | 2.07425 | 26.4089 | 
 2 -> | 1992.70 | 0.11970 | 0.91477 | 0.03011 | 3.11581 | 6.24100 | 30.3161 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.01 | 0.12161 | 0.88436 | 0.07110 | 1.65773 | 2.14843 | 43.2476 | 
 1 -> | 2011.46 | 0.12074 | 0.88263 | 0.07166 | 1.58415 | 2.12334 | 26.4412 | 
 2 -> | 1992.58 | 0.12038 | 0.91087 | 0.03211 | 3.01790 | 6.10665 | 30.3112 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.01 | 0.12570 | 0.88341 | 0.07462 | 1.65749 | 2.10681 | 43.1684 | 
 1 -> | 2011.46 | 0.12170 | 0.87776 | 0.06943 | 1.58079 | 2.12050 | 26.4219 | 
 2 -> | 1992.49 | 0.12179 | 0.90889 | 0.03673 | 3.03984 | 6.14058 | 30.4097 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.97 | 0.12627 | 0.87885 | 0.07777 | 1.65757 | 2.17078 | 43.1553 | 
 1 -> | 2011.47 | 0.12584 | 0.87730 | 0.07316 | 1.62161 | 2.13039 | 26.4887 | 
 2 -> | 1992.35 | 0.12295 | 0.90741 | 0.03812 | 2.98127 | 6.06318 | 30.3560 | 
