Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.79 | 0.11447 | 0.91415 | 0.07393 | 8.28935 | 15.8649 | 3.61027 | 
 1 -> | 2000.39 | 0.09318 | 0.92652 | 0.05000 | 14.3568 | 44.0879 | 3.78820 | 
 2 -> | 2006.73 | 0.13333 | 0.89444 | 0.03333 | 3.36111 | 13.3611 | 0.51657 | 
 3 -> | 2007.66 | 0.07432 | 0.91216 | 0.04054 | 15.0068 | 4.17568 | 0.42474 | 
 4 -> | 2004.06 | 0.10983 | 0.92100 | 0.05588 | 4.74374 | 8.56647 | 1.48945 | 
 5 -> | 2005.82 | 0.10617 | 0.90904 | 0.03822 | 1.19096 | 1.05150 | 90.1708 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.11 | 0.10623 | 0.91392 | 0.06502 | 5.17399 | 15.7326 | 3.13451 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 1.63040 | 
 2 -> | 2007.60 | 0.09665 | 0.90706 | 0.05948 | 4.44981 | 27.1636 | 0.77215 | 
 3 -> | 2009.88 | 0.07171 | 0.94024 | 0.03984 | 30.5578 | 9.46614 | 0.72048 | 
 4 -> | 2002.25 | 0.13683 | 0.91121 | 0.05968 | 6.63173 | 15.9112 | 1.97198 | 
 5 -> | 2005.62 | 0.10882 | 0.90595 | 0.04216 | 1.27972 | 1.19743 | 91.7705 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.74 | 0.11360 | 0.88567 | 0.04920 | 3.93705 | 12.5246 | 3.96705 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2011.57 | 0.10526 | 0.90226 | 0.07143 | 8.01880 | 47.5977 | 0.76356 | 
 3 -> | 2012.40 | 0.15315 | 0.90090 | 0.09009 | 31.0090 | 20.2793 | 0.31863 | 
 4 -> | 2002.24 | 0.12599 | 0.90571 | 0.04517 | 13.9564 | 38.9834 | 3.62259 | 
 5 -> | 2005.52 | 0.10944 | 0.90568 | 0.04557 | 1.34794 | 1.14669 | 91.3282 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.40 | 0.11960 | 0.89127 | 0.05667 | 3.27578 | 10.4860 | 8.71225 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2012.00 | 0.00000 | 0.50000 | 0.00000 | 1.50000 | 31.0000 | 0.00574 | 
 3 -> | 2010.70 | 0.10938 | 0.91406 | 0.03125 | 29.2578 | 10.5156 | 0.36744 | 
 4 -> | 2003.25 | 0.10390 | 0.89827 | 0.04545 | 18.7089 | 56.6786 | 2.65243 | 
 5 -> | 2005.16 | 0.11302 | 0.90262 | 0.04800 | 1.32192 | 1.04394 | 88.2621 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.59 | 0.11577 | 0.88056 | 0.06119 | 2.43991 | 6.11705 | 15.6222 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2006.00 | 0.12881 | 0.92740 | 0.04918 | 4.79391 | 26.9274 | 1.22578 | 
 3 -> | 2008.90 | 0.10081 | 0.89113 | 0.03629 | 26.6573 | 12.3911 | 0.71193 | 
 4 -> | 2004.66 | 0.11272 | 0.91143 | 0.05153 | 22.3478 | 71.7069 | 1.78269 | 
 5 -> | 2004.27 | 0.11560 | 0.90245 | 0.04940 | 1.27099 | 0.91544 | 80.6574 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.99 | 0.11786 | 0.87299 | 0.06229 | 1.42130 | 2.07681 | 40.1418 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2009.10 | 0.13086 | 0.90792 | 0.05816 | 3.31664 | 23.9273 | 1.77700 | 
 3 -> | 2009.22 | 0.13744 | 0.89100 | 0.08294 | 22.0190 | 17.8294 | 1.21146 | 
 4 -> | 2005.14 | 0.10288 | 0.89712 | 0.08436 | 24.9136 | 82.2119 | 1.39519 | 
 5 -> | 2000.09 | 0.11799 | 0.91296 | 0.04564 | 1.45037 | 1.40654 | 55.4745 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.13 | 0.11807 | 0.87988 | 0.06674 | 1.26173 | 1.36179 | 56.0934 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2011.80 | 0.13015 | 0.88503 | 0.06725 | 1.87419 | 16.7462 | 1.32346 | 
 3 -> | 2011.72 | 0.11577 | 0.88423 | 0.07236 | 13.8234 | 21.9986 | 1.98375 | 
 4 -> | 2011.17 | 0.09712 | 0.90647 | 0.04676 | 29.4928 | 97.6583 | 0.79809 | 
 5 -> | 1995.72 | 0.12666 | 0.91482 | 0.03924 | 2.02048 | 3.04523 | 39.8013 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.47 | 0.12076 | 0.88243 | 0.06924 | 1.23719 | 1.09459 | 62.8560 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2011.25 | 0.13950 | 0.88399 | 0.07048 | 1.99266 | 11.4229 | 1.95510 | 
 3 -> | 2011.95 | 0.11617 | 0.89739 | 0.07938 | 9.75895 | 21.6176 | 2.96566 | 
 4 -> | 2014.11 | 0.09333 | 0.90667 | 0.05333 | 18.0667 | 63.3867 | 0.21532 | 
 5 -> | 1992.94 | 0.12997 | 0.90950 | 0.03633 | 2.80572 | 5.34030 | 32.0079 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.22 | 0.12425 | 0.88119 | 0.07184 | 1.21690 | 0.87996 | 62.7803 | 
 1 -> | 2005.15 | 0.09507 | 0.93134 | 0.06866 | 20.8961 | 74.5458 | 0.00000 | 
 2 -> | 2011.11 | 0.12469 | 0.88522 | 0.06854 | 2.31627 | 8.54996 | 3.47679 | 
 3 -> | 2011.85 | 0.13632 | 0.87147 | 0.06232 | 7.92405 | 17.5024 | 2.94852 | 
 4 -> | 2013.81 | 0.14019 | 0.86916 | 0.05607 | 12.6449 | 39.4579 | 0.30720 | 
 5 -> | 1992.43 | 0.13127 | 0.90903 | 0.03974 | 3.00951 | 6.26669 | 30.4872 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
