Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.77 | 0.19304 | 0.98781 | 0.07593 | 2.27615 | 3.68601 | 69.4794 | 
 1 -> | 2003.32 | 0.20030 | 0.99172 | 0.07297 | 5.93605 | 12.2682 | 30.5206 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.78 | 0.35083 | 0.99717 | 0.11467 | 2.65646 | 3.28226 | 66.9317 | 
 1 -> | 1999.26 | 0.33374 | 0.99835 | 0.20875 | 10.8435 | 26.0251 | 33.0683 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.56 | 0.56522 | 0.99805 | 0.21568 | 4.44956 | 5.27402 | 64.6498 | 
 1 -> | 1999.99 | 0.56406 | 0.99919 | 0.36181 | 15.0551 | 41.4335 | 35.3502 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.99 | 0.79843 | 0.99755 | 0.39390 | 7.57791 | 9.82208 | 64.5465 | 
 1 -> | 2001.41 | 0.81493 | 0.99903 | 0.55772 | 19.9544 | 62.8172 | 35.4535 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.38 | 0.95287 | 0.99712 | 0.63992 | 11.9696 | 16.9642 | 62.7325 | 
 1 -> | 2001.90 | 0.96218 | 0.99961 | 0.77680 | 26.6142 | 90.0824 | 37.2675 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.49 | 0.99407 | 0.99764 | 0.87980 | 17.1590 | 27.9771 | 61.9173 | 
 1 -> | 2002.46 | 0.99699 | 0.99872 | 0.93217 | 36.6943 | 127.273 | 38.0827 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.83 | 0.99748 | 0.99738 | 0.98292 | 21.9991 | 42.7904 | 59.1389 | 
 1 -> | 2003.26 | 0.99902 | 0.99909 | 0.99269 | 50.6833 | 172.178 | 40.8611 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.83 | 0.99721 | 0.99731 | 0.99745 | 28.4873 | 67.8686 | 60.7807 | 
 1 -> | 2004.30 | 0.99883 | 0.99890 | 0.99898 | 74.1770 | 248.156 | 39.2193 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.96 | 0.99810 | 0.99754 | 0.99669 | 49.0890 | 101.661 | 71.1424 | 
 1 -> | 2002.64 | 0.99811 | 0.99821 | 0.99901 | 101.814 | 427.892 | 28.8576 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.22 | 0.99773 | 0.99718 | 0.99756 | 60.0886 | 135.152 | 67.1269 | 
 1 -> | 2001.60 | 0.99852 | 0.99869 | 0.99869 | 143.584 | 570.591 | 32.8731 | 
