Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.58 | 0.09637 | 0.91263 | 0.03797 | 2.27726 | 3.72288 | 63.4999 | 
 1 -> | 2008.05 | 0.12267 | 0.90509 | 0.04356 | 1.69482 | 2.79319 | 36.5001 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.67 | 0.09974 | 0.90818 | 0.04223 | 2.31766 | 3.77062 | 62.3945 | 
 1 -> | 2007.71 | 0.11930 | 0.90505 | 0.04420 | 1.61545 | 2.70766 | 37.6055 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.91 | 0.10290 | 0.90409 | 0.04411 | 2.36090 | 3.88392 | 60.7831 | 
 1 -> | 2007.05 | 0.11755 | 0.90492 | 0.05072 | 1.62172 | 2.57605 | 39.2169 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.31 | 0.10924 | 0.90356 | 0.04791 | 2.34757 | 3.93471 | 59.6222 | 
 1 -> | 2006.32 | 0.11567 | 0.89912 | 0.05133 | 1.69551 | 2.55154 | 40.3778 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.65 | 0.11353 | 0.90079 | 0.05286 | 2.29977 | 3.83779 | 60.3301 | 
 1 -> | 2005.74 | 0.11528 | 0.89847 | 0.04935 | 1.76540 | 2.69354 | 39.6699 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.72 | 0.11586 | 0.89648 | 0.05538 | 2.25567 | 3.72452 | 60.2859 | 
 1 -> | 2005.55 | 0.11775 | 0.90140 | 0.05450 | 1.83461 | 2.87943 | 39.7141 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.72 | 0.11840 | 0.89704 | 0.05578 | 2.19732 | 3.56573 | 60.0580 | 
 1 -> | 2005.45 | 0.11974 | 0.89355 | 0.05930 | 1.91210 | 3.08323 | 39.9420 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.62 | 0.11964 | 0.89503 | 0.06011 | 2.14454 | 3.36258 | 59.8444 | 
 1 -> | 2005.47 | 0.12183 | 0.89176 | 0.05877 | 1.98449 | 3.38486 | 40.1556 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.59 | 0.12143 | 0.89219 | 0.06507 | 1.97439 | 2.90470 | 59.6509 | 
 1 -> | 2005.44 | 0.12424 | 0.89149 | 0.05849 | 2.25658 | 4.08816 | 40.3491 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.57 | 0.12225 | 0.88978 | 0.06483 | 1.79178 | 2.32834 | 59.2076 | 
 1 -> | 2005.40 | 0.12901 | 0.88992 | 0.06454 | 2.51928 | 4.95622 | 40.7924 | 
