Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.94 | 0.11637 | 0.91960 | 0.05323 | 0.22063 | 0.09471 | 7.81748 | 
 1 -> | 2000.03 | 0.21212 | 0.96970 | 0.00000 | 0.33333 | 0.12121 | 0.09471 | 
 2 -> | 1990.79 | 0.09686 | 0.92108 | 0.00807 | 0.36413 | 0.11794 | 6.39977 | 
 3 -> | 2011.76 | 0.10306 | 0.89185 | 0.05025 | 0.46503 | 0.12899 | 12.3920 | 
 4 -> | 2005.78 | 0.10184 | 0.91233 | 0.03969 | 3.30380 | 5.25122 | 33.6203 | 
 5 -> | 2005.69 | 0.10387 | 0.90843 | 0.04166 | 2.18278 | 4.00665 | 39.6757 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.31 | 0.09986 | 0.93476 | 0.06409 | 0.66581 | 0.50329 | 10.0321 | 
 1 -> | 2002.93 | 0.11787 | 0.90114 | 0.04183 | 0.17871 | 0.06844 | 0.75492 | 
 2 -> | 1999.00 | 0.33333 | 0.66667 | 0.00000 | 0.00000 | 0.00000 | 0.00861 | 
 3 -> | 2013.29 | 0.10744 | 0.87822 | 0.05419 | 1.04232 | 0.85718 | 24.4187 | 
 4 -> | 1998.28 | 0.11659 | 0.92171 | 0.02774 | 2.29837 | 3.05280 | 20.3858 | 
 5 -> | 2004.38 | 0.10221 | 0.91007 | 0.03995 | 2.74198 | 5.48067 | 44.3998 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.42 | 0.10261 | 0.93181 | 0.06285 | 1.31873 | 1.37537 | 13.4283 | 
 1 -> | 2004.48 | 0.11988 | 0.89766 | 0.05702 | 0.67251 | 0.59357 | 1.96343 | 
 2 -> | 2003.26 | 0.11765 | 0.91176 | 0.02941 | 0.08824 | 0.00000 | 0.09760 | 
 3 -> | 2013.59 | 0.11406 | 0.86844 | 0.05025 | 1.49854 | 1.68080 | 25.5935 | 
 4 -> | 1994.22 | 0.12451 | 0.91483 | 0.02384 | 1.19602 | 1.04513 | 12.4035 | 
 5 -> | 2003.53 | 0.11003 | 0.90978 | 0.04055 | 2.77962 | 5.39336 | 46.5138 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.89 | 0.10652 | 0.92842 | 0.05887 | 1.54130 | 1.65417 | 13.5549 | 
 1 -> | 2005.15 | 0.13722 | 0.92794 | 0.06811 | 1.18657 | 1.13228 | 2.90791 | 
 2 -> | 2003.76 | 0.16759 | 0.94659 | 0.04788 | 0.53407 | 0.59669 | 1.55873 | 
 3 -> | 2013.83 | 0.11602 | 0.86105 | 0.05202 | 1.58750 | 1.83881 | 25.1636 | 
 4 -> | 1994.89 | 0.14591 | 0.91383 | 0.03331 | 1.00507 | 0.82585 | 7.92858 | 
 5 -> | 2002.30 | 0.10810 | 0.90370 | 0.04052 | 2.66442 | 4.98920 | 48.8862 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.28 | 0.10737 | 0.92742 | 0.06249 | 1.68241 | 1.93343 | 13.3687 | 
 1 -> | 2006.59 | 0.12855 | 0.92975 | 0.07025 | 1.64723 | 1.34081 | 1.92048 | 
 2 -> | 2004.52 | 0.13395 | 0.92533 | 0.05389 | 0.84681 | 0.97383 | 3.72901 | 
 3 -> | 2014.01 | 0.11594 | 0.85635 | 0.05651 | 1.59466 | 1.77013 | 28.5977 | 
 4 -> | 1998.09 | 0.16890 | 0.92344 | 0.04578 | 0.98421 | 0.77506 | 3.63715 | 
 5 -> | 2000.24 | 0.11024 | 0.90996 | 0.04040 | 2.64466 | 4.89418 | 48.7469 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.17 | 0.10755 | 0.90923 | 0.06039 | 1.83728 | 2.39925 | 15.4016 | 
 1 -> | 2007.67 | 0.12968 | 0.92219 | 0.07781 | 2.27954 | 1.21902 | 1.99231 | 
 2 -> | 2005.65 | 0.12441 | 0.94185 | 0.07505 | 0.89858 | 0.87762 | 4.24585 | 
 3 -> | 2013.90 | 0.11917 | 0.86052 | 0.05936 | 1.51575 | 1.62837 | 31.5324 | 
 4 -> | 2001.11 | 0.17333 | 0.90333 | 0.05667 | 1.01000 | 0.93444 | 2.58368 | 
 5 -> | 1998.14 | 0.11004 | 0.91500 | 0.03789 | 2.77193 | 5.07676 | 44.2441 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.08 | 0.11160 | 0.87677 | 0.06545 | 1.88084 | 3.12899 | 23.9486 | 
 1 -> | 2008.77 | 0.11822 | 0.92248 | 0.05620 | 7.84302 | 1.48837 | 1.48135 | 
 2 -> | 2007.13 | 0.14334 | 0.91427 | 0.06899 | 0.97522 | 0.83456 | 4.28617 | 
 3 -> | 2013.41 | 0.11771 | 0.86944 | 0.06383 | 1.36575 | 1.31813 | 25.6825 | 
 4 -> | 2003.46 | 0.13265 | 0.92371 | 0.05773 | 0.96632 | 0.81237 | 4.17707 | 
 5 -> | 1996.59 | 0.10830 | 0.91307 | 0.03863 | 2.80051 | 4.93687 | 40.4243 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.21 | 0.12088 | 0.86693 | 0.06430 | 1.27772 | 3.35469 | 23.7971 | 
 1 -> | 2011.68 | 0.10411 | 0.89041 | 0.07260 | 14.6260 | 8.27671 | 2.09577 | 
 2 -> | 2009.20 | 0.11147 | 0.92316 | 0.06872 | 1.09903 | 0.74567 | 5.30547 | 
 3 -> | 2012.99 | 0.10904 | 0.86540 | 0.06800 | 1.55490 | 1.84354 | 22.4592 | 
 4 -> | 2006.22 | 0.13340 | 0.90827 | 0.07590 | 0.95930 | 0.77422 | 8.88838 | 
 5 -> | 1995.17 | 0.11720 | 0.91499 | 0.04032 | 2.65813 | 4.57443 | 37.4541 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.77 | 0.12868 | 0.85553 | 0.06568 | 1.14278 | 2.29415 | 20.3698 | 
 1 -> | 2012.15 | 0.11258 | 0.89669 | 0.07020 | 13.8278 | 25.0424 | 2.16761 | 
 2 -> | 2011.07 | 0.11555 | 0.88493 | 0.07314 | 1.38030 | 0.64846 | 5.88843 | 
 3 -> | 2014.36 | 0.12326 | 0.86707 | 0.07059 | 2.33390 | 4.33447 | 10.0858 | 
 4 -> | 2009.13 | 0.11677 | 0.89607 | 0.07177 | 1.22915 | 0.78227 | 26.1606 | 
 5 -> | 1994.18 | 0.11646 | 0.91117 | 0.04388 | 2.58017 | 4.21633 | 35.3277 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.19 | 0.12482 | 0.85556 | 0.06504 | 1.38735 | 2.27307 | 15.8025 | 
 1 -> | 2011.68 | 0.14970 | 0.89521 | 0.06587 | 9.02395 | 20.0150 | 0.95894 | 
 2 -> | 2010.15 | 0.11668 | 0.88758 | 0.07417 | 1.53148 | 0.92369 | 16.1413 | 
 3 -> | 2013.05 | 0.12500 | 0.88043 | 0.07880 | 12.4728 | 37.8370 | 1.05656 | 
 4 -> | 2011.07 | 0.11893 | 0.87712 | 0.07395 | 1.55721 | 1.73105 | 31.2145 | 
 5 -> | 1993.57 | 0.11525 | 0.90833 | 0.04732 | 2.64180 | 4.41731 | 34.8263 | 
