Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.60 | 0.11322 | 0.88992 | 0.04598 | 1.13565 | 1.09670 | 41.1957 | 
 1 -> | 2001.83 | 0.10099 | 0.92347 | 0.03500 | 2.72428 | 5.04212 | 58.8043 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.12 | 0.10959 | 0.88871 | 0.05132 | 1.25480 | 1.42734 | 55.7638 | 
 1 -> | 1997.83 | 0.10791 | 0.92979 | 0.03128 | 3.11862 | 5.99221 | 44.2362 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.62 | 0.10960 | 0.89336 | 0.05634 | 1.41178 | 1.69559 | 65.9242 | 
 1 -> | 1994.32 | 0.11381 | 0.92469 | 0.02401 | 3.33578 | 6.94162 | 34.0758 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.31 | 0.11242 | 0.89335 | 0.05888 | 1.52311 | 1.92892 | 69.1756 | 
 1 -> | 1993.01 | 0.11613 | 0.92140 | 0.02459 | 3.21689 | 6.79950 | 30.8244 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.15 | 0.11631 | 0.89196 | 0.06081 | 1.59009 | 2.06460 | 70.4378 | 
 1 -> | 1992.48 | 0.11740 | 0.91824 | 0.02719 | 3.14741 | 6.82074 | 29.5622 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.09 | 0.11969 | 0.88830 | 0.06355 | 1.60740 | 2.11563 | 70.7814 | 
 1 -> | 1992.20 | 0.11977 | 0.91845 | 0.03046 | 3.11299 | 6.65082 | 29.2186 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.07 | 0.12131 | 0.88574 | 0.06703 | 1.62724 | 2.20284 | 70.8782 | 
 1 -> | 1992.04 | 0.12342 | 0.91581 | 0.03263 | 3.06398 | 6.38515 | 29.1218 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.06 | 0.12277 | 0.88352 | 0.07036 | 1.66542 | 2.28764 | 70.8343 | 
 1 -> | 1991.91 | 0.12669 | 0.91052 | 0.03416 | 2.97244 | 6.18594 | 29.1657 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.06 | 0.12395 | 0.88080 | 0.07263 | 1.68644 | 2.29545 | 70.7129 | 
 1 -> | 1991.81 | 0.12832 | 0.90834 | 0.04009 | 2.93481 | 6.16469 | 29.2871 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.04 | 0.12684 | 0.87832 | 0.07484 | 1.69202 | 2.30408 | 70.7379 | 
 1 -> | 1991.69 | 0.12932 | 0.90453 | 0.04180 | 2.88020 | 5.99343 | 29.2621 | 
