Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.69 | 0.10771 | 0.88117 | 0.05006 | 2.05585 | 6.18500 | 43.1159 | 
 1 -> | 2000.65 | 0.10429 | 0.92956 | 0.03164 | 2.07563 | 1.24255 | 56.8841 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.08 | 0.10554 | 0.89268 | 0.05065 | 2.14428 | 4.34151 | 60.9794 | 
 1 -> | 1995.96 | 0.11071 | 0.92820 | 0.02759 | 1.93284 | 1.85994 | 39.0206 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.46 | 0.10883 | 0.89511 | 0.05607 | 2.04133 | 3.70983 | 69.3171 | 
 1 -> | 1992.90 | 0.11226 | 0.92300 | 0.01824 | 2.11077 | 2.63009 | 30.6829 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.24 | 0.11088 | 0.89372 | 0.05832 | 1.99798 | 3.55048 | 71.2223 | 
 1 -> | 1992.10 | 0.11521 | 0.92150 | 0.02005 | 2.21626 | 2.96329 | 28.7777 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.14 | 0.11460 | 0.89307 | 0.06026 | 2.01830 | 3.59402 | 71.8415 | 
 1 -> | 1991.79 | 0.11571 | 0.91824 | 0.02273 | 2.18921 | 2.99011 | 28.1585 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.13 | 0.11691 | 0.88958 | 0.06260 | 2.01925 | 3.56816 | 71.7288 | 
 1 -> | 1991.72 | 0.11688 | 0.91379 | 0.02650 | 2.23253 | 3.09484 | 28.2712 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.14 | 0.11928 | 0.88803 | 0.06490 | 2.04466 | 3.53785 | 71.4811 | 
 1 -> | 1991.68 | 0.11888 | 0.91021 | 0.03030 | 2.19056 | 3.19177 | 28.5189 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.13 | 0.12087 | 0.88570 | 0.06692 | 2.06116 | 3.50457 | 71.2592 | 
 1 -> | 1991.63 | 0.12127 | 0.90730 | 0.03147 | 2.16981 | 3.19439 | 28.7408 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.12 | 0.12299 | 0.88234 | 0.06985 | 2.03840 | 3.48462 | 71.1033 | 
 1 -> | 1991.58 | 0.12300 | 0.90492 | 0.03487 | 2.20368 | 3.25395 | 28.8967 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.12 | 0.12481 | 0.88102 | 0.07157 | 2.01097 | 3.40972 | 70.9216 | 
 1 -> | 1991.56 | 0.12451 | 0.90235 | 0.03821 | 2.22532 | 3.40699 | 29.0784 | 
