Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1973.45 | 0.12446 | 0.86686 | 0.00145 | 0.81621 | 0.32562 | 3.07002 | 
 1 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00444 | 
 2 -> | 1979.57 | 0.10870 | 0.93478 | 0.04348 | 0.36957 | 0.08696 | 0.20437 | 
 3 -> | 1979.55 | 0.06738 | 0.90981 | 0.00205 | 0.72534 | 0.41942 | 17.3405 | 
 4 -> | 1979.79 | 0.02570 | 0.92056 | 0.00000 | 18.6612 | 9.46262 | 1.90155 | 
 5 -> | 1990.59 | 0.18636 | 0.92379 | 0.00373 | 1.97706 | 0.98159 | 77.4791 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1976.65 | 0.07830 | 0.87194 | 0.00408 | 0.61909 | 0.49755 | 5.44865 | 
 1 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 1981.77 | 0.06025 | 0.91351 | 0.00583 | 0.82896 | 0.38970 | 4.57313 | 
 3 -> | 1974.79 | 0.08986 | 0.87558 | 0.00768 | 0.74270 | 0.57911 | 5.78641 | 
 4 -> | 1974.17 | 0.12264 | 0.85849 | 0.00943 | 17.5094 | 6.65094 | 0.47109 | 
 5 -> | 1989.91 | 0.17858 | 0.92558 | 0.00520 | 2.25656 | 1.10776 | 83.7207 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1974.82 | 0.09223 | 0.87352 | 0.00395 | 0.70224 | 0.47694 | 3.37333 | 
 1 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 1984.34 | 0.13226 | 0.93195 | 0.00500 | 0.51057 | 0.33948 | 11.5600 | 
 3 -> | 1972.68 | 0.12039 | 0.81327 | 0.01106 | 0.42138 | 0.30713 | 3.61778 | 
 4 -> | 1973.05 | 0.14943 | 0.86782 | 0.01724 | 12.1034 | 4.62644 | 0.77333 | 
 5 -> | 1989.80 | 0.17877 | 0.91951 | 0.00970 | 2.38662 | 1.17216 | 80.6756 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
