Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.21 | 0.13610 | 0.95822 | 0.09582 | 4.47936 | 18.4276 | 11.4705 | 
 1 -> | 2009.59 | 0.12278 | 0.92044 | 0.01568 | 0.95276 | 1.25033 | 15.0060 | 
 2 -> | 1990.60 | 0.00000 | 0.96667 | 0.00000 | 2.33333 | 13.3333 | 0.08609 | 
 3 -> | 1991.61 | 0.04444 | 0.94815 | 0.07407 | 28.3333 | 30.6370 | 0.38742 | 
 4 -> | 2012.29 | 0.09726 | 0.89521 | 0.04780 | 1.39895 | 1.56637 | 50.3099 | 
 5 -> | 1990.73 | 0.10209 | 0.92857 | 0.00707 | 2.58910 | 0.94043 | 22.7401 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.80 | 0.11483 | 0.98428 | 0.21394 | 4.86671 | 21.5714 | 4.19920 | 
 1 -> | 2008.30 | 0.21622 | 0.99324 | 0.04730 | 2.63514 | 10.4459 | 0.42480 | 
 2 -> | 1992.66 | 0.13704 | 0.98519 | 0.01481 | 3.78148 | 17.7667 | 0.77497 | 
 3 -> | 2000.87 | 0.10490 | 0.97902 | 0.31993 | 27.2570 | 68.7430 | 1.64179 | 
 4 -> | 2013.19 | 0.10143 | 0.88792 | 0.04700 | 1.30889 | 1.86572 | 41.7681 | 
 5 -> | 1999.83 | 0.11534 | 0.91578 | 0.01710 | 1.58649 | 0.70810 | 51.1912 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.64 | 0.12250 | 0.97731 | 0.29855 | 8.79946 | 24.6270 | 3.16303 | 
 1 -> | 2009.46 | 0.27638 | 0.99497 | 0.06030 | 2.66834 | 14.6784 | 0.57118 | 
 2 -> | 1992.25 | 0.08133 | 0.99630 | 0.01294 | 6.09057 | 21.4214 | 1.55281 | 
 3 -> | 2002.51 | 0.11749 | 0.98634 | 0.39891 | 27.8087 | 95.1749 | 1.05052 | 
 4 -> | 2013.02 | 0.18033 | 0.96487 | 0.23419 | 4.30679 | 10.4239 | 1.22560 | 
 5 -> | 2005.73 | 0.11414 | 0.89949 | 0.03136 | 1.38056 | 1.13805 | 92.4369 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.72 | 0.14783 | 0.97267 | 0.37391 | 12.7615 | 31.3230 | 2.31056 | 
 1 -> | 2008.14 | 0.16279 | 0.98837 | 0.03488 | 3.26744 | 19.9651 | 0.24684 | 
 2 -> | 1991.43 | 0.05769 | 0.98817 | 0.03107 | 8.66716 | 24.4571 | 1.94030 | 
 3 -> | 2003.17 | 0.09322 | 0.99576 | 0.47881 | 38.1144 | 129.860 | 0.67738 | 
 4 -> | 2011.07 | 0.16467 | 0.99401 | 0.26347 | 6.60479 | 14.5210 | 0.95867 | 
 5 -> | 2005.76 | 0.12170 | 0.90059 | 0.03547 | 1.37941 | 1.30092 | 93.8662 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.79 | 0.16616 | 0.96224 | 0.45317 | 17.2764 | 40.3761 | 1.90011 | 
 1 -> | 2008.65 | 0.09524 | 1.00000 | 0.15873 | 3.50794 | 27.6825 | 0.18083 | 
 2 -> | 1990.87 | 0.04087 | 0.98638 | 0.01907 | 11.4659 | 28.9564 | 1.05339 | 
 3 -> | 2003.67 | 0.02976 | 0.99405 | 0.50000 | 46.2024 | 165.565 | 0.48220 | 
 4 -> | 2005.59 | 0.12035 | 0.98249 | 0.19256 | 6.53173 | 19.3917 | 1.31171 | 
 5 -> | 2005.71 | 0.12327 | 0.90170 | 0.04033 | 1.43758 | 1.50376 | 95.0718 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.69 | 0.12427 | 0.96699 | 0.48544 | 25.8194 | 52.0000 | 1.47819 | 
 1 -> | 2010.52 | 0.24590 | 1.00000 | 0.49180 | 4.04918 | 38.9672 | 0.17509 | 
 2 -> | 1991.64 | 0.04094 | 0.97076 | 0.11696 | 18.7895 | 31.6842 | 0.49082 | 
 3 -> | 2005.49 | 0.02830 | 0.99057 | 0.51887 | 50.1981 | 194.274 | 0.30425 | 
 4 -> | 2002.85 | 0.09677 | 0.98157 | 0.18433 | 7.64286 | 26.0599 | 1.24569 | 
 5 -> | 2005.63 | 0.12610 | 0.90111 | 0.04554 | 1.48371 | 1.76077 | 96.3060 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.43 | 0.08075 | 0.98447 | 0.51553 | 30.3975 | 71.8385 | 0.92423 | 
 1 -> | 2006.60 | 0.21429 | 0.95238 | 0.14286 | 6.85714 | 53.5952 | 0.12055 | 
 2 -> | 1999.98 | 0.00000 | 1.00000 | 0.25490 | 40.7451 | 27.5098 | 0.14638 | 
 3 -> | 2005.33 | 0.00000 | 0.98684 | 0.60526 | 50.9737 | 239.776 | 0.21814 | 
 4 -> | 2001.34 | 0.08418 | 0.94898 | 0.27551 | 13.1429 | 33.6531 | 1.12514 | 
 5 -> | 2005.54 | 0.12949 | 0.90052 | 0.04665 | 1.55123 | 1.98371 | 97.4656 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.83 | 0.03636 | 0.99545 | 0.48182 | 30.4545 | 90.8455 | 0.63146 | 
 1 -> | 2007.10 | 0.25000 | 1.00000 | 0.54167 | 14.7083 | 59.4167 | 0.13777 | 
 2 -> | 1989.57 | 0.00000 | 1.00000 | 0.21429 | 112.714 | 61.4286 | 0.04018 | 
 3 -> | 2006.02 | 0.00000 | 1.00000 | 0.68000 | 56.0800 | 358.600 | 0.14351 | 
 4 -> | 2003.59 | 0.09665 | 0.97398 | 0.23420 | 12.2825 | 45.6543 | 0.77210 | 
 5 -> | 2005.48 | 0.13155 | 0.89842 | 0.05202 | 1.70934 | 2.23593 | 98.2750 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.60 | 0.03145 | 0.99371 | 0.54088 | 33.8805 | 117.157 | 0.45637 | 
 1 -> | 1997.76 | 0.15217 | 1.00000 | 0.08696 | 9.26087 | 76.5000 | 0.13203 | 
 2 -> | 2000.74 | 0.00000 | 1.00000 | 0.36842 | 113.421 | 76.8947 | 0.05454 | 
 3 -> | 2000.44 | 0.00000 | 1.00000 | 1.00000 | 85.7778 | 1066.44 | 0.02583 | 
 4 -> | 2005.48 | 0.13772 | 0.92216 | 0.36527 | 15.7844 | 55.6527 | 0.47933 | 
 5 -> | 2005.39 | 0.13621 | 0.89718 | 0.05369 | 1.76913 | 2.34945 | 98.8519 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.15 | 0.01905 | 1.00000 | 0.50476 | 35.2667 | 142.943 | 0.30138 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.12500 | 14.0000 | 94.2500 | 0.04592 | 
 2 -> | 2006.43 | 0.00000 | 1.00000 | 0.14286 | 109.714 | 96.5714 | 0.04018 | 
 3 -> | 1996.00 | 0.00000 | 1.00000 | 1.00000 | 90.0000 | 1272.00 | 0.01435 | 
 4 -> | 2004.95 | 0.14173 | 0.98425 | 0.61417 | 27.1339 | 71.9370 | 0.36452 | 
 5 -> | 2005.27 | 0.13701 | 0.89405 | 0.05727 | 1.81538 | 2.57869 | 99.2336 | 
