Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1981.22 | 0.01285 | 0.91796 | 0.00416 | 2.88355 | 0.69301 | 27.4036 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.01036 | 
 2 -> | 2000.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 7.00000 | 0.01036 | 
 3 -> | 1984.20 | 0.04000 | 0.92000 | 0.00000 | 1.48000 | 2.92000 | 0.25901 | 
 4 -> | 1991.10 | 0.07043 | 0.90681 | 0.00542 | 2.88406 | 1.04443 | 66.9291 | 
 5 -> | 1973.44 | 0.07692 | 0.85000 | 0.00962 | 4.69423 | 6.58654 | 5.38748 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.56 | 0.03995 | 0.91296 | 0.00542 | 2.02026 | 0.56906 | 36.3297 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 2000.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 7.00000 | 0.00000 | 
 3 -> | 1982.49 | 0.06329 | 0.93671 | 0.00000 | 1.62025 | 0.36709 | 0.81908 | 
 4 -> | 1992.22 | 0.06925 | 0.89566 | 0.00965 | 2.44411 | 0.89640 | 55.8424 | 
 5 -> | 1975.53 | 0.06065 | 0.84911 | 0.00592 | 11.3639 | 7.85207 | 7.00881 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.35 | 0.05237 | 0.90425 | 0.01124 | 1.22499 | 0.68263 | 46.1323 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1986.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 18.0000 | 0.01037 | 
 3 -> | 1981.58 | 0.02020 | 0.90909 | 0.01010 | 1.09091 | 0.56566 | 1.02655 | 
 4 -> | 1992.98 | 0.06650 | 0.89792 | 0.00817 | 1.70901 | 0.91317 | 46.9307 | 
 5 -> | 1983.53 | 0.04921 | 0.87170 | 0.00527 | 26.1441 | 8.60633 | 5.90004 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.12 | 0.05689 | 0.89578 | 0.01511 | 1.42467 | 0.59022 | 46.6660 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1982.75 | 0.07767 | 0.93204 | 0.00971 | 2.41748 | 15.4466 | 1.06813 | 
 3 -> | 1981.93 | 0.07759 | 0.93103 | 0.00862 | 1.75000 | 0.66379 | 1.20295 | 
 4 -> | 1992.91 | 0.07012 | 0.89147 | 0.01295 | 1.46918 | 0.92675 | 46.4378 | 
 5 -> | 1987.56 | 0.06054 | 0.89686 | 0.03139 | 35.3700 | 8.75561 | 4.62512 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.17 | 0.06601 | 0.90413 | 0.02066 | 1.54603 | 0.55254 | 46.1937 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1981.43 | 0.06790 | 0.87654 | 0.00000 | 3.18519 | 16.3951 | 1.68015 | 
 3 -> | 1981.90 | 0.05172 | 0.90517 | 0.00862 | 2.12069 | 0.59483 | 1.20307 | 
 4 -> | 1993.01 | 0.06689 | 0.88969 | 0.01447 | 1.52566 | 1.05219 | 47.2931 | 
 5 -> | 1987.11 | 0.06286 | 0.92286 | 0.01714 | 46.3800 | 9.18286 | 3.62995 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.17 | 0.07167 | 0.90046 | 0.02345 | 1.65915 | 0.55696 | 46.8935 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1981.78 | 0.05469 | 0.89063 | 0.01563 | 3.64844 | 16.4453 | 1.32766 | 
 3 -> | 1982.07 | 0.06612 | 0.88430 | 0.02479 | 1.96694 | 0.63636 | 1.25506 | 
 4 -> | 1992.79 | 0.06707 | 0.89756 | 0.01984 | 1.82230 | 1.32694 | 48.0967 | 
 5 -> | 1987.76 | 0.04701 | 0.86325 | 0.03419 | 52.6111 | 10.8205 | 2.42713 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.13 | 0.07278 | 0.89829 | 0.02715 | 1.81861 | 0.54106 | 46.6079 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1981.03 | 0.05385 | 0.89231 | 0.01538 | 4.34615 | 17.3538 | 1.34855 | 
 3 -> | 1981.82 | 0.03623 | 0.87681 | 0.05797 | 2.57971 | 0.65217 | 1.43154 | 
 4 -> | 1992.87 | 0.07461 | 0.89768 | 0.02388 | 1.85867 | 1.19591 | 48.6618 | 
 5 -> | 1987.54 | 0.05851 | 0.87766 | 0.01596 | 63.9255 | 15.5957 | 1.95021 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.20 | 0.07258 | 0.89750 | 0.02568 | 1.84256 | 0.56744 | 46.4571 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1981.35 | 0.04724 | 0.89764 | 0.02362 | 5.52756 | 17.0787 | 1.31756 | 
 3 -> | 1981.25 | 0.04918 | 0.87705 | 0.00820 | 2.28689 | 0.62295 | 1.26569 | 
 4 -> | 1992.92 | 0.08351 | 0.89104 | 0.02735 | 1.86348 | 1.22444 | 49.3205 | 
 5 -> | 1988.30 | 0.10759 | 0.89873 | 0.02532 | 73.0316 | 20.2911 | 1.63917 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.34 | 0.07593 | 0.89914 | 0.02901 | 1.95354 | 0.53808 | 45.7771 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1980.89 | 0.08609 | 0.92053 | 0.02649 | 6.05298 | 16.6159 | 1.56672 | 
 3 -> | 1981.51 | 0.05556 | 0.86420 | 0.04321 | 1.53704 | 0.45679 | 1.68085 | 
 4 -> | 1993.01 | 0.08791 | 0.89464 | 0.03117 | 2.11471 | 1.19534 | 49.9274 | 
 5 -> | 1987.56 | 0.13861 | 0.90099 | 0.03960 | 103.980 | 33.4851 | 1.04794 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.23 | 0.08267 | 0.89871 | 0.02657 | 1.97047 | 0.56779 | 45.6885 | 
 1 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 2.00000 | 0.00000 | 
 2 -> | 1981.68 | 0.08333 | 0.91026 | 0.03205 | 9.53205 | 13.7115 | 1.61876 | 
 3 -> | 1981.86 | 0.07143 | 0.90909 | 0.04545 | 2.57143 | 0.36364 | 1.59801 | 
 4 -> | 1992.84 | 0.08636 | 0.90107 | 0.03380 | 2.23805 | 1.20919 | 50.3476 | 
 5 -> | 1987.90 | 0.09722 | 0.88889 | 0.02778 | 129.056 | 41.1111 | 0.74712 | 
