Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.38 | 0.10097 | 0.89948 | 0.04917 | 1.96264 | 3.39384 | 69.9816 | 
 1 -> | 1992.61 | 0.11674 | 0.93374 | 0.01166 | 2.27603 | 3.14935 | 30.0184 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.22 | 0.10173 | 0.89823 | 0.04994 | 2.00419 | 3.23103 | 71.3261 | 
 1 -> | 1992.11 | 0.11321 | 0.93323 | 0.01231 | 1.97327 | 3.17167 | 28.6739 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.10 | 0.10417 | 0.89703 | 0.05342 | 1.96795 | 3.06406 | 71.9977 | 
 1 -> | 1991.77 | 0.11408 | 0.92579 | 0.01435 | 2.07923 | 3.35250 | 28.0023 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.12 | 0.11015 | 0.89405 | 0.05747 | 1.98444 | 3.16938 | 71.7652 | 
 1 -> | 1991.73 | 0.11782 | 0.92488 | 0.01667 | 2.02572 | 3.23259 | 28.2348 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.07 | 0.11482 | 0.88998 | 0.06037 | 1.97709 | 3.11542 | 71.7968 | 
 1 -> | 1991.63 | 0.12151 | 0.92377 | 0.01985 | 2.04661 | 3.34643 | 28.2032 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.06 | 0.12065 | 0.88598 | 0.06377 | 1.99490 | 3.15031 | 71.5155 | 
 1 -> | 1991.45 | 0.12031 | 0.91909 | 0.02156 | 1.98972 | 3.10288 | 28.4845 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.06 | 0.11897 | 0.88494 | 0.06866 | 1.98658 | 3.15170 | 71.1969 | 
 1 -> | 1991.42 | 0.12417 | 0.91749 | 0.02372 | 2.03896 | 3.25291 | 28.8031 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.05 | 0.11928 | 0.88221 | 0.07066 | 1.99903 | 3.15631 | 71.0821 | 
 1 -> | 1991.31 | 0.12486 | 0.91692 | 0.02571 | 2.02948 | 3.27960 | 28.9179 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.06 | 0.12062 | 0.87930 | 0.07501 | 1.95569 | 3.09211 | 70.8639 | 
 1 -> | 1991.34 | 0.12807 | 0.91567 | 0.02798 | 1.98808 | 3.05349 | 29.1361 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.01 | 0.12281 | 0.87922 | 0.07657 | 1.94901 | 3.00930 | 70.6975 | 
 1 -> | 1991.26 | 0.13214 | 0.90998 | 0.03164 | 1.95886 | 3.00656 | 29.3025 | 
