Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.23 | 0.10088 | 0.91602 | 0.03638 | 3.10162 | 5.22949 | 58.0678 | 
 1 -> | 2010.73 | 0.10472 | 0.89993 | 0.04716 | 0.57159 | 0.75633 | 41.9322 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1998.67 | 0.10320 | 0.91994 | 0.02998 | 2.99291 | 5.53886 | 46.5327 | 
 1 -> | 2011.81 | 0.10071 | 0.89838 | 0.05256 | 1.27303 | 1.30749 | 53.4673 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1995.05 | 0.10758 | 0.91908 | 0.02562 | 3.16200 | 6.00365 | 36.1797 | 
 1 -> | 2011.68 | 0.10038 | 0.89674 | 0.05541 | 1.47866 | 1.70987 | 63.8203 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.93 | 0.10750 | 0.91674 | 0.02333 | 2.93190 | 5.69103 | 31.6131 | 
 1 -> | 2011.34 | 0.10510 | 0.89780 | 0.05981 | 1.61634 | 2.05351 | 68.3869 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.27 | 0.11264 | 0.91225 | 0.02554 | 2.83406 | 5.25165 | 30.9099 | 
 1 -> | 2011.26 | 0.10469 | 0.89519 | 0.06265 | 1.69075 | 2.30855 | 69.0901 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.96 | 0.11678 | 0.91262 | 0.03017 | 2.61163 | 4.81835 | 30.3530 | 
 1 -> | 2011.26 | 0.10534 | 0.89260 | 0.06342 | 1.81570 | 2.44455 | 69.6470 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.86 | 0.11759 | 0.91329 | 0.03369 | 2.52402 | 4.52656 | 30.5855 | 
 1 -> | 2011.25 | 0.10631 | 0.88629 | 0.06579 | 1.80781 | 2.60433 | 69.4145 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.76 | 0.11953 | 0.91091 | 0.03789 | 2.36632 | 4.34556 | 30.8324 | 
 1 -> | 2011.23 | 0.10889 | 0.88024 | 0.06843 | 1.80218 | 2.74977 | 69.1676 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.63 | 0.12316 | 0.90447 | 0.04186 | 2.71805 | 4.35153 | 30.8553 | 
 1 -> | 2011.20 | 0.11424 | 0.87846 | 0.07223 | 1.80548 | 2.86247 | 69.1447 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.56 | 0.12924 | 0.90207 | 0.04135 | 2.84586 | 4.23553 | 30.8927 | 
 1 -> | 2011.18 | 0.11700 | 0.87773 | 0.07812 | 1.83050 | 2.91515 | 69.1073 | 
