Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.40 | 0.10749 | 0.95780 | 0.12526 | 3.66879 | 11.1235 | 19.3824 | 
 1 -> | 2002.36 | 0.14286 | 1.00000 | 0.14286 | 2.64286 | 9.61905 | 0.12053 | 
 2 -> | 2003.62 | 0.19231 | 1.00000 | 0.00000 | 1.07692 | 6.15385 | 0.07461 | 
 3 -> | 1990.77 | 0.04887 | 0.99127 | 0.01920 | 4.69459 | 19.0349 | 1.64438 | 
 4 -> | 2002.46 | 0.09961 | 0.88802 | 0.01867 | 1.42287 | 0.57702 | 48.7201 | 
 5 -> | 2008.78 | 0.12746 | 0.91541 | 0.02406 | 1.87646 | 1.99857 | 30.0580 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.63 | 0.11136 | 0.92323 | 0.10748 | 2.53101 | 4.22809 | 19.2537 | 
 1 -> | 2009.09 | 0.03846 | 0.99038 | 0.26923 | 4.29808 | 19.6923 | 0.29851 | 
 2 -> | 2007.09 | 0.06383 | 1.00000 | 0.06383 | 2.32979 | 15.2128 | 0.26980 | 
 3 -> | 1999.56 | 0.09905 | 0.97682 | 0.18967 | 16.4268 | 54.9178 | 2.72388 | 
 4 -> | 2007.38 | 0.09099 | 0.88193 | 0.03068 | 1.34619 | 1.27670 | 24.6986 | 
 5 -> | 2002.68 | 0.12187 | 0.91317 | 0.01730 | 1.50207 | 1.17661 | 52.7555 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.97 | 0.10966 | 0.88327 | 0.06027 | 1.53520 | 1.81641 | 30.0488 | 
 1 -> | 2015.35 | 0.55000 | 1.00000 | 0.30000 | 29.4500 | 17.2500 | 0.05741 | 
 2 -> | 2010.79 | 0.12178 | 0.98113 | 0.33448 | 5.66552 | 18.3997 | 1.67336 | 
 3 -> | 2006.40 | 0.18828 | 0.96234 | 0.40795 | 23.3870 | 79.9205 | 1.37199 | 
 4 -> | 2008.72 | 0.12304 | 0.89459 | 0.04418 | 1.00775 | 1.17283 | 14.8134 | 
 5 -> | 2000.16 | 0.11231 | 0.92233 | 0.02069 | 1.96503 | 2.43505 | 52.0350 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.73 | 0.11131 | 0.87396 | 0.04667 | 1.12785 | 1.23524 | 38.0080 | 
 1 -> | 2014.39 | 0.30303 | 0.63636 | 0.21212 | 21.8788 | 4.09091 | 0.09472 | 
 2 -> | 2013.24 | 0.18531 | 0.96661 | 0.39399 | 10.7295 | 17.5910 | 1.71929 | 
 3 -> | 2010.75 | 0.12500 | 0.93750 | 0.37500 | 23.3750 | 52.6458 | 0.13777 | 
 4 -> | 2008.67 | 0.13186 | 0.91001 | 0.06133 | 1.03839 | 1.63412 | 16.5212 | 
 5 -> | 1997.64 | 0.11127 | 0.93035 | 0.03285 | 2.74113 | 4.87172 | 43.5189 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.85 | 0.10956 | 0.88417 | 0.03852 | 0.98084 | 1.05454 | 42.1010 | 
 1 -> | 2013.25 | 0.00000 | 1.00000 | 0.03571 | 14.5714 | 2.50000 | 0.08037 | 
 2 -> | 2014.44 | 0.14171 | 0.94652 | 0.29947 | 11.9278 | 12.8663 | 1.07348 | 
 3 -> | 2015.71 | 0.71429 | 1.00000 | 0.14286 | 51.3214 | 20.5000 | 0.08037 | 
 4 -> | 2009.66 | 0.13404 | 0.88980 | 0.07149 | 1.20592 | 1.91942 | 21.7997 | 
 5 -> | 1994.73 | 0.12201 | 0.93365 | 0.04446 | 3.39458 | 6.17403 | 34.8651 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.03 | 0.12451 | 0.88673 | 0.02957 | 0.81605 | 1.00365 | 29.1160 | 
 1 -> | 2009.65 | 0.01031 | 0.97938 | 0.02062 | 10.2268 | 1.43299 | 0.27842 | 
 2 -> | 2011.75 | 0.21569 | 0.98431 | 0.27059 | 6.87451 | 14.5647 | 0.73192 | 
 3 -> | 2014.43 | 0.28571 | 1.00000 | 0.00000 | 43.4286 | 9.19048 | 0.06028 | 
