Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1987.74 | 0.06133 | 0.93077 | 0.00237 | 0.46618 | 1.51724 | 39.5153 | 
 1 -> | 1982.79 | 0.00000 | 0.92857 | 0.00000 | 1.82143 | 2.28571 | 0.29124 | 
 2 -> | 1982.51 | 0.01064 | 0.94149 | 0.00089 | 0.55408 | 0.36879 | 11.7329 | 
 3 -> | 1977.51 | 0.04048 | 0.89317 | 0.00332 | 1.84605 | 0.85667 | 15.6751 | 
 4 -> | 1975.91 | 0.06383 | 0.93617 | 0.02128 | 13.0638 | 22.2766 | 0.48887 | 
 5 -> | 1993.57 | 0.07214 | 0.88631 | 0.00580 | 7.69758 | 1.78100 | 32.2967 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.27 | 0.06177 | 0.92073 | 0.00800 | 0.77219 | 0.78970 | 41.6259 | 
 1 -> | 1985.09 | 0.10169 | 0.92373 | 0.00000 | 1.91525 | 5.62712 | 1.22827 | 
 2 -> | 1984.05 | 0.03971 | 0.93646 | 0.00397 | 1.00635 | 0.45989 | 13.1050 | 
 3 -> | 1978.49 | 0.03402 | 0.91423 | 0.00383 | 1.44705 | 0.69957 | 21.7237 | 
 4 -> | 1982.00 | 0.08000 | 0.89000 | 0.01000 | 3.90000 | 22.4000 | 1.04091 | 
 5 -> | 1995.23 | 0.09247 | 0.85812 | 0.01517 | 10.7422 | 2.99217 | 21.2762 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.61 | 0.06242 | 0.90938 | 0.01157 | 0.94288 | 0.43239 | 43.1918 | 
 1 -> | 1988.53 | 0.07602 | 0.94152 | 0.01170 | 2.09942 | 7.26901 | 1.78014 | 
 2 -> | 1985.04 | 0.07426 | 0.92941 | 0.01985 | 1.05588 | 0.72353 | 14.1578 | 
 3 -> | 1979.20 | 0.03753 | 0.91258 | 0.00495 | 1.57237 | 0.70062 | 25.2446 | 
 4 -> | 1982.35 | 0.05882 | 0.86765 | 0.00735 | 2.17647 | 18.4632 | 1.41578 | 
 5 -> | 1995.40 | 0.09524 | 0.84542 | 0.02125 | 15.1531 | 5.63810 | 14.2099 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
