Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.38 | 0.09993 | 0.97896 | 0.23274 | 18.2807 | 14.7659 | 4.36492 | 
 1 -> | 2013.00 | 0.00000 | 1.00000 | 0.00000 | 4.75000 | 0.00000 | 0.01148 | 
 2 -> | 2009.41 | 0.10124 | 0.89692 | 0.04760 | 1.10327 | 2.39512 | 43.7669 | 
 3 -> | 1990.11 | 0.05967 | 0.92955 | 0.00216 | 1.26959 | 0.41337 | 3.99185 | 
 4 -> | 1987.50 | 0.04337 | 0.94021 | 0.01389 | 5.33726 | 14.7848 | 6.81570 | 
 5 -> | 2006.44 | 0.13101 | 0.91939 | 0.01552 | 1.02258 | 1.99434 | 41.0492 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.35 | 0.11433 | 0.97987 | 0.35990 | 22.5032 | 37.8953 | 3.56487 | 
 1 -> | 2014.00 | 0.00000 | 1.00000 | 0.06452 | 17.0968 | 3.87097 | 0.08898 | 
 2 -> | 2011.04 | 0.16786 | 0.95357 | 0.22857 | 6.27857 | 11.0464 | 0.80367 | 
 3 -> | 1995.47 | 0.11765 | 0.88235 | 0.00000 | 14.4118 | 1.00000 | 0.04879 | 
 4 -> | 1991.50 | 0.06242 | 0.98726 | 0.03057 | 7.13503 | 30.2522 | 2.25316 | 
 5 -> | 2005.98 | 0.10885 | 0.90903 | 0.02718 | 1.18175 | 1.51304 | 93.2405 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.46 | 0.10959 | 0.97456 | 0.43249 | 35.7573 | 85.8826 | 1.46670 | 
 1 -> | 2014.70 | 0.34783 | 1.00000 | 0.26087 | 28.0435 | 19.6087 | 0.06602 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.12342 | 
 3 -> | 2001.35 | 0.21569 | 0.94118 | 0.03922 | 41.7647 | 8.66667 | 0.14638 | 
 4 -> | 1994.97 | 0.06039 | 0.98551 | 0.11836 | 6.12560 | 34.8285 | 1.18829 | 
 5 -> | 2005.81 | 0.10950 | 0.91337 | 0.03527 | 1.49216 | 1.88934 | 97.0092 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.17 | 0.09756 | 0.98537 | 0.37561 | 59.5415 | 143.756 | 0.58840 | 
 1 -> | 2008.50 | 0.25000 | 1.00000 | 1.00000 | 36.7500 | 51.5000 | 0.02296 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 1991.00 | 0.00000 | 1.00000 | 0.00000 | 140.000 | 0.00000 | 0.00574 | 
 4 -> | 2001.14 | 0.14286 | 0.94048 | 0.42857 | 17.7619 | 52.1488 | 0.48220 | 
 5 -> | 2005.64 | 0.11284 | 0.91206 | 0.04057 | 1.68172 | 2.39229 | 98.9007 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.49 | 0.17333 | 1.00000 | 0.50667 | 67.4533 | 142.093 | 0.21527 | 
 1 -> | 2008.50 | 0.25000 | 1.00000 | 1.00000 | 36.7500 | 51.5000 | 0.00000 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 1998.15 | 0.00000 | 1.00000 | 0.15385 | 364.000 | 160.077 | 0.03731 | 
 4 -> | 2001.78 | 0.05172 | 1.00000 | 0.06897 | 23.9138 | 89.1897 | 0.16648 | 
 5 -> | 2005.61 | 0.11601 | 0.90915 | 0.04390 | 1.80348 | 2.68695 | 99.5809 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.21 | 0.05263 | 1.00000 | 0.31579 | 84.3333 | 147.333 | 0.16361 | 
 1 -> | 1988.71 | 0.00000 | 1.00000 | 0.00000 | 118.000 | 70.2857 | 0.02009 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 2004.00 | 0.00000 | 1.00000 | 0.20000 | 518.000 | 216.000 | 0.01435 | 
 4 -> | 2002.25 | 0.15584 | 1.00000 | 0.20779 | 29.3117 | 92.9740 | 0.22101 | 
 5 -> | 2005.50 | 0.11956 | 0.90595 | 0.04453 | 1.78440 | 2.64928 | 99.5809 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.33 | 0.00000 | 1.00000 | 0.31111 | 86.7556 | 167.067 | 0.12916 | 
 1 -> | 1996.92 | 0.00000 | 1.00000 | 0.29167 | 112.583 | 90.7083 | 0.06889 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 2004.00 | 0.33333 | 1.00000 | 0.66667 | 518.000 | 216.000 | 0.00861 | 
 4 -> | 1999.01 | 0.20833 | 1.00000 | 0.19444 | 31.7361 | 98.6944 | 0.20666 | 
 5 -> | 2005.53 | 0.12186 | 0.90518 | 0.04822 | 1.81479 | 2.66985 | 99.5867 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.57 | 0.00000 | 1.00000 | 0.26087 | 89.3913 | 170.239 | 0.13203 | 
 1 -> | 2003.60 | 0.00000 | 1.00000 | 0.00000 | 150.800 | 112.000 | 0.01435 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 2004.00 | 0.33333 | 1.00000 | 0.66667 | 518.000 | 216.000 | 0.00000 | 
 4 -> | 1999.63 | 0.21918 | 1.00000 | 0.41096 | 57.9589 | 98.4658 | 0.20953 | 
