Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.78 | 0.11653 | 0.93828 | 0.05363 | 2.82614 | 2.40202 | 17.0182 | 
 1 -> | 1991.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 2 -> | 2008.56 | 0.08836 | 0.92204 | 0.05717 | 2.37422 | 1.66632 | 2.76080 | 
 3 -> | 2008.01 | 0.08824 | 0.96471 | 0.04118 | 2.64118 | 2.58824 | 0.48787 | 
 4 -> | 1992.30 | 0.09809 | 0.93378 | 0.01083 | 2.85807 | 5.69593 | 27.8232 | 
 5 -> | 2012.85 | 0.10262 | 0.89130 | 0.04683 | 1.37740 | 2.71858 | 51.9070 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.71 | 0.10670 | 0.93333 | 0.05054 | 2.17391 | 2.49293 | 15.8448 | 
 1 -> | 1991.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.85 | 0.15385 | 0.92308 | 0.11538 | 0.84615 | 0.15385 | 0.07463 | 
 3 -> | 2004.72 | 0.12236 | 0.93923 | 0.05539 | 3.12319 | 1.98016 | 6.94357 | 
 4 -> | 1991.12 | 0.09756 | 0.93132 | 0.01194 | 2.82661 | 5.04127 | 25.2454 | 
 5 -> | 2012.70 | 0.10399 | 0.88760 | 0.05167 | 1.62524 | 3.56289 | 51.8916 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.47 | 0.10849 | 0.90681 | 0.05476 | 1.73067 | 2.28348 | 24.9505 | 
 1 -> | 1991.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.84 | 0.18605 | 0.95349 | 0.04651 | 0.51163 | 0.25581 | 0.12343 | 
 3 -> | 2002.62 | 0.13699 | 0.94521 | 0.04795 | 2.61644 | 0.51370 | 0.41909 | 
 4 -> | 1990.41 | 0.09338 | 0.92641 | 0.01591 | 2.24481 | 3.35762 | 23.6387 | 
 5 -> | 2010.97 | 0.11625 | 0.90142 | 0.05338 | 2.21528 | 4.48383 | 50.8683 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.50 | 0.11720 | 0.89354 | 0.05788 | 1.61310 | 2.31895 | 25.9387 | 
 1 -> | 1991.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 2 -> | 2003.23 | 0.15659 | 0.93681 | 0.07418 | 0.63736 | 0.95330 | 1.04490 | 
 3 -> | 2001.82 | 0.16303 | 0.92773 | 0.03361 | 2.28571 | 0.87563 | 1.70800 | 
