Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.92 | 0.09926 | 0.97512 | 0.15740 | 9.11500 | 22.7403 | 11.3053 | 
 1 -> | 2006.42 | 0.11190 | 0.90428 | 0.02576 | 1.16869 | 0.95405 | 88.6947 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.04 | 0.10628 | 0.97702 | 0.19409 | 11.7439 | 32.0300 | 6.99483 | 
 1 -> | 2006.08 | 0.11450 | 0.90365 | 0.03173 | 1.35315 | 1.27994 | 93.0052 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.05 | 0.11016 | 0.96940 | 0.24113 | 13.4113 | 43.7001 | 4.69001 | 
 1 -> | 2005.84 | 0.11555 | 0.90788 | 0.03770 | 1.51620 | 1.54918 | 95.3100 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.45 | 0.12230 | 0.96143 | 0.29069 | 16.7611 | 54.8627 | 3.05109 | 
 1 -> | 2005.72 | 0.11828 | 0.90405 | 0.04240 | 1.57945 | 1.78408 | 96.9489 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.70 | 0.14136 | 0.95812 | 0.31675 | 19.2984 | 69.7788 | 2.19288 | 
 1 -> | 2005.63 | 0.11997 | 0.90278 | 0.04622 | 1.65774 | 1.95313 | 97.8071 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.29 | 0.15172 | 0.95172 | 0.34655 | 21.3138 | 79.7879 | 1.66475 | 
 1 -> | 2005.54 | 0.11999 | 0.90093 | 0.05038 | 1.74410 | 2.12945 | 98.3352 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.15 | 0.12679 | 0.93541 | 0.39474 | 24.9282 | 91.2632 | 1.19977 | 
 1 -> | 2005.44 | 0.12158 | 0.89992 | 0.05197 | 1.74859 | 2.26588 | 98.8002 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.06 | 0.10694 | 0.92197 | 0.44220 | 26.7139 | 95.3844 | 0.99311 | 
 1 -> | 2005.40 | 0.12428 | 0.89839 | 0.05386 | 1.78193 | 2.33562 | 99.0069 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.99 | 0.10180 | 0.91916 | 0.39820 | 26.2216 | 93.4701 | 0.95867 | 
 1 -> | 2005.42 | 0.12436 | 0.89692 | 0.05758 | 1.76172 | 2.30493 | 99.0413 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.42 | 0.08084 | 0.90719 | 0.40419 | 25.8533 | 87.8772 | 0.95867 | 
 1 -> | 2005.28 | 0.12354 | 0.89555 | 0.05921 | 1.79015 | 2.33516 | 99.0413 | 
