Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1993.31 | 0.13433 | 0.89552 | 0.00000 | 0.19403 | 1.41791 | 24.5421 | 
 1 -> | 1994.80 | 0.20000 | 0.80000 | 0.00000 | 0.00000 | 0.20000 | 1.83150 | 
 2 -> | 1989.74 | 0.06452 | 0.85484 | 0.00000 | 0.38710 | 0.90323 | 22.7106 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.36630 | 
 4 -> | 2000.79 | 0.13462 | 0.94231 | 0.00000 | 0.13462 | 1.19231 | 19.0476 | 
 5 -> | 2011.07 | 0.04651 | 0.84884 | 0.00000 | 0.36047 | 1.23256 | 31.5018 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.96 | 0.16000 | 0.86000 | 0.00000 | 0.14000 | 1.14000 | 18.7970 | 
 1 -> | 1993.67 | 0.33333 | 0.66667 | 0.00000 | 0.00000 | 0.66667 | 1.12782 | 
 2 -> | 1989.67 | 0.11905 | 0.85714 | 0.00000 | 0.28571 | 1.00000 | 15.7895 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1999.73 | 0.09091 | 0.92727 | 0.00000 | 0.38182 | 1.20000 | 20.6767 | 
 5 -> | 2010.33 | 0.03448 | 0.87931 | 0.00000 | 0.18103 | 1.40517 | 43.6090 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.45 | 0.24138 | 0.82759 | 0.00000 | 0.10345 | 1.44828 | 10.9434 | 
 1 -> | 1992.44 | 0.18519 | 0.85185 | 0.00000 | 0.25926 | 0.88889 | 10.1887 | 
 2 -> | 1989.77 | 0.35484 | 0.90323 | 0.00000 | 0.29032 | 0.83871 | 11.6981 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1999.10 | 0.14000 | 0.94000 | 0.00000 | 0.36000 | 1.64000 | 18.8679 | 
 5 -> | 2009.76 | 0.05469 | 0.86719 | 0.02344 | 0.17188 | 1.31250 | 48.3019 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.22 | 0.16667 | 0.86111 | 0.02778 | 0.05556 | 2.86111 | 13.6364 | 
 1 -> | 1992.00 | 0.28571 | 1.00000 | 0.00000 | 0.28571 | 0.28571 | 2.65152 | 
 2 -> | 1986.52 | 0.34783 | 0.95652 | 0.04348 | 0.73913 | 1.17391 | 8.71212 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1996.27 | 0.20833 | 0.93750 | 0.02083 | 0.14583 | 0.93750 | 18.1818 | 
 5 -> | 2008.65 | 0.05333 | 0.90667 | 0.01333 | 0.18667 | 1.00000 | 56.8182 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1994.46 | 0.40541 | 0.86486 | 0.05405 | 0.05405 | 2.29730 | 14.0684 | 
 1 -> | 1993.00 | 0.50000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.76046 | 
 2 -> | 1977.86 | 0.14286 | 1.00000 | 0.00000 | 0.14286 | 1.00000 | 2.66160 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1992.05 | 0.20968 | 0.82258 | 0.03226 | 0.22581 | 0.72581 | 23.5741 | 
 5 -> | 2008.31 | 0.04516 | 0.92903 | 0.00645 | 0.16129 | 1.46452 | 58.9354 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.30 | 0.21212 | 0.78788 | 0.00000 | 0.15152 | 2.57576 | 12.5954 | 
 1 -> | 1995.22 | 0.33333 | 0.88889 | 0.11111 | 0.11111 | 0.11111 | 3.43511 | 
 2 -> | 1981.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 12.0000 | 0.76336 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1990.32 | 0.33333 | 0.83333 | 0.03030 | 0.30303 | 1.07576 | 25.1908 | 
 5 -> | 2008.47 | 0.06579 | 0.91447 | 0.00000 | 0.20395 | 0.86184 | 58.0153 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.14 | 0.25581 | 0.86047 | 0.04651 | 0.23256 | 2.20930 | 16.4751 | 
 1 -> | 1994.33 | 0.44444 | 0.88889 | 0.05556 | 0.38889 | 0.22222 | 6.89655 | 
 2 -> | 1991.67 | 0.66667 | 1.00000 | 0.00000 | 0.00000 | 12.3333 | 1.14943 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1988.93 | 0.31579 | 0.66667 | 0.01754 | 0.12281 | 0.82456 | 21.8391 | 
 5 -> | 2008.56 | 0.08571 | 0.87857 | 0.00000 | 0.27143 | 1.32143 | 53.6398 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1998.53 | 0.37500 | 0.81250 | 0.00000 | 0.09375 | 0.75000 | 12.3077 | 
 1 -> | 1994.60 | 0.40000 | 0.90000 | 0.00000 | 0.55000 | 0.20000 | 7.69231 | 
 2 -> | 1994.67 | 0.66667 | 0.83333 | 0.00000 | 0.00000 | 12.0000 | 2.30769 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1989.64 | 0.26923 | 0.61538 | 0.02564 | 0.24359 | 0.76923 | 30.0000 | 
 5 -> | 2009.15 | 0.09677 | 0.89516 | 0.00806 | 0.33065 | 1.40323 | 47.6923 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1999.65 | 0.29412 | 0.82353 | 0.00000 | 0.29412 | 0.17647 | 6.56371 | 
 1 -> | 1993.62 | 0.55172 | 0.86207 | 0.06897 | 0.41379 | 0.51724 | 11.1969 | 
 2 -> | 1997.23 | 0.46154 | 0.84615 | 0.00000 | 0.00000 | 12.8462 | 5.01931 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1989.67 | 0.32558 | 0.77907 | 0.03488 | 0.37209 | 0.72093 | 33.2046 | 
 5 -> | 2008.97 | 0.09649 | 0.86842 | 0.01754 | 0.26316 | 1.18421 | 44.0154 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2001.77 | 0.30000 | 0.83333 | 0.00000 | 0.26667 | 0.30000 | 11.6279 | 
 1 -> | 1992.86 | 0.38095 | 0.90476 | 0.00000 | 0.52381 | 0.23810 | 8.13953 | 
 2 -> | 1998.86 | 0.14286 | 0.57143 | 0.00000 | 0.00000 | 13.0000 | 2.71318 | 
 3 -> | 2011.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 4 -> | 1990.16 | 0.32941 | 0.81176 | 0.07059 | 0.22353 | 0.67059 | 32.9457 | 
 5 -> | 2009.92 | 0.08696 | 0.84348 | 0.01739 | 0.30435 | 0.92174 | 44.5736 | 
