Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.13 | 0.25000 | 0.81250 | 0.18750 | 12.3125 | 7.81250 | 21.0526 | 
 1 -> | 2010.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 2.63158 | 
 2 -> | 1997.42 | 0.47368 | 0.36842 | 0.05263 | 0.10526 | 0.78947 | 25.0000 | 
 3 -> | 1985.00 | 0.00000 | 0.50000 | 0.00000 | 0.00000 | 0.00000 | 2.63158 | 
 4 -> | 1980.19 | 0.14286 | 0.66667 | 0.00000 | 197.571 | 1052.48 | 27.6316 | 
 5 -> | 2010.38 | 0.06250 | 0.87500 | 0.12500 | 11.8750 | 7.18750 | 21.0526 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.13 | 0.25000 | 0.81250 | 0.18750 | 12.3125 | 7.81250 | 0.00000 | 
 1 -> | 2010.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2000.23 | 0.84615 | 0.46154 | 0.30769 | 0.46154 | 0.38462 | 18.8406 | 
 3 -> | 1984.33 | 0.09091 | 0.69697 | 0.00000 | 0.12121 | 0.33333 | 47.8261 | 
 4 -> | 1999.00 | 1.00000 | 0.00000 | 0.00000 | 1383.00 | 7366.00 | 1.44928 | 
 5 -> | 2010.77 | 0.00000 | 0.95455 | 0.09091 | 0.22727 | 0.72727 | 31.8841 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.13 | 0.25000 | 0.81250 | 0.18750 | 12.3125 | 7.81250 | 0.00000 | 
 1 -> | 2010.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2000.23 | 0.84615 | 0.46154 | 0.30769 | 0.46154 | 0.38462 | 0.00000 | 
 3 -> | 1982.50 | 0.00000 | 0.78571 | 0.00000 | 0.35714 | 1.00000 | 41.1765 | 
 4 -> | 1997.00 | 0.00000 | 1.00000 | 0.00000 | 1383.00 | 7366.00 | 1.47059 | 
 5 -> | 2003.41 | 0.25641 | 0.79487 | 0.05128 | 0.05128 | 0.79487 | 57.3529 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.13 | 0.25000 | 0.81250 | 0.18750 | 12.3125 | 7.81250 | 0.00000 | 
 1 -> | 2010.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 2000.23 | 0.84615 | 0.46154 | 0.30769 | 0.46154 | 0.38462 | 0.00000 | 
