Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.97 | 0.12548 | 0.95053 | 0.00787 | 4.49292 | 6.74477 | 12.7633 | 
 1 -> | 2007.95 | 0.09844 | 0.90472 | 0.04287 | 1.78246 | 3.02787 | 87.2367 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.37 | 0.09565 | 0.93667 | 0.02733 | 4.63997 | 8.16065 | 24.1561 | 
 1 -> | 2010.25 | 0.10699 | 0.89854 | 0.04644 | 1.39317 | 2.03781 | 75.8439 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.13 | 0.10221 | 0.92889 | 0.03462 | 4.19281 | 7.23779 | 27.6894 | 
 1 -> | 2010.85 | 0.10848 | 0.89513 | 0.04616 | 1.30909 | 1.82070 | 72.3106 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.34 | 0.10999 | 0.92330 | 0.03840 | 4.19778 | 7.09565 | 29.2279 | 
 1 -> | 2011.07 | 0.10825 | 0.89066 | 0.04936 | 1.32457 | 1.79856 | 70.7721 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.39 | 0.11744 | 0.91653 | 0.03918 | 4.13973 | 7.54029 | 29.7445 | 
 1 -> | 2011.09 | 0.10761 | 0.88565 | 0.05303 | 1.37276 | 1.82947 | 70.2555 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.39 | 0.12311 | 0.91617 | 0.04464 | 4.11919 | 7.71153 | 30.0287 | 
 1 -> | 2011.08 | 0.10940 | 0.88453 | 0.05534 | 1.34982 | 1.79691 | 69.9713 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.33 | 0.12440 | 0.91090 | 0.04920 | 4.06656 | 7.89622 | 29.9254 | 
 1 -> | 2011.03 | 0.11538 | 0.88306 | 0.06140 | 1.38924 | 1.83952 | 70.0746 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.12 | 0.12064 | 0.90545 | 0.04699 | 4.01630 | 7.81780 | 29.9311 | 
 1 -> | 2010.98 | 0.12133 | 0.87518 | 0.06685 | 1.38170 | 1.81935 | 70.0689 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.02 | 0.12559 | 0.90405 | 0.04890 | 4.04724 | 8.15786 | 29.3456 | 
 1 -> | 2010.93 | 0.12569 | 0.87232 | 0.07040 | 1.38272 | 1.82300 | 70.6544 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.93 | 0.12143 | 0.89882 | 0.05210 | 4.03554 | 8.01178 | 29.4747 | 
 1 -> | 2010.84 | 0.12678 | 0.87294 | 0.07224 | 1.40438 | 1.81588 | 70.5253 | 
