Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.77 | 0.11774 | 0.93154 | 0.01271 | 1.48470 | 1.68361 | 11.0662 | 
 1 -> | 2007.70 | 0.09471 | 0.93195 | 0.05730 | 1.18902 | 1.07561 | 7.21194 | 
 2 -> | 2012.93 | 0.09593 | 0.89260 | 0.04748 | 1.40132 | 1.26906 | 17.7701 | 
 3 -> | 1982.04 | 0.05479 | 0.86301 | 0.00000 | 8.75342 | 0.97260 | 0.20950 | 
 4 -> | 2008.00 | 0.10432 | 0.91637 | 0.04047 | 12.8264 | 42.3040 | 3.19128 | 
 5 -> | 2005.84 | 0.10569 | 0.90928 | 0.04090 | 1.86213 | 2.45922 | 60.5510 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.39 | 0.08994 | 0.93200 | 0.01043 | 0.94423 | 1.67062 | 15.9567 | 
 1 -> | 2001.40 | 0.15634 | 0.92625 | 0.01180 | 1.19174 | 1.90265 | 0.97308 | 
 2 -> | 2006.70 | 0.09620 | 0.93065 | 0.06823 | 0.87248 | 0.93512 | 2.56616 | 
 3 -> | 1984.98 | 0.06095 | 0.91556 | 0.01333 | 4.17841 | 2.34095 | 4.52093 | 
 4 -> | 1992.47 | 0.10112 | 0.94382 | 0.01685 | 15.4270 | 47.8146 | 0.51094 | 
 5 -> | 2010.20 | 0.11524 | 0.90104 | 0.05195 | 2.06180 | 3.38200 | 75.4722 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.31 | 0.10988 | 0.93226 | 0.01875 | 1.14435 | 1.60685 | 14.2377 | 
 1 -> | 1996.77 | 0.18618 | 0.96929 | 0.03071 | 1.57582 | 2.71401 | 1.49554 | 
 2 -> | 2000.02 | 0.14828 | 0.93490 | 0.03255 | 1.07776 | 1.01085 | 1.58739 | 
 3 -> | 1987.43 | 0.06764 | 0.92293 | 0.01431 | 2.46211 | 2.14862 | 8.82682 | 
 4 -> | 1990.21 | 0.09574 | 0.92021 | 0.02660 | 13.5000 | 42.3138 | 0.53966 | 
 5 -> | 2010.97 | 0.11210 | 0.89699 | 0.05650 | 2.07760 | 3.39236 | 73.3129 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.63 | 0.11939 | 0.93150 | 0.02615 | 1.14667 | 1.25924 | 10.0987 | 
 1 -> | 1991.89 | 0.08599 | 0.92094 | 0.00971 | 2.23578 | 3.76976 | 2.06970 | 
 2 -> | 1997.28 | 0.17739 | 0.93216 | 0.03604 | 1.19364 | 1.34982 | 4.06189 | 
 3 -> | 1988.76 | 0.07246 | 0.92728 | 0.02119 | 1.90819 | 1.86320 | 10.9743 | 
 4 -> | 1990.60 | 0.10455 | 0.91818 | 0.00909 | 15.9727 | 39.2955 | 0.63153 | 
 5 -> | 2011.14 | 0.11456 | 0.89351 | 0.05808 | 2.06870 | 3.48383 | 72.1639 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.30 | 0.15828 | 0.93711 | 0.04036 | 1.07914 | 0.99790 | 5.47725 | 
 1 -> | 1988.29 | 0.07214 | 0.91992 | 0.01522 | 1.80013 | 1.80874 | 4.33759 | 
 2 -> | 1994.97 | 0.14324 | 0.93175 | 0.02515 | 1.39066 | 1.56174 | 6.39300 | 
 3 -> | 1989.39 | 0.08188 | 0.92334 | 0.01842 | 1.65928 | 1.78024 | 11.5344 | 
 4 -> | 1989.82 | 0.12500 | 0.92742 | 0.02419 | 13.4113 | 38.1855 | 0.71193 | 
 5 -> | 2011.18 | 0.11532 | 0.89034 | 0.06095 | 2.12129 | 3.46415 | 71.5459 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1998.48 | 0.14983 | 0.92575 | 0.04548 | 1.28495 | 1.40803 | 8.58357 | 
 1 -> | 1991.63 | 0.00000 | 0.95833 | 0.08333 | 0.70833 | 0.79167 | 0.06890 | 
 2 -> | 1994.49 | 0.13339 | 0.92978 | 0.03413 | 1.28953 | 1.30208 | 7.31756 | 
 3 -> | 1987.69 | 0.07020 | 0.91049 | 0.01869 | 1.61038 | 1.77965 | 13.8227 | 
 4 -> | 1989.54 | 0.10394 | 0.89247 | 0.02151 | 11.2796 | 31.8674 | 0.80094 | 
 5 -> | 2011.38 | 0.11875 | 0.88679 | 0.06415 | 2.12516 | 3.60074 | 69.4063 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.19 | 0.16771 | 0.92528 | 0.05100 | 1.40060 | 1.39815 | 10.5274 | 
 1 -> | 1995.25 | 0.16514 | 0.87156 | 0.01835 | 0.29358 | 0.55046 | 0.31292 | 
 2 -> | 1998.43 | 0.21393 | 0.93781 | 0.05473 | 1.32090 | 1.06841 | 2.30816 | 
 3 -> | 1988.81 | 0.07186 | 0.90371 | 0.01957 | 1.43980 | 1.36668 | 18.3361 | 
 4 -> | 1989.54 | 0.09278 | 0.91753 | 0.01289 | 10.3505 | 27.3686 | 1.11389 | 
 5 -> | 2011.52 | 0.11828 | 0.88577 | 0.06645 | 2.15866 | 3.78393 | 67.4016 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2002.19 | 0.14692 | 0.92312 | 0.07232 | 1.45192 | 1.39660 | 11.3143 | 
 1 -> | 1995.29 | 0.18659 | 0.91848 | 0.03623 | 0.62862 | 0.94022 | 1.58475 | 
 2 -> | 2000.41 | 0.20536 | 0.92262 | 0.05952 | 1.30357 | 0.87500 | 0.96463 | 
 3 -> | 1989.40 | 0.08816 | 0.90409 | 0.02091 | 1.30088 | 1.14561 | 19.6371 | 
 4 -> | 1988.79 | 0.05924 | 0.89573 | 0.03318 | 7.57583 | 21.7607 | 1.21153 | 
 5 -> | 2011.63 | 0.12053 | 0.87784 | 0.06631 | 2.26753 | 3.92239 | 65.2877 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.74 | 0.13005 | 0.91774 | 0.07397 | 1.29719 | 1.18830 | 13.1578 | 
 1 -> | 1995.82 | 0.15479 | 0.91237 | 0.03604 | 1.35872 | 1.32432 | 3.50550 | 
 2 -> | 2000.38 | 0.17981 | 0.92114 | 0.05678 | 1.05363 | 0.56467 | 0.91011 | 
 3 -> | 1990.20 | 0.09963 | 0.90022 | 0.02448 | 1.24176 | 0.93840 | 18.6443 | 
 4 -> | 1985.84 | 0.08176 | 0.89099 | 0.04507 | 5.97275 | 11.0262 | 2.73894 | 
 5 -> | 2011.83 | 0.12181 | 0.87692 | 0.06871 | 2.31027 | 4.17896 | 61.0433 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.20 | 0.12191 | 0.89711 | 0.07210 | 1.15889 | 0.99743 | 24.6110 | 
 1 -> | 1998.77 | 0.21795 | 0.94017 | 0.06838 | 1.66952 | 1.61111 | 2.01550 | 
 2 -> | 2001.74 | 0.17553 | 0.87766 | 0.04787 | 0.35638 | 0.56915 | 0.53976 | 
 3 -> | 1994.94 | 0.14548 | 0.91764 | 0.03972 | 0.93018 | 0.71405 | 6.86764 | 
 4 -> | 1988.36 | 0.09315 | 0.88751 | 0.02782 | 1.81456 | 2.21802 | 16.9222 | 
 5 -> | 2011.52 | 0.12516 | 0.87150 | 0.07113 | 2.68066 | 5.26911 | 49.0439 | 
