Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.18 | 0.11920 | 0.86763 | 0.04705 | 0.90903 | 1.04046 | 9.14541 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00287 | 
 2 -> | 2015.50 | 0.00000 | 0.50000 | 0.00000 | 5.00000 | 3.00000 | 0.00574 | 
 3 -> | 2008.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00287 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 4.00000 | 3.00000 | 0.00287 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00287 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00287 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 8 -> | 2014.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00287 | 
 9 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 3.00000 | 0.00287 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00287 | 
 11 -> | 2015.67 | 0.00000 | 1.00000 | 0.00000 | 10.3333 | 5.66667 | 0.00861 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.74012 | 
 13 -> | 2013.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 14 -> | 1995.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00287 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.07172 | 
 16 -> | 2010.38 | 0.10796 | 0.91228 | 0.05533 | 9.79217 | 8.45749 | 2.12571 | 
 17 -> | 2010.70 | 0.10525 | 0.90676 | 0.05091 | 1.40666 | 2.87205 | 59.5026 | 
 18 -> | 2008.75 | 0.10000 | 0.89167 | 0.09167 | 67.1167 | 96.8167 | 0.34424 | 
 19 -> | 1992.16 | 0.10421 | 0.93060 | 0.00962 | 2.34415 | 2.91852 | 28.0243 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.32 | 0.10939 | 0.89498 | 0.04858 | 0.84878 | 0.91296 | 22.9864 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2015.00 | 0.00000 | 1.00000 | 0.00000 | 8.40000 | 0.20000 | 0.01435 | 
 3 -> | 2008.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 4.00000 | 3.00000 | 0.00000 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2016.00 | 0.25000 | 0.50000 | 0.00000 | 0.50000 | 0.00000 | 0.02296 | 
 9 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 3.00000 | 0.00000 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2015.67 | 0.00000 | 1.00000 | 0.00000 | 10.3333 | 5.66667 | 0.00000 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2013.00 | 1.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 14 -> | 1995.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2011.24 | 0.09820 | 0.89853 | 0.05892 | 7.90507 | 10.6301 | 1.75383 | 
 17 -> | 2012.01 | 0.10546 | 0.89341 | 0.05315 | 1.70758 | 2.67860 | 40.5018 | 
 18 -> | 2012.98 | 0.00000 | 0.95122 | 0.04878 | 20.1951 | 77.6829 | 0.11769 | 
 19 -> | 1994.44 | 0.10983 | 0.92966 | 0.02207 | 2.95031 | 5.24405 | 34.6030 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.45 | 0.10811 | 0.90279 | 0.05387 | 0.78644 | 0.93080 | 22.6483 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2012.50 | 0.09500 | 0.89000 | 0.08500 | 7.55500 | 0.69500 | 0.57410 | 
 3 -> | 2004.20 | 0.00000 | 0.90000 | 0.00000 | 0.50000 | 0.30000 | 0.02871 | 
 4 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.50000 | 0.50000 | 0.00574 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2015.15 | 0.10953 | 0.84637 | 0.06259 | 0.97582 | 0.36131 | 2.01797 | 
 9 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 3.00000 | 0.00000 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2014.17 | 0.00000 | 1.00000 | 0.16667 | 11.6667 | 0.00000 | 0.01722 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2015.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 14 -> | 1995.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2010.93 | 0.10766 | 0.90233 | 0.04550 | 6.29634 | 12.3996 | 2.58633 | 
 17 -> | 2012.26 | 0.10883 | 0.88727 | 0.05317 | 1.39713 | 1.66625 | 36.8200 | 
 18 -> | 2014.27 | 0.06667 | 0.86667 | 0.00000 | 7.40000 | 45.5333 | 0.04306 | 
 19 -> | 1994.79 | 0.11293 | 0.92534 | 0.02565 | 3.27259 | 6.31949 | 35.2556 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.17 | 0.10517 | 0.90420 | 0.05522 | 0.66244 | 0.87941 | 14.7118 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2010.21 | 0.07143 | 0.89683 | 0.04762 | 5.53968 | 1.19841 | 0.36169 | 
 3 -> | 2006.42 | 0.06667 | 0.94359 | 0.07692 | 1.03590 | 0.46667 | 0.55977 | 
 4 -> | 2002.48 | 0.13268 | 0.90172 | 0.05283 | 0.96560 | 0.73956 | 2.33666 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2014.40 | 0.11322 | 0.85771 | 0.06035 | 0.92863 | 0.86520 | 6.51625 | 
 9 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 3.00000 | 0.00000 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2011.96 | 0.08850 | 0.87611 | 0.07965 | 9.48673 | 0.60619 | 0.64875 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2014.40 | 0.13115 | 0.86230 | 0.03934 | 0.48525 | 0.35082 | 0.87553 | 
 14 -> | 1995.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 0.00000 | 0.00000 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2010.94 | 0.12255 | 0.89461 | 0.06373 | 5.55025 | 11.6924 | 2.34240 | 
 17 -> | 2012.18 | 0.11608 | 0.88896 | 0.05800 | 1.30684 | 1.42496 | 36.4766 | 
 18 -> | 2013.34 | 0.11207 | 0.83621 | 0.09483 | 7.23276 | 29.0431 | 0.33299 | 
 19 -> | 1994.73 | 0.11437 | 0.92419 | 0.02686 | 3.36322 | 6.65953 | 34.8375 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.72 | 0.10738 | 0.89335 | 0.06074 | 0.46421 | 0.74946 | 7.94029 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2010.20 | 0.06667 | 0.87778 | 0.04444 | 3.64444 | 1.34444 | 0.25836 | 
 3 -> | 2008.19 | 0.09706 | 0.92075 | 0.06589 | 1.03117 | 0.79252 | 3.22377 | 
 4 -> | 2002.62 | 0.14888 | 0.90488 | 0.05128 | 0.78495 | 0.71960 | 3.47065 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2013.18 | 0.11262 | 0.88634 | 0.05735 | 0.84672 | 0.92179 | 2.75298 | 
 9 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00287 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2009.99 | 0.11297 | 0.92887 | 0.06276 | 8.27615 | 0.75314 | 0.68609 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2014.24 | 0.11984 | 0.86389 | 0.05556 | 1.08373 | 0.79048 | 7.23410 | 
 14 -> | 2002.00 | 0.50000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00574 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2011.07 | 0.12184 | 0.91382 | 0.05201 | 5.16642 | 9.21694 | 1.93196 | 
 17 -> | 2012.31 | 0.11576 | 0.88128 | 0.06038 | 1.24959 | 1.22429 | 34.9419 | 
 18 -> | 2012.76 | 0.12589 | 0.88836 | 0.05701 | 5.90974 | 20.6437 | 1.20855 | 
 19 -> | 1995.24 | 0.11722 | 0.92220 | 0.03286 | 3.27701 | 6.43428 | 36.3428 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.30 | 0.11819 | 0.90305 | 0.05719 | 0.37582 | 0.47549 | 5.27071 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2010.21 | 0.14286 | 0.85714 | 0.14286 | 3.92857 | 1.50000 | 0.04019 | 
 3 -> | 2008.41 | 0.10801 | 0.89962 | 0.05972 | 0.54003 | 0.67090 | 2.25929 | 
 4 -> | 2005.21 | 0.14768 | 0.93038 | 0.10549 | 0.60127 | 0.67089 | 1.36074 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2011.12 | 0.12657 | 0.90727 | 0.07143 | 0.78195 | 0.74185 | 2.29087 | 
 9 -> | 2006.00 | 0.00000 | 1.00000 | 0.00000 | 2.00000 | 3.00000 | 0.00287 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2008.26 | 0.07031 | 0.92969 | 0.09375 | 5.93750 | 0.44531 | 0.36746 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2013.57 | 0.12434 | 0.86598 | 0.06217 | 1.10440 | 0.75161 | 9.78929 | 
 14 -> | 2002.84 | 0.15349 | 0.91523 | 0.04696 | 0.99656 | 0.58877 | 2.50617 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2010.92 | 0.08747 | 0.88381 | 0.04961 | 5.14099 | 6.06919 | 2.19900 | 
 17 -> | 2012.83 | 0.11742 | 0.87617 | 0.06215 | 1.08204 | 0.93880 | 30.0224 | 
 18 -> | 2012.81 | 0.13561 | 0.88213 | 0.06337 | 5.23574 | 15.0444 | 2.26503 | 
 19 -> | 1996.79 | 0.11772 | 0.91572 | 0.03993 | 3.10083 | 5.97000 | 41.6260 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.38 | 0.11256 | 0.88184 | 0.06779 | 0.25808 | 0.44900 | 4.61631 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2011.43 | 0.06557 | 0.85246 | 0.06557 | 3.52459 | 1.21311 | 0.17512 | 
 3 -> | 2008.41 | 0.10801 | 0.89962 | 0.05972 | 0.54003 | 0.67090 | 0.00000 | 
 4 -> | 2007.13 | 0.11043 | 0.91411 | 0.11656 | 0.34356 | 0.59509 | 0.46795 | 
 5 -> | 1996.00 | 0.00000 | 1.00000 | 0.00000 | 11.0000 | 97.0000 | 0.00000 | 
 6 -> | 2012.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 7 -> | 1975.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 8 -> | 2009.46 | 0.11602 | 0.88950 | 0.04420 | 0.56906 | 0.29834 | 0.51962 | 
 9 -> | 2008.50 | 0.00000 | 1.00000 | 0.00000 | 0.50000 | 0.00000 | 0.00574 | 
 10 -> | 1979.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 
 11 -> | 2008.88 | 0.06250 | 0.87500 | 0.06250 | 5.12500 | 0.31250 | 0.04593 | 
 12 -> | 2012.54 | 0.11628 | 0.84496 | 0.05426 | 4.61628 | 24.4070 | 0.00000 | 
 13 -> | 2013.22 | 0.12583 | 0.86218 | 0.06425 | 0.63049 | 0.32856 | 8.62401 | 
 14 -> | 2005.74 | 0.12737 | 0.90631 | 0.07348 | 0.58420 | 0.32517 | 4.68808 | 
 15 -> | 2011.16 | 0.08000 | 0.88000 | 0.12000 | 19.4000 | 86.3200 | 0.00000 | 
 16 -> | 2010.94 | 0.10569 | 0.88997 | 0.07046 | 3.21951 | 2.68293 | 5.29670 | 
 17 -> | 2013.52 | 0.13216 | 0.87277 | 0.06667 | 0.56761 | 0.19061 | 12.2298 | 
 18 -> | 2013.98 | 0.11802 | 0.86549 | 0.06444 | 2.71225 | 5.41701 | 7.66227 | 
 19 -> | 2000.29 | 0.11969 | 0.90764 | 0.04698 | 2.74942 | 4.99041 | 55.6685 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.34 | 0.11639 | 0.86302 | 0.05384 | 0.21536 | 0.53048 | 3.62598 | 
 1 -> | 1980.00 | 0.00000 | 1.00000 | 0.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2013.33 | 0.16092 | 0.85057 | 0.09195 | 2.79310 | 2.31034 | 0.24977 | 
 3 -> | 2008.41 | 0.10801 | 0.89962 | 0.05972 | 0.54003 | 0.67090 | 0.00000 | 
 4 -> | 2008.54 | 0.09286 | 0.90000 | 0.06429 | 0.15714 | 0.60000 | 0.40193 | 
