Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.60 | 0.06829 | 0.79024 | 0.00000 | 1.81463 | 7.05366 | 4.72677 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.02306 | 
 2 -> | 1998.70 | 0.18489 | 0.78926 | 0.01590 | 0.47714 | 0.46918 | 11.5979 | 
 3 -> | 2009.29 | 0.16187 | 0.79540 | 0.01150 | 1.16352 | 3.47494 | 28.0609 | 
 4 -> | 1991.52 | 0.09717 | 0.76604 | 0.00660 | 0.25660 | 0.23396 | 24.4409 | 
 5 -> | 1979.35 | 0.04441 | 0.84530 | 0.00370 | 0.35085 | 0.66617 | 31.1506 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.05 | 0.09677 | 0.77419 | 0.04516 | 6.63226 | 30.1548 | 3.57968 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.39261 | 
 3 -> | 2010.35 | 0.15000 | 0.81250 | 0.01250 | 2.47500 | 9.41250 | 1.84758 | 
 4 -> | 2001.46 | 0.14148 | 0.80240 | 0.01162 | 0.28778 | 0.34068 | 57.6212 | 
 5 -> | 1980.49 | 0.05685 | 0.82502 | 0.00442 | 0.40303 | 0.61529 | 36.5589 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.10 | 0.13115 | 0.86885 | 0.01639 | 13.8852 | 58.6393 | 1.40910 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 2002.78 | 0.11111 | 1.00000 | 0.00000 | 1.44444 | 20.3333 | 0.20790 | 
 4 -> | 2010.79 | 0.04762 | 0.78571 | 0.00000 | 3.83333 | 10.7381 | 0.97020 | 
 5 -> | 1993.41 | 0.10363 | 0.80057 | 0.01399 | 0.34053 | 0.51530 | 97.4128 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.20 | 0.04000 | 0.80000 | 0.00000 | 25.4400 | 95.9200 | 0.57763 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.04621 | 
 4 -> | 1995.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 34.0000 | 0.02311 | 
 5 -> | 1993.79 | 0.10558 | 0.81628 | 0.02023 | 0.37744 | 0.72674 | 99.3530 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.21 | 0.07143 | 0.78571 | 0.00000 | 27.7857 | 145.143 | 0.32355 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 2000.08 | 0.23077 | 0.92308 | 0.00000 | 15.6154 | 53.3077 | 0.30044 | 
 5 -> | 1993.75 | 0.10977 | 0.81605 | 0.02186 | 0.39256 | 0.71558 | 99.3760 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2000.64 | 0.09091 | 0.90909 | 0.00000 | 42.6364 | 187.455 | 0.25428 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1998.00 | 0.00000 | 0.40000 | 0.00000 | 19.0000 | 78.0000 | 0.11558 | 
 5 -> | 1993.72 | 0.11903 | 0.80023 | 0.02251 | 0.40650 | 0.76961 | 99.6301 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1986.22 | 0.11111 | 0.88889 | 0.00000 | 33.2222 | 215.222 | 0.20809 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1995.67 | 0.00000 | 1.00000 | 0.00000 | 57.0000 | 121.000 | 0.06936 | 
 5 -> | 1993.89 | 0.11152 | 0.78692 | 0.02365 | 0.44308 | 0.88987 | 99.7225 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1986.75 | 0.25000 | 0.75000 | 0.25000 | 1.00000 | 238.000 | 0.09251 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1994.00 | 0.14286 | 0.71429 | 0.00000 | 57.0000 | 121.000 | 0.16189 | 
 5 -> | 1994.09 | 0.11639 | 0.78576 | 0.02550 | 0.40900 | 0.81080 | 99.7456 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.00 | 0.00000 | 1.00000 | 0.00000 | 1.00000 | 238.000 | 0.06940 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 2005.67 | 0.00000 | 1.00000 | 0.00000 | 57.0000 | 121.000 | 0.06940 | 
 5 -> | 1994.34 | 0.12370 | 0.78341 | 0.02780 | 0.41371 | 0.88209 | 99.8612 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1994.00 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 238.000 | 0.02314 | 
 1 -> | 2010.00 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 0.00000 | 
 2 -> | 1998.76 | 0.17647 | 0.76471 | 0.05882 | 0.94118 | 3.00000 | 0.00000 | 
 3 -> | 1989.50 | 0.50000 | 0.50000 | 0.00000 | 0.00000 | 34.0000 | 0.00000 | 
 4 -> | 1990.67 | 0.00000 | 0.83333 | 0.00000 | 57.0000 | 121.000 | 0.13882 | 
 5 -> | 1994.11 | 0.11564 | 0.78308 | 0.02966 | 0.39768 | 0.77173 | 99.8380 | 
