Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.48 | 0.11001 | 0.92623 | 0.04664 | 1.63372 | 6.04764 | 40.3077 | 
 1 -> | 2013.87 | 0.10713 | 0.87466 | 0.04942 | 2.68855 | 2.21798 | 34.6679 | 
 2 -> | 1993.69 | 0.09588 | 0.93291 | 0.01606 | 1.82819 | 0.58459 | 25.0244 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.71 | 0.11322 | 0.92959 | 0.05158 | 3.35392 | 9.76047 | 24.5422 | 
 1 -> | 2012.70 | 0.10872 | 0.88708 | 0.05246 | 1.47965 | 1.15448 | 49.7962 | 
 2 -> | 1991.52 | 0.10056 | 0.92830 | 0.01230 | 1.96823 | 1.56600 | 25.6616 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.13 | 0.12179 | 0.91238 | 0.05235 | 5.73145 | 15.2816 | 15.6271 | 
 1 -> | 2011.86 | 0.10850 | 0.89375 | 0.05695 | 1.21095 | 1.02660 | 57.4102 | 
 2 -> | 1991.99 | 0.10710 | 0.92420 | 0.01789 | 1.74524 | 1.41190 | 26.9627 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.88 | 0.11498 | 0.90490 | 0.05607 | 9.91093 | 27.6192 | 8.08933 | 
 1 -> | 2012.50 | 0.11121 | 0.88353 | 0.05843 | 1.31184 | 1.30183 | 50.7492 | 
 2 -> | 1997.17 | 0.11263 | 0.92594 | 0.03494 | 1.41021 | 1.10928 | 41.1614 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.13 | 0.12111 | 0.90359 | 0.06055 | 13.6167 | 38.6673 | 4.88302 | 
 1 -> | 2012.76 | 0.12646 | 0.89227 | 0.04684 | 4.90398 | 12.7447 | 1.22578 | 
 2 -> | 2005.57 | 0.11355 | 0.90076 | 0.05091 | 1.40900 | 1.36448 | 93.8912 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2003.78 | 0.10265 | 0.91005 | 0.06984 | 18.3894 | 54.2847 | 2.71287 | 
 1 -> | 2009.35 | 0.14286 | 0.91289 | 0.06272 | 9.39024 | 22.1185 | 0.82391 | 
 2 -> | 2005.67 | 0.11624 | 0.89760 | 0.05398 | 1.52842 | 1.72020 | 96.4632 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.31 | 0.09776 | 0.90835 | 0.05499 | 24.0794 | 77.7373 | 1.40958 | 
 1 -> | 2005.96 | 0.13531 | 0.90099 | 0.07261 | 13.1188 | 32.0495 | 0.86986 | 
 2 -> | 2005.61 | 0.11775 | 0.89389 | 0.05746 | 1.63512 | 1.99348 | 97.7206 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.14 | 0.10870 | 0.89130 | 0.06159 | 31.1051 | 101.772 | 0.79237 | 
 1 -> | 2005.16 | 0.07910 | 0.91525 | 0.06215 | 15.3333 | 46.7401 | 0.50815 | 
 2 -> | 2005.58 | 0.11917 | 0.89188 | 0.06041 | 1.74147 | 2.28802 | 98.6995 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.60 | 0.07784 | 0.90419 | 0.08982 | 40.1198 | 125.455 | 0.47946 | 
 1 -> | 2006.01 | 0.14615 | 0.92308 | 0.07692 | 17.4923 | 61.7231 | 0.37323 | 
 2 -> | 2005.54 | 0.12058 | 0.89022 | 0.06220 | 1.78908 | 2.47463 | 99.1473 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.47 | 0.15306 | 0.89796 | 0.06122 | 55.8878 | 151.857 | 0.28137 | 
 1 -> | 2004.88 | 0.14159 | 0.91150 | 0.03540 | 17.2566 | 82.2920 | 0.32443 | 
 2 -> | 2005.49 | 0.12297 | 0.88763 | 0.06537 | 1.83665 | 2.62032 | 99.3942 | 
