Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.40 | 0.10917 | 0.88735 | 0.04481 | 1.69726 | 2.73586 | 16.3984 | 
 1 -> | 2001.67 | 0.33333 | 1.00000 | 0.00000 | 461.000 | 2722.33 | 0.00407 | 
 2 -> | 2010.07 | 0.11699 | 0.89198 | 0.04268 | 1.74802 | 2.12064 | 26.7960 | 
 3 -> | 1998.73 | 0.24359 | 0.85897 | 0.02137 | 1.26709 | 1.80983 | 0.63567 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00136 | 
 5 -> | 1987.87 | 0.13507 | 0.90472 | 0.00496 | 1.73395 | 2.38967 | 56.1645 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.07 | 0.11997 | 0.88399 | 0.04493 | 1.96656 | 3.72211 | 17.1430 | 
 1 -> | 1986.00 | 0.00000 | 0.33333 | 0.00000 | 1383.00 | 7366.00 | 0.00408 | 
 2 -> | 2013.44 | 0.11857 | 0.87033 | 0.04596 | 1.98243 | 2.24573 | 14.0690 | 
 3 -> | 2007.91 | 0.11360 | 0.91202 | 0.05000 | 1.20989 | 1.32056 | 12.0898 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1988.01 | 0.13485 | 0.90239 | 0.00781 | 1.73855 | 2.30027 | 56.6942 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.50 | 0.12520 | 0.87918 | 0.04637 | 2.19749 | 4.73383 | 17.6635 | 
 1 -> | 2011.00 | 0.00000 | 0.50000 | 0.00000 | 1383.00 | 7366.00 | 0.00272 | 
 2 -> | 2013.50 | 0.12028 | 0.82311 | 0.04953 | 7.41274 | 10.2476 | 0.57597 | 
 3 -> | 2010.98 | 0.11716 | 0.88273 | 0.05145 | 1.50740 | 1.43047 | 25.7977 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1987.97 | 0.13936 | 0.90013 | 0.01146 | 1.65253 | 2.00313 | 55.9601 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.43 | 0.12992 | 0.87641 | 0.05060 | 0.99919 | 1.05433 | 16.7509 | 
 1 -> | 2011.00 | 0.00000 | 0.50000 | 0.00000 | 1383.00 | 7366.00 | 0.00000 | 
 2 -> | 2007.56 | 0.13143 | 0.87265 | 0.04980 | 24.8473 | 76.7273 | 1.66409 | 
 3 -> | 2011.13 | 0.11737 | 0.87555 | 0.05372 | 1.49698 | 1.32100 | 26.0983 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1987.94 | 0.14229 | 0.89918 | 0.01437 | 1.59418 | 1.77778 | 55.4867 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.32 | 0.13750 | 0.87489 | 0.05069 | 1.42310 | 1.52426 | 18.0892 | 
 1 -> | 2011.00 | 0.00000 | 0.50000 | 0.00000 | 1383.00 | 7366.00 | 0.00000 | 
 2 -> | 2010.59 | 0.12676 | 0.85211 | 0.04930 | 14.3239 | 72.3662 | 0.19290 | 
 3 -> | 2011.06 | 0.12114 | 0.87425 | 0.05601 | 1.75798 | 2.19409 | 26.2182 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1987.87 | 0.14549 | 0.89996 | 0.01716 | 2.10405 | 3.61579 | 55.4997 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.30 | 0.12656 | 0.87589 | 0.05286 | 1.45804 | 1.45173 | 18.3231 | 
 1 -> | 2011.00 | 0.00000 | 0.50000 | 0.00000 | 1383.00 | 7366.00 | 0.00000 | 
 2 -> | 2011.59 | 0.11017 | 0.90678 | 0.06780 | 10.8559 | 54.8136 | 0.16030 | 
 3 -> | 2011.03 | 0.12749 | 0.87635 | 0.05812 | 1.70949 | 1.82263 | 26.2240 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1987.91 | 0.14879 | 0.89752 | 0.02083 | 2.10948 | 3.52693 | 55.2926 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.26 | 0.13769 | 0.87545 | 0.05421 | 1.41278 | 1.29689 | 18.1929 | 
 1 -> | 2011.00 | 0.00000 | 0.50000 | 0.00000 | 1383.00 | 7366.00 | 0.00000 | 
 2 -> | 2011.13 | 0.16667 | 0.88596 | 0.06579 | 11.6491 | 51.8991 | 0.30974 | 
 3 -> | 2011.02 | 0.12424 | 0.87555 | 0.06279 | 1.63272 | 1.72237 | 26.1985 | 
 4 -> | 1976.00 | 0.00000 | 1.00000 | 0.00000 | 0.00000 | 0.00000 | 0.00000 | 
 5 -> | 1987.94 | 0.14769 | 0.89375 | 0.02646 | 2.24488 | 3.55454 | 55.2988 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.32 | 0.13505 | 0.87550 | 0.06232 | 1.34902 | 1.24930 | 18.4187 | 
