Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.44 | 0.11661 | 0.90883 | 0.08531 | 3.58829 | 8.44907 | 28.4283 | 
 1 -> | 2003.22 | 0.10025 | 0.91278 | 0.02101 | 1.48053 | 1.31122 | 71.5717 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.15 | 0.11825 | 0.91256 | 0.07362 | 2.82346 | 6.61242 | 39.6871 | 
 1 -> | 2001.78 | 0.10541 | 0.91082 | 0.02517 | 1.59282 | 1.17613 | 60.3129 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.04 | 0.11189 | 0.89503 | 0.05862 | 2.11235 | 4.56578 | 56.7939 | 
 1 -> | 1997.71 | 0.11161 | 0.92832 | 0.02963 | 1.99568 | 1.66339 | 43.2061 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.53 | 0.11165 | 0.89582 | 0.05832 | 1.78039 | 3.40789 | 68.3553 | 
 1 -> | 1993.46 | 0.11755 | 0.93052 | 0.02295 | 2.56218 | 2.68372 | 31.6447 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.30 | 0.11122 | 0.89043 | 0.05813 | 1.53885 | 2.67997 | 71.1481 | 
 1 -> | 1992.24 | 0.11719 | 0.93205 | 0.02537 | 2.97762 | 3.71379 | 28.8519 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.26 | 0.11692 | 0.89040 | 0.05798 | 1.44329 | 2.29897 | 71.3404 | 
 1 -> | 1992.00 | 0.11357 | 0.93350 | 0.02984 | 3.23125 | 4.69154 | 28.6596 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.21 | 0.11747 | 0.88645 | 0.05979 | 1.40488 | 2.08090 | 70.9558 | 
 1 -> | 1991.94 | 0.11533 | 0.93300 | 0.03597 | 3.32908 | 5.20397 | 29.0442 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.17 | 0.12016 | 0.88134 | 0.06087 | 1.37010 | 2.03314 | 70.6831 | 
 1 -> | 1991.88 | 0.12150 | 0.93225 | 0.04308 | 3.31692 | 5.13021 | 29.3169 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.19 | 0.12495 | 0.88134 | 0.06319 | 1.39576 | 2.05177 | 70.6831 | 
 1 -> | 1991.68 | 0.11954 | 0.93431 | 0.04318 | 3.20403 | 4.91962 | 29.3169 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.12 | 0.12625 | 0.87622 | 0.06569 | 1.38323 | 2.06428 | 71.0017 | 
 1 -> | 1991.49 | 0.11987 | 0.93180 | 0.04672 | 3.25804 | 4.90923 | 28.9983 | 
