Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1995.84 | 0.10526 | 0.89474 | 0.00000 | 0.05263 | 4.52632 | 21.1111 | 
 1 -> | 2002.25 | 0.25000 | 1.00000 | 0.25000 | 0.00000 | 0.00000 | 4.44444 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 3.33333 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 24.4444 | 
 4 -> | 2009.59 | 0.11765 | 0.94118 | 0.11765 | 0.35294 | 9.76471 | 18.8889 | 
 5 -> | 1975.04 | 0.00000 | 0.88000 | 0.00000 | 15.3200 | 8.80000 | 27.7778 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.48 | 0.14286 | 0.85714 | 0.04762 | 0.23810 | 0.38095 | 25.3012 | 
 1 -> | 1999.00 | 0.45455 | 0.72727 | 0.27273 | 0.13636 | 0.68182 | 26.5060 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 2010.29 | 0.14286 | 1.00000 | 0.00000 | 0.21429 | 11.5000 | 16.8675 | 
 5 -> | 1981.54 | 0.00000 | 0.88462 | 0.03846 | 203.308 | 886.500 | 31.3253 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1982.00 | 0.03704 | 0.88889 | 0.03704 | 0.18519 | 0.29630 | 32.9268 | 
 1 -> | 1999.39 | 0.46429 | 0.78571 | 0.32143 | 0.14286 | 0.32143 | 34.1463 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 2007.65 | 0.19231 | 0.96154 | 0.07692 | 58.4615 | 39.1923 | 31.7073 | 
 5 -> | 2009.00 | 0.00000 | 1.00000 | 0.00000 | 1382.00 | 7365.00 | 1.21951 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1977.42 | 0.05263 | 0.94737 | 0.10526 | 0.05263 | 0.21053 | 23.4568 | 
 1 -> | 2001.08 | 0.30189 | 0.84906 | 0.18868 | 0.22642 | 0.56604 | 65.4321 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 1980.67 | 0.16667 | 1.00000 | 0.00000 | 157.667 | 101.333 | 7.40741 | 
 5 -> | 1999.33 | 0.66667 | 1.00000 | 0.66667 | 1382.00 | 7365.00 | 3.70370 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1975.94 | 0.00000 | 1.00000 | 0.05556 | 0.27778 | 4.94444 | 22.5000 | 
 1 -> | 1999.98 | 0.31481 | 0.77778 | 0.22222 | 0.16667 | 3.40741 | 67.5000 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 1986.00 | 0.00000 | 1.00000 | 0.00000 | 189.000 | 106.000 | 3.75000 | 
 5 -> | 1984.00 | 0.00000 | 1.00000 | 0.00000 | 1382.00 | 7365.00 | 6.25000 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1976.71 | 0.00000 | 1.00000 | 0.07143 | 0.00000 | 0.71429 | 17.7215 | 
 1 -> | 1999.14 | 0.28814 | 0.84746 | 0.16949 | 0.16949 | 4.50847 | 74.6835 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 1996.33 | 0.00000 | 0.33333 | 0.00000 | 189.000 | 106.000 | 3.79747 | 
 5 -> | 1999.67 | 1.00000 | 0.66667 | 0.33333 | 1382.00 | 7365.00 | 3.79747 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1974.13 | 0.00000 | 1.00000 | 0.12500 | 0.00000 | 0.50000 | 10.2564 | 
 1 -> | 1998.97 | 0.27419 | 0.77419 | 0.22581 | 0.22581 | 5.54839 | 79.4872 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 1980.00 | 0.33333 | 1.00000 | 0.33333 | 189.000 | 106.000 | 3.84615 | 
 5 -> | 1984.00 | 0.00000 | 0.80000 | 0.00000 | 1382.00 | 7365.00 | 6.41026 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1974.60 | 0.00000 | 1.00000 | 0.20000 | 0.40000 | 1.00000 | 12.9870 | 
 1 -> | 1999.82 | 0.29825 | 0.85965 | 0.14035 | 0.21053 | 4.59649 | 74.0260 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 1988.67 | 0.00000 | 0.66667 | 0.00000 | 189.000 | 106.000 | 3.89610 | 
 5 -> | 1992.57 | 0.00000 | 0.85714 | 0.00000 | 1382.00 | 7365.00 | 9.09091 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1975.14 | 0.00000 | 1.00000 | 0.28571 | 0.14286 | 0.57143 | 9.21053 | 
 1 -> | 1998.66 | 0.27119 | 0.83051 | 0.13559 | 0.40678 | 3.13559 | 77.6316 | 
 2 -> | 1997.33 | 0.33333 | 1.00000 | 0.33333 | 1382.67 | 7365.67 | 0.00000 | 
 3 -> | 1995.32 | 0.18182 | 0.68182 | 0.09091 | 80.4091 | 345.591 | 0.00000 | 
 4 -> | 2002.50 | 0.50000 | 1.00000 | 0.00000 | 189.000 | 106.000 | 5.26316 | 
 5 -> | 1994.67 | 0.16667 | 0.83333 | 0.16667 | 1382.00 | 7365.00 | 7.89474 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1971.20 | 0.00000 | 1.00000 | 0.50000 | 0.30000 | 8.20000 | 13.3333 | 
