Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.72 | 0.11401 | 0.90357 | 0.16173 | 3.28327 | 6.30136 | 5.71371 | 
 1 -> | 2008.30 | 0.13757 | 0.98148 | 0.49471 | 18.0899 | 64.4048 | 1.08477 | 
 2 -> | 1992.82 | 0.06742 | 0.97753 | 0.13483 | 14.2022 | 73.9775 | 0.25541 | 
 3 -> | 2005.38 | 0.09506 | 0.98226 | 0.19645 | 17.8517 | 22.4183 | 2.26425 | 
 4 -> | 2005.29 | 0.08734 | 0.89654 | 0.02901 | 1.21240 | 1.20493 | 46.1000 | 
 5 -> | 2005.29 | 0.12848 | 0.92185 | 0.01622 | 1.58687 | 2.43946 | 44.5819 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.75 | 0.10236 | 0.88071 | 0.05573 | 1.45630 | 2.24905 | 24.9282 | 
 1 -> | 2008.30 | 0.13757 | 0.98148 | 0.49471 | 18.0899 | 64.4048 | 0.00000 | 
 2 -> | 1992.82 | 0.06742 | 0.97753 | 0.13483 | 14.2022 | 73.9775 | 0.00000 | 
 3 -> | 2006.67 | 0.14601 | 0.98634 | 0.35819 | 20.7206 | 50.5977 | 2.73249 | 
 4 -> | 2008.30 | 0.10229 | 0.90071 | 0.04392 | 1.13044 | 1.34328 | 15.2928 | 
 5 -> | 2001.52 | 0.11638 | 0.91930 | 0.01902 | 1.73816 | 2.06762 | 57.0465 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.90 | 0.11282 | 0.87871 | 0.05314 | 1.49723 | 1.93856 | 34.2423 | 
 1 -> | 2008.30 | 0.13757 | 0.98148 | 0.49471 | 18.0899 | 64.4048 | 0.00000 | 
 2 -> | 1992.82 | 0.06742 | 0.97753 | 0.13483 | 14.2022 | 73.9775 | 0.00000 | 
 3 -> | 2010.99 | 0.23507 | 0.98881 | 0.53358 | 29.7612 | 60.4403 | 0.76923 | 
 4 -> | 2008.42 | 0.10873 | 0.92692 | 0.05764 | 1.04635 | 1.79263 | 14.4920 | 
 5 -> | 1999.51 | 0.11618 | 0.92122 | 0.02870 | 2.48565 | 3.95475 | 50.4966 | 

