Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.85 | 0.11244 | 0.90497 | 0.04369 | 2.14163 | 3.03165 | 32.6474 | 
 1 -> | 2004.29 | 0.09954 | 0.91102 | 0.03946 | 2.10057 | 3.53398 | 67.3526 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.23 | 0.10922 | 0.89829 | 0.04970 | 2.05713 | 3.47841 | 34.7675 | 
 1 -> | 2003.91 | 0.10463 | 0.90799 | 0.04242 | 2.19395 | 3.37277 | 65.2325 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.56 | 0.11403 | 0.89547 | 0.05367 | 2.08397 | 4.05367 | 34.7618 | 
 1 -> | 2003.63 | 0.10748 | 0.90391 | 0.04122 | 2.09072 | 2.99833 | 65.2382 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2009.89 | 0.11924 | 0.88928 | 0.05759 | 2.61953 | 5.11882 | 34.6871 | 
 1 -> | 2003.44 | 0.11057 | 0.90516 | 0.04518 | 1.85682 | 2.38849 | 65.3129 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.23 | 0.12181 | 0.88721 | 0.06021 | 3.08429 | 6.43938 | 35.0402 | 
 1 -> | 2003.15 | 0.11303 | 0.90041 | 0.05033 | 1.59244 | 1.89347 | 64.9598 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.70 | 0.12458 | 0.88093 | 0.06779 | 3.42469 | 7.27528 | 35.4822 | 
 1 -> | 2002.81 | 0.11651 | 0.89972 | 0.05517 | 1.44185 | 1.58355 | 64.5178 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.08 | 0.12233 | 0.87973 | 0.07330 | 3.43364 | 7.57652 | 36.1797 | 
 1 -> | 2002.51 | 0.12094 | 0.89692 | 0.05590 | 1.37158 | 1.41727 | 63.8203 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.37 | 0.12482 | 0.87412 | 0.07646 | 3.38814 | 7.32671 | 37.9879 | 
 1 -> | 2001.97 | 0.12131 | 0.89299 | 0.05763 | 1.36019 | 1.37704 | 62.0121 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.75 | 0.12655 | 0.86806 | 0.07896 | 3.13865 | 6.63922 | 43.1831 | 
 1 -> | 2000.79 | 0.11548 | 0.89886 | 0.05966 | 1.35170 | 1.39904 | 56.8169 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2012.05 | 0.12588 | 0.86850 | 0.08142 | 2.74887 | 5.52000 | 54.6785 | 
 1 -> | 1997.64 | 0.12191 | 0.90659 | 0.06048 | 1.48923 | 1.63433 | 45.3215 | 
