Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.13 | 0.11450 | 0.88595 | 0.04989 | 2.00250 | 5.00574 | 19.5006 | 
 1 -> | 2010.66 | 0.09744 | 0.92821 | 0.06154 | 3.86154 | 34.3462 | 1.11924 | 
 2 -> | 2006.93 | 0.11107 | 0.93564 | 0.05978 | 1.18066 | 3.41914 | 8.78462 | 
 3 -> | 2011.12 | 0.10480 | 0.90368 | 0.04746 | 1.07767 | 0.00000 | 40.9384 | 
 4 -> | 1993.06 | 0.11987 | 0.93157 | 0.01110 | 0.77827 | 1.40729 | 21.9773 | 
 5 -> | 1992.56 | 0.07324 | 0.92003 | 0.02429 | 12.0960 | 18.4880 | 7.67972 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.43 | 0.10076 | 0.88363 | 0.04565 | 3.21570 | 6.06410 | 12.1362 | 
 1 -> | 2012.79 | 0.11565 | 0.87755 | 0.04082 | 3.53401 | 22.9116 | 0.84391 | 
 2 -> | 2007.26 | 0.10279 | 0.93655 | 0.06980 | 2.28173 | 7.26142 | 2.26190 | 
 3 -> | 2011.11 | 0.10997 | 0.89653 | 0.05621 | 1.04852 | 0.40870 | 52.5977 | 
 4 -> | 1997.77 | 0.17131 | 0.91399 | 0.02032 | 0.93762 | 0.80104 | 12.1477 | 
 5 -> | 1991.37 | 0.07817 | 0.93044 | 0.01033 | 5.17484 | 10.0643 | 20.0126 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.73 | 0.11728 | 0.87023 | 0.05378 | 4.89139 | 5.20507 | 8.27281 | 
 1 -> | 2014.24 | 0.10283 | 0.86118 | 0.05141 | 8.79177 | 21.3290 | 1.11663 | 
 2 -> | 2009.29 | 0.12200 | 0.91823 | 0.05646 | 4.05386 | 17.0363 | 4.42346 | 
 3 -> | 2011.89 | 0.10854 | 0.89111 | 0.05608 | 0.97965 | 0.54673 | 49.0857 | 
 4 -> | 2004.36 | 0.14742 | 0.92581 | 0.04839 | 0.89000 | 0.64452 | 8.89858 | 
