Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1997.46 | 0.10604 | 0.93361 | 0.02633 | 2.29854 | 1.64280 | 43.4947 | 
 1 -> | 2012.26 | 0.10723 | 0.89211 | 0.04922 | 1.87311 | 4.73810 | 56.5053 | 

Gen  1|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1993.51 | 0.11102 | 0.92860 | 0.01838 | 2.15457 | 2.48844 | 32.1632 | 
 1 -> | 2011.61 | 0.10633 | 0.89807 | 0.05323 | 2.01295 | 3.81302 | 67.8368 | 

Gen  2|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.14 | 0.11357 | 0.92690 | 0.01835 | 2.19133 | 2.93434 | 28.9405 | 
 1 -> | 2011.27 | 0.10883 | 0.89687 | 0.05542 | 2.00864 | 3.56599 | 71.0595 | 

Gen  3|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.77 | 0.11483 | 0.92446 | 0.01975 | 2.21378 | 3.12369 | 28.1978 | 
 1 -> | 2011.16 | 0.11178 | 0.89465 | 0.05841 | 1.97717 | 3.46508 | 71.8022 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.73 | 0.11573 | 0.92106 | 0.02244 | 2.19598 | 3.08470 | 28.4025 | 
 1 -> | 2011.16 | 0.11367 | 0.89098 | 0.06090 | 1.99555 | 3.47183 | 71.5975 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.64 | 0.11800 | 0.91747 | 0.02580 | 2.22168 | 3.20214 | 28.4894 | 
 1 -> | 2011.15 | 0.11493 | 0.88840 | 0.06279 | 1.99635 | 3.46692 | 71.5106 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.63 | 0.12023 | 0.91590 | 0.02840 | 2.21889 | 3.27730 | 28.6051 | 
 1 -> | 2011.15 | 0.11717 | 0.88620 | 0.06558 | 1.98689 | 3.39571 | 71.3949 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.61 | 0.12125 | 0.91337 | 0.03161 | 2.24430 | 3.25540 | 28.6977 | 
 1 -> | 2011.15 | 0.11922 | 0.88460 | 0.06829 | 1.98913 | 3.42257 | 71.3023 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.54 | 0.12236 | 0.91086 | 0.03442 | 2.21429 | 3.27099 | 28.8593 | 
 1 -> | 2011.16 | 0.12099 | 0.88256 | 0.07058 | 1.99358 | 3.40546 | 71.1407 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1991.51 | 0.12464 | 0.91076 | 0.03758 | 2.17561 | 3.32028 | 28.9549 | 
 1 -> | 2011.15 | 0.12306 | 0.88006 | 0.07307 | 2.01637 | 3.46050 | 71.0451 | 
